,accuracy_diff_4.pkl,accuracy_diff_1.pkl,accuracy_diff_2.pkl,accuracy_diff_3.pkl,r2_diff_2.pkl,r2_diff_3.pkl,r2_diff_1.pkl,r2_diff_4.pkl,rank_total,rank_fin
WWP1.rescaled,5315.5,5268.5,5267.5,5315.5,12857.0,12888.0,12943.0,13207.0,73062.0,0.3965954064481942
EIF3K.rescaled,10495.0,5268.5,5267.5,5315.5,11582.0,12066.0,11196.0,11878.0,73068.5,0.3965415886999288
ANGPTL7.rescaled,5315.5,5268.5,5267.5,5315.5,13309.0,13203.0,12579.0,12812.0,73070.0,0.3965291692195598
SF3B5.rescaled,5315.5,5268.5,5267.5,5315.5,12871.0,13048.0,12684.0,13300.0,73070.0,0.3965291692195598
UQCR11.rescaled,5315.5,5268.5,5267.5,5315.5,12964.0,13141.0,13154.0,12647.0,73073.0,0.3965043302588219
PCYT1B.rescaled,13731.5,14122.0,14116.5,13872.5,3521.0,3859.0,5508.0,4345.0,73075.5,0.3964836311248737
SHOX.rescaled,5315.5,5268.5,5267.5,5315.5,12248.0,13375.0,12930.0,13358.0,73078.0,0.3964629319909255
INTS7.rescaled,5315.5,5268.5,5267.5,5315.5,12971.0,12919.0,13144.0,12881.0,73082.0,0.3964298133766083
THBS2.rescaled,5315.5,5268.5,5267.5,5315.5,13332.0,11685.0,13240.0,13659.0,73083.0,0.396421533723029
ITPKC.rescaled,10495.0,5268.5,10433.5,5315.5,10049.0,9994.0,9909.0,11621.0,73085.5,0.3964008345890808
LSM10.rescaled,10495.0,5268.5,5267.5,11279.5,8980.0,11314.0,10586.0,9900.0,73090.5,0.3963594363211843
CPD.rescaled,5315.5,5268.5,5267.5,5315.5,12641.0,12915.0,13326.0,13042.0,73091.0,0.3963552964943947
ADH4.rescaled,5315.5,5268.5,5267.5,5315.5,12378.0,13301.0,12967.0,13278.0,73091.0,0.3963552964943947
PABPC4.rescaled,5315.5,5268.5,10433.5,371.0,13900.0,11564.0,13227.0,13012.0,73091.5,0.396351156667605
PTPRK.rescaled,5315.5,5268.5,5267.5,5315.5,13037.0,12836.0,13076.0,12989.0,73105.0,0.3962393813442846
C6orf47.rescaled,10495.0,5268.5,5267.5,5315.5,11896.0,8889.0,12676.0,13310.0,73117.5,0.3961358856745434
COL4A5.rescaled,5315.5,10450.5,524.5,550.0,14278.0,14300.0,14016.0,13691.0,73125.5,0.396069648445909
CEBPE.rescaled,11311.0,5268.5,11275.5,11804.5,6076.0,9075.0,8927.0,9391.0,73128.5,0.3960448094851712
TUBGCP4.rescaled,10495.0,5268.5,10433.5,11804.5,7577.0,11149.0,9075.0,7329.0,73131.5,0.3960199705244333
POLR3A.rescaled,5315.5,5268.5,5267.5,5315.5,12943.0,13389.0,13016.0,12659.0,73174.0,0.3956680852473132
GRIK5.rescaled,5315.5,5268.5,5267.5,5315.5,13015.0,13797.0,13040.0,12163.0,73182.0,0.3956018480186789
TUBA3D.rescaled,93.0,10450.5,354.5,11804.5,13055.0,11121.0,13323.0,12986.0,73187.5,0.3955563099239928
FGF7.rescaled,5315.5,5268.5,5267.5,5315.5,13030.0,12819.0,12975.0,13201.0,73192.0,0.3955190514828859
SFRP2.rescaled,5315.5,5268.5,5267.5,5315.5,12809.0,12976.0,13249.0,12996.0,73197.0,0.3954776532149895
ANKRD1.rescaled,14228.0,12710.0,13865.5,13989.0,6367.0,4187.0,3953.0,3899.0,73198.5,0.3954652337346205
SIX2.rescaled,12161.0,12458.0,11785.5,13093.5,5815.0,8071.0,5542.0,4277.0,73203.0,0.3954279752935137
SCN2A.rescaled,5315.5,5268.5,5267.5,5315.5,13244.0,13222.0,12256.0,13325.0,73214.0,0.3953368991041415
SARNP.rescaled,5315.5,10450.5,10433.5,10462.0,7908.0,9033.0,10371.0,9246.0,73219.5,0.3952913610094554
COL12A1.rescaled,5315.5,5268.5,5267.5,5315.5,13017.0,12682.0,13482.0,12874.0,73222.0,0.3952706618755071
WNT7A.rescaled,5315.5,5268.5,5267.5,5315.5,13058.0,12941.0,13054.0,13006.0,73226.0,0.39523754326119
WWC3.rescaled,14430.0,14924.5,14223.5,14649.0,4485.0,3123.0,3701.0,3692.0,73228.0,0.3952209839540314
SCN1B.rescaled,12708.5,12168.0,13600.5,13093.5,6783.0,3653.0,3900.0,7325.0,73231.5,0.3951920051665039
DPYSL2.rescaled,540.0,5268.5,5267.5,5315.5,14378.0,14198.0,14125.0,14150.0,73242.5,0.3951009289771315
DCAF8.rescaled,13868.0,13115.5,12701.5,13454.0,3011.0,6766.0,7528.0,2801.0,73245.0,0.3950802298431833
DHRS4.rescaled,5315.5,11811.0,10433.5,11279.5,9483.0,7502.0,8451.0,8974.0,73249.5,0.3950429714020765
TTC33.rescaled,5315.5,5268.5,5267.5,5315.5,13268.0,13079.0,12661.0,13075.0,73250.0,0.3950388315752868
CRYZL1.rescaled,11311.0,5268.5,5267.5,5315.5,12108.0,10730.0,10695.0,12557.0,73252.5,0.3950181324413386
MRPL10.rescaled,11311.0,5268.5,10433.5,5315.5,9440.0,10535.0,10322.0,10631.0,73256.5,0.3949850138270214
BRDT.rescaled,5315.5,5268.5,5267.5,5315.5,12972.0,12090.0,12958.0,14076.0,73263.0,0.394931196078756
POMC.rescaled,10495.0,5268.5,11785.5,11804.5,6594.0,10248.0,10250.0,6819.0,73264.5,0.3949187765983871
LTBP4.rescaled,5315.5,5268.5,5267.5,5315.5,12691.0,12865.0,13053.0,13490.0,73266.0,0.3949063571180181
TRIB3.rescaled,13120.5,13288.5,13129.0,12691.5,6719.0,5785.0,3501.0,5038.0,73272.5,0.3948525393697527
FLOT2.rescaled,5315.5,5268.5,5267.5,5315.5,13023.0,12760.0,13243.0,13081.0,73274.0,0.3948401198893838
LCNL1.rescaled,5315.5,5268.5,5267.5,5315.5,12967.0,13207.0,12699.0,13243.0,73283.0,0.3947656030071702
EID2B.rescaled,12708.5,12928.0,12155.5,13093.5,10220.0,6331.0,3722.0,2127.0,73285.5,0.3947449038732219
TMEM104.rescaled,5315.5,10450.5,5267.5,5315.5,12195.0,12038.0,11550.0,11155.0,73287.0,0.394732484392853
ARHGEF37.rescaled,10495.0,5268.5,10433.5,5315.5,11035.0,10224.0,10143.0,10384.0,73298.5,0.3946372683766911
TTC9C.rescaled,14228.0,14561.0,13998.0,14649.0,2397.0,6944.0,2263.0,4259.0,73299.0,0.3946331285499015
FAM193B.rescaled,5315.5,5268.5,5267.5,5315.5,12749.0,13085.0,13508.0,12799.0,73308.0,0.3945586116676878
METTL16.rescaled,5315.5,5268.5,5267.5,5315.5,12976.0,12981.0,12936.0,13249.0,73309.0,0.3945503320141085
EFNA5.rescaled,5315.5,5268.5,5267.5,5315.5,12986.0,12974.0,13023.0,13159.0,73309.0,0.3945503320141085
NTAN1.rescaled,5315.5,5268.5,5267.5,5315.5,13171.0,13113.0,12988.0,12871.0,73310.0,0.3945420523605292
MME.rescaled,5315.5,5268.5,5267.5,550.0,14530.0,13901.0,14459.0,14026.0,73317.5,0.3944799549586845
MID1.rescaled,5315.5,5268.5,5267.5,5315.5,12898.0,13449.0,12835.0,12969.0,73318.0,0.3944758151318949
ABHD4.rescaled,5315.5,5268.5,5267.5,5315.5,13087.0,13080.0,13081.0,12910.0,73325.0,0.3944178575568398
IAH1.rescaled,12922.5,11811.0,12701.5,11279.5,6182.0,6625.0,5725.0,6079.0,73325.5,0.3944137177300502
WDR44.rescaled,5315.5,5268.5,5267.5,10462.0,12289.0,12440.0,10744.0,11540.0,73326.5,0.3944054380764709
GOLGA6L1.rescaled,5315.5,5268.5,5267.5,5315.5,13158.0,12961.0,12997.0,13053.0,73336.0,0.3943267813674675
DENND4B.rescaled,14116.5,12458.0,12155.5,12691.5,8677.0,4622.0,3995.0,4626.0,73341.5,0.3942812432727814
PRPS1.rescaled,5315.5,5268.5,10433.5,5315.5,11744.0,12136.0,12109.0,11021.0,73343.0,0.3942688237924125
WDR18.rescaled,5315.5,5268.5,5267.5,5315.5,12916.0,12676.0,13281.0,13303.0,73343.0,0.3942688237924125
CAMK2D.rescaled,5315.5,10450.5,10433.5,550.0,12149.0,11504.0,9976.0,12981.0,73359.5,0.3941322095083541
PDCD6.rescaled,10495.0,12168.0,11785.5,12172.0,4966.0,5340.0,9737.0,6706.0,73369.5,0.3940494129725612
TAF10.rescaled,5315.5,5268.5,5267.5,5315.5,12844.0,13197.0,12894.0,13270.0,73372.0,0.394028713838613
GAR1.rescaled,10495.0,5268.5,5267.5,5315.5,11663.0,12167.0,11211.0,12001.0,73388.5,0.3938920995545546
DPYD.rescaled,5315.5,5268.5,5267.5,5315.5,12645.0,13545.0,13075.0,12984.0,73416.0,0.3936644090811241
ZSWIM7.rescaled,5315.5,5268.5,5267.5,5315.5,13075.0,13120.0,12891.0,13169.0,73422.0,0.3936147311596483
PPP1R14C.rescaled,5315.5,5268.5,5267.5,5315.5,13841.0,11906.0,12768.0,13748.0,73430.0,0.3935484939310139
MAPKBP1.rescaled,14644.5,14760.0,14651.0,14538.5,3743.0,4742.0,2351.0,4005.0,73435.0,0.3935070956631175
PLEKHJ1.rescaled,5315.5,5268.5,5267.5,5315.5,12634.0,13378.0,13377.0,12882.0,73438.0,0.3934822567023796
ZNF99.rescaled,13731.5,13748.0,13729.5,14418.0,2612.0,9294.0,2413.0,3495.0,73441.0,0.3934574177416416
CHRNA3.rescaled,12161.0,11316.5,5267.5,12172.0,10360.0,6974.0,8533.0,6660.0,73444.0,0.3934325787809037
WSCD2.rescaled,540.0,5268.5,5267.5,5315.5,14150.0,14536.0,13941.0,14432.0,73450.5,0.3933787610326383
LRFN2.rescaled,14538.0,14665.0,14223.5,15096.5,8091.0,2268.0,2390.0,2179.0,73451.0,0.3933746212058487
CUL5.rescaled,13120.5,12710.0,13129.0,12691.5,3169.0,6977.0,7288.0,4368.0,73453.0,0.3933580618986901
NBAS.rescaled,5315.5,5268.5,5267.5,5315.5,13057.0,12938.0,12749.0,13559.0,73470.0,0.3932173077878421
TSSK6.rescaled,5315.5,5268.5,10433.5,10462.0,10138.0,10599.0,10862.0,10394.0,73472.5,0.3931966086538939
SGTB.rescaled,5315.5,10450.5,10433.5,5315.5,10934.0,9772.0,10754.0,10509.0,73484.0,0.393101392637732
HESX1.rescaled,12161.0,10450.5,12155.5,12455.5,6730.0,6599.0,9273.0,3660.0,73484.5,0.3930972528109424
NAA15.rescaled,5315.5,5268.5,5267.5,5315.5,13292.0,12800.0,12598.0,13629.0,73486.0,0.3930848333305734
ARRDC5.rescaled,5315.5,5268.5,5267.5,5315.5,13680.0,13762.0,12804.0,12074.0,73487.0,0.3930765536769941
ICAM5.rescaled,5315.5,5268.5,5267.5,5315.5,13089.0,13290.0,13502.0,12443.0,73491.0,0.393043435062677
AARSD1.rescaled,5315.5,5268.5,5267.5,5315.5,13066.0,13016.0,13530.0,12714.0,73493.0,0.3930268757555184
RABL2A.rescaled,14943.0,14844.5,14547.0,14538.5,2309.0,1661.0,6964.0,3687.0,73494.0,0.3930185961019391
COL1A2.rescaled,5315.5,5268.5,5267.5,5315.5,12889.0,13081.0,13388.0,12974.0,73499.0,0.3929771978340426
TECPR2.rescaled,13120.5,12710.0,12701.5,12903.5,4173.0,4636.0,6844.0,6420.0,73508.5,0.3928985411250393
SLC13A4.rescaled,5315.5,5268.5,5267.5,5315.5,13553.0,13392.0,12440.0,12958.0,73510.0,0.3928861216446704
SUZ12.rescaled,5315.5,10450.5,5267.5,5315.5,11769.0,11676.0,12223.0,11495.0,73512.0,0.3928695623375118
PRKD1.rescaled,5315.5,5268.5,5267.5,5315.5,12894.0,13185.0,12989.0,13281.0,73516.0,0.3928364437231946
MAFA.rescaled,5315.5,5268.5,5267.5,5315.5,12866.0,11359.0,14053.0,14071.0,73516.0,0.3928364437231946
ECT2L.rescaled,5315.5,5268.5,5267.5,5315.5,13094.0,13142.0,13150.0,12965.0,73518.0,0.392819884416036
CCNC.rescaled,5315.5,5268.5,5267.5,5315.5,12765.0,13225.0,13110.0,13257.0,73524.0,0.3927702064945603
DDX42.rescaled,10495.0,5268.5,5267.5,10462.0,11772.0,10540.0,10412.0,9307.0,73524.0,0.3927702064945603
TFDP3.rescaled,5315.5,5268.5,5267.5,5315.5,14168.0,13464.0,10301.0,14428.0,73528.0,0.3927370878802431
SULT2A1.rescaled,5315.5,5268.5,5267.5,5315.5,13235.0,12978.0,13022.0,13130.0,73532.0,0.3927039692659259
TNFRSF13B.rescaled,12708.5,12458.0,13129.0,11279.5,5523.0,6719.0,7748.0,3972.0,73537.0,0.3926625709980295
KLHL17.rescaled,5315.5,5268.5,5267.5,5315.5,12854.0,13791.0,13133.0,12593.0,73538.0,0.3926542913444502
VRK3.rescaled,11311.0,5268.5,5267.5,10462.0,9671.0,10385.0,11641.0,9546.0,73552.0,0.39253837619434
NEDD9.rescaled,10495.0,11316.5,5267.5,5315.5,10654.0,10922.0,8962.0,10625.0,73557.5,0.3924928380996539
SDHAF1.rescaled,12456.0,12710.0,12935.0,13093.5,5111.0,4732.0,6015.0,6508.0,73560.5,0.392467999138916
MAP1A.rescaled,5315.5,5268.5,5267.5,5315.5,13562.0,13341.0,13366.0,12138.0,73574.0,0.3923562238155955
JAG2.rescaled,11311.0,10450.5,10433.5,10462.0,5481.0,10697.0,6126.0,8616.0,73577.0,0.3923313848548576
RERGL.rescaled,5315.5,5268.5,5267.5,5315.5,13006.0,13242.0,13162.0,13003.0,73580.0,0.3923065458941198
FERMT1.rescaled,5315.5,5268.5,5267.5,5315.5,12899.0,13333.0,12885.0,13301.0,73585.0,0.3922651476262233
POTEH.rescaled,10495.0,13455.0,12935.0,13093.5,5962.0,5328.0,8411.0,3906.0,73585.5,0.3922610077994336
ANKHD1.rescaled,5315.5,5268.5,5267.5,5315.5,13223.0,13521.0,12863.0,12817.0,73591.0,0.3922154697047475
UBE2G2.rescaled,5315.5,5268.5,5267.5,10462.0,12375.0,11572.0,11578.0,11761.0,73599.5,0.3921450926493235
ADAP1.rescaled,5315.5,5268.5,5267.5,5315.5,13254.0,12534.0,13364.0,13282.0,73601.0,0.3921326731689546
SLC25A5.rescaled,13997.0,14004.5,13998.0,14099.0,11661.0,2384.0,1804.0,1673.0,73620.5,0.3919712199241584
C1orf194.rescaled,5315.5,5268.5,5267.5,5315.5,13111.0,12886.0,12892.0,13568.0,73624.0,0.3919422411366309
QRICH2.rescaled,13299.0,13455.0,13129.0,12455.5,3489.0,4885.0,6089.0,6823.0,73624.5,0.3919381013098412
TMEM200A.rescaled,10495.0,10450.5,5267.5,5315.5,10317.0,10645.0,10442.0,10694.0,73626.5,0.3919215420026826
PPM1E.rescaled,10495.0,11811.0,12442.0,11804.5,5862.0,6792.0,7002.0,7419.0,73627.5,0.3919132623491033
PDGFRL.rescaled,14836.0,14348.5,14547.0,14949.5,2994.0,4067.0,3799.0,4101.0,73642.0,0.3917932073722036
C6orf136.rescaled,5315.5,5268.5,5267.5,5315.5,12785.0,13327.0,13425.0,12946.0,73650.0,0.3917269701435691
OTC.rescaled,5315.5,5268.5,5267.5,5315.5,13220.0,13090.0,13103.0,13071.0,73651.0,0.3917186904899898
MAFB.rescaled,5315.5,5268.5,10433.5,5315.5,12291.0,12972.0,9116.0,12941.0,73653.0,0.3917021311828312
P2RX1.rescaled,5315.5,11316.5,10433.5,12172.0,9603.0,8930.0,7444.0,8440.0,73654.5,0.3916897117024623
PPP3CC.rescaled,10495.0,5268.5,5267.5,10462.0,9755.0,11629.0,9847.0,10932.0,73656.0,0.3916772922220934
TMEM167B.rescaled,5315.5,10450.5,11785.5,11804.5,6674.0,10002.0,11937.0,5695.0,73664.0,0.391611054993459
FGF1.rescaled,5315.5,5268.5,5267.5,5315.5,13346.0,13063.0,13139.0,12955.0,73670.0,0.3915613770719833
NPC1L1.rescaled,5315.5,5268.5,5267.5,5315.5,13245.0,13445.0,12689.0,13134.0,73680.0,0.3914785805361903
PHTF2.rescaled,5315.5,5268.5,5267.5,5315.5,13398.0,12904.0,13225.0,12992.0,73686.0,0.3914289026147146
UQCRB.rescaled,14836.0,14924.5,14849.0,14751.0,5485.0,1703.0,4606.0,2532.0,73686.5,0.3914247627879249
STX18.rescaled,5315.5,5268.5,5267.5,5315.5,13149.0,12556.0,13646.0,13177.0,73695.0,0.3913543857325009
PCYT2.rescaled,5315.5,5268.5,5267.5,550.0,14362.0,14404.0,14317.0,14211.0,73695.5,0.3913502459057113
NGRN.rescaled,10495.0,10450.5,10433.5,5315.5,8105.0,10442.0,7920.0,10536.0,73697.5,0.3913336865985527
CAP2.rescaled,5315.5,5268.5,5267.5,5315.5,12913.0,12954.0,13319.0,13346.0,73699.0,0.3913212671181838
TTC1.rescaled,5315.5,5268.5,10433.5,5315.5,13355.0,12670.0,9888.0,11462.0,73708.0,0.3912467502359701
PEBP4.rescaled,5315.5,5268.5,5267.5,5315.5,12705.0,12801.0,13807.0,13232.0,73712.0,0.3912136316216529
NPHP4.rescaled,5315.5,10450.5,11275.5,5315.5,9236.0,10969.0,10028.0,11124.0,73714.0,0.3911970723144944
ACAD11.rescaled,5315.5,5268.5,5267.5,10462.0,12443.0,12099.0,11577.0,11282.0,73714.5,0.3911929324877047
CXCR3.rescaled,14644.5,14348.5,14651.0,14538.5,4064.0,2853.0,4266.0,4370.0,73735.5,0.3910190597625396
RAB31.rescaled,5315.5,10450.5,5267.5,10462.0,10055.0,10803.0,10900.0,10483.0,73736.5,0.3910107801089603
CTNS.rescaled,5315.5,5268.5,5267.5,5315.5,13283.0,13626.0,12889.0,12773.0,73738.0,0.3909983606285913
NAP1L3.rescaled,5315.5,5268.5,5267.5,5315.5,13110.0,12962.0,13168.0,13333.0,73740.0,0.3909818013214327
SYT15.rescaled,5315.5,5268.5,5267.5,5315.5,12901.0,13187.0,13179.0,13311.0,73745.0,0.3909404030535363
RHBDL1.rescaled,13299.0,12168.0,10433.5,12903.5,6554.0,3658.0,7749.0,6983.0,73748.0,0.3909155640927984
PGM1.rescaled,11311.0,12458.0,12155.5,12691.5,6897.0,6598.0,6155.0,5488.0,73754.0,0.3908658861713225
ARMCX2.rescaled,5315.5,5268.5,5267.5,5315.5,13502.0,12860.0,13134.0,13093.0,73756.0,0.3908493268641639
FUT6.rescaled,5315.5,5268.5,5267.5,5315.5,13190.0,13523.0,13244.0,12641.0,73765.0,0.3907748099819503
TBC1D20.rescaled,10495.0,12168.0,11275.5,11279.5,6626.0,4002.0,8432.0,9493.0,73771.0,0.3907251320604745
MARK1.rescaled,5315.5,5268.5,5267.5,5315.5,13276.0,13270.0,13284.0,12781.0,73778.0,0.3906671744854195
HMX1.rescaled,5315.5,5268.5,5267.5,5315.5,13323.0,13300.0,13098.0,12897.0,73785.0,0.3906092169103644
RPL41.rescaled,5315.5,5268.5,5267.5,5315.5,12545.0,13561.0,13204.0,13318.0,73795.0,0.3905264203745715
PEX3.rescaled,5315.5,5268.5,5267.5,5315.5,12947.0,13118.0,13148.0,13427.0,73807.0,0.39042706453162
HNRNPCL1.rescaled,12161.0,12710.0,5267.5,12903.5,9687.0,5577.0,12458.0,3056.0,73820.0,0.3903194290350892
POFUT2.rescaled,10495.0,12168.0,11275.5,10462.0,8473.0,8055.0,6154.0,6738.0,73820.5,0.3903152892082995
SLC39A3.rescaled,5315.5,5268.5,11275.5,5315.5,11839.0,12466.0,10963.0,11380.0,73823.0,0.3902945900743513
TLCD2.rescaled,5315.5,10450.5,10433.5,10462.0,11644.0,8249.0,8226.0,9055.0,73835.5,0.3901910944046101
RFWD3.rescaled,5315.5,5268.5,5267.5,5315.5,13125.0,13186.0,12709.0,13651.0,73838.0,0.3901703952706619
RPL13.rescaled,5315.5,5268.5,5267.5,5315.5,13236.0,13179.0,13143.0,13120.0,73845.0,0.3901124376956068
MSLN.rescaled,5315.5,5268.5,5267.5,5315.5,13546.0,13570.0,12811.0,12752.0,73846.0,0.3901041580420274
GRPEL1.rescaled,11804.0,11316.5,10433.5,11279.5,7643.0,6778.0,7799.0,6802.0,73855.5,0.3900255013330242
NT5C1B.rescaled,5315.5,5268.5,5267.5,5315.5,12055.0,13382.0,13295.0,13957.0,73856.0,0.3900213615062345
MARVELD2.rescaled,5315.5,11811.0,5267.5,11804.5,11444.0,9304.0,10411.0,8511.0,73868.5,0.3899178658364933
ARHGAP20.rescaled,14116.5,13881.0,13998.0,14312.0,4373.0,5447.0,3904.0,3837.0,73868.5,0.3899178658364933
PRMT7.rescaled,5315.5,5268.5,5267.5,5315.5,13100.0,13374.0,12904.0,13324.0,73869.0,0.3899137260097037
PHF1.rescaled,5315.5,5268.5,5267.5,5315.5,12835.0,13416.0,14062.0,12394.0,73874.0,0.3898723277418072
ICOSLG.rescaled,11311.0,12928.0,11275.5,13093.5,5341.0,6060.0,7860.0,6009.0,73878.0,0.3898392091274901
FGL1.rescaled,14836.0,14561.0,14944.0,14538.5,2866.0,4277.0,1908.0,5949.0,73879.5,0.3898267896471211
TTC30B.rescaled,12161.0,11316.5,12155.5,12455.5,6908.0,6210.0,7621.0,5063.0,73890.5,0.3897357134577489
FAM32A.rescaled,5315.5,5268.5,5267.5,5315.5,12828.0,13463.0,13267.0,13166.0,73891.0,0.3897315736309592
GPI.rescaled,12161.0,12710.0,12701.5,12455.5,5273.0,5590.0,5800.0,7205.0,73896.0,0.3896901753630628
CDK3.rescaled,11804.0,11811.0,10433.5,10462.0,6863.0,7436.0,7481.0,7611.0,73901.5,0.3896446372683767
PREB.rescaled,5315.5,5268.5,5267.5,5315.5,12961.0,13467.0,13523.0,12784.0,73902.0,0.389640497441587
SULT1A2.rescaled,12456.0,13115.5,12701.5,12455.5,2831.0,7335.0,4995.0,8014.0,73903.5,0.3896280779612181
TTC32.rescaled,13868.0,13609.5,14329.0,14210.5,5053.0,4309.0,5102.0,3429.0,73910.0,0.3895742602129527
FRRS1.rescaled,5315.5,5268.5,5267.5,5315.5,13072.0,13340.0,12985.0,13351.0,73915.0,0.3895328619450562
CMKLR1.rescaled,5315.5,5268.5,5267.5,10462.0,12247.0,13082.0,11535.0,10747.0,73924.5,0.3894542052360529
CLEC2D.rescaled,5315.5,5268.5,5267.5,5315.5,13390.0,12927.0,13335.0,13106.0,73925.0,0.3894500654092633
SLC39A8.rescaled,11311.0,5268.5,5267.5,5315.5,12130.0,11989.0,11774.0,10870.0,73925.5,0.3894459255824736
RGN.rescaled,13997.0,14122.0,13865.5,13989.0,2475.0,1880.0,4151.0,9450.0,73929.5,0.3894128069681565
CRB2.rescaled,5315.5,5268.5,5267.5,5315.5,13544.0,13424.0,13180.0,12615.0,73930.0,0.3894086671413668
TPD52L1.rescaled,5315.5,5268.5,5267.5,5315.5,13279.0,12913.0,13370.0,13205.0,73934.0,0.3893755485270496
COL23A1.rescaled,5315.5,5268.5,5267.5,5315.5,13803.0,13975.0,12914.0,12079.0,73938.0,0.3893424299127325
SYT16.rescaled,11311.0,11316.5,11785.5,12455.5,6216.0,4515.0,8808.0,7535.0,73942.5,0.3893051714716256
GTPBP2.rescaled,5315.5,5268.5,5267.5,5315.5,13256.0,12989.0,13357.0,13181.0,73950.0,0.3892430740697808
GFRA2.rescaled,5315.5,5268.5,5267.5,5315.5,13280.0,12951.0,13423.0,13129.0,73950.0,0.3892430740697808
PRKAB2.rescaled,5315.5,5268.5,5267.5,5315.5,12792.0,13035.0,13297.0,13660.0,73951.0,0.3892347944162017
ACADL.rescaled,5315.5,5268.5,5267.5,5315.5,12885.0,13261.0,13527.0,13111.0,73951.0,0.3892347944162017
TMEM140.rescaled,5315.5,5268.5,5267.5,5315.5,13061.0,13337.0,13353.0,13040.0,73958.0,0.3891768368411465
DCLRE1C.rescaled,5315.5,5268.5,5267.5,5315.5,12350.0,13808.0,13578.0,13058.0,73961.0,0.3891519978804086
PKNOX2.rescaled,5315.5,5268.5,5267.5,5315.5,12518.0,13487.0,13381.0,13413.0,73966.0,0.3891105996125122
SLC5A1.rescaled,14116.5,14458.0,14223.5,13989.0,12345.0,1102.0,3061.0,674.0,73969.0,0.3890857606517743
TMEM68.rescaled,5315.5,5268.5,5267.5,5315.5,13175.0,13009.0,13324.0,13295.0,73970.0,0.389077480998195
IFITM5.rescaled,5315.5,10450.5,5267.5,5315.5,11520.0,11111.0,12484.0,12507.0,73971.0,0.3890692013446157
HOXC6.rescaled,5315.5,5268.5,524.5,5315.5,14481.0,14445.0,14429.0,14194.0,73973.0,0.3890526420374571
PSMD10.rescaled,10495.0,11316.5,5267.5,5315.5,11170.0,10834.0,10390.0,9188.0,73976.5,0.3890236632499296
F8.rescaled,5315.5,5268.5,5267.5,5315.5,13548.0,12570.0,13160.0,13536.0,73981.0,0.3889864048088228
STX1B.rescaled,15028.0,15007.5,15033.0,14854.5,5063.0,4212.0,1640.0,3145.0,73983.0,0.3889698455016642
KDM5A.rescaled,5315.5,5268.5,10433.5,5315.5,11284.0,12388.0,12537.0,11442.0,73984.0,0.3889615658480849
ZNF552.rescaled,10495.0,10450.5,5267.5,5315.5,11258.0,10317.0,10756.0,10133.0,73992.5,0.3888911887926609
NUP88.rescaled,5315.5,5268.5,5267.5,5315.5,13580.0,13418.0,12639.0,13191.0,73995.0,0.3888704896587126
ZC3HC1.rescaled,5315.5,5268.5,11275.5,10462.0,10007.0,11365.0,11075.0,9230.0,73998.5,0.3888415108711851
BCKDHA.rescaled,14644.5,14561.0,14329.0,14418.0,2867.0,5515.0,4172.0,3497.0,74003.5,0.3888001126032887
ABHD8.rescaled,5315.5,5268.5,5267.5,5315.5,13264.0,13053.0,13032.0,13499.0,74015.0,0.3887048965871268
MORC4.rescaled,10495.0,5268.5,5267.5,5315.5,11173.0,12033.0,11849.0,12630.0,74031.5,0.3885682823030684
DIRAS2.rescaled,5315.5,5268.5,5267.5,5315.5,13352.0,13278.0,13606.0,12629.0,74032.0,0.3885641424762788
SRMS.rescaled,13299.0,13115.5,13293.0,13454.0,4446.0,5562.0,5575.0,5288.0,74032.5,0.3885600026494892
LYG1.rescaled,12922.5,13288.5,13450.5,11279.5,4301.0,7621.0,3217.0,7959.0,74039.0,0.3885061849012237
TRIM17.rescaled,5315.5,5268.5,5267.5,5315.5,12979.0,12634.0,13718.0,13542.0,74040.0,0.3884979052476445
RPS19.rescaled,5315.5,5268.5,5267.5,5315.5,12762.0,13159.0,13864.0,13089.0,74041.0,0.3884896255940652
GALNT1.rescaled,5315.5,5268.5,5267.5,5315.5,13659.0,13288.0,13183.0,12747.0,74044.0,0.3884647866333273
PEAR1.rescaled,5315.5,5268.5,5267.5,5315.5,12824.0,13624.0,13073.0,13360.0,74048.0,0.3884316680190101
SPNS2.rescaled,12456.0,12458.0,12935.0,12691.5,4592.0,7129.0,6138.0,5652.0,74051.5,0.3884026892314826
LIMD2.rescaled,14538.0,13881.0,13293.0,14210.5,4272.0,3208.0,4942.0,5715.0,74059.5,0.3883364520028481
SCAPER.rescaled,5315.5,10450.5,5267.5,5315.5,11864.0,12271.0,11610.0,11970.0,74064.0,0.3882991935617413
SEMA3C.rescaled,5315.5,5268.5,5267.5,5315.5,13724.0,13152.0,12411.0,13620.0,74074.0,0.3882163970259484
ETV2.rescaled,11311.0,12710.0,12442.0,11804.5,5300.0,6470.0,7361.0,6678.0,74076.5,0.3881956978920001
RPS5.rescaled,5315.5,5268.5,5267.5,5315.5,13431.0,12820.0,13170.0,13497.0,74085.0,0.3881253208365762
PCGF6.rescaled,5315.5,5268.5,10433.5,5315.5,12592.0,10961.0,11967.0,12232.0,74085.0,0.3881253208365762
ACSF2.rescaled,5315.5,10450.5,5267.5,10462.0,6472.0,11684.0,13355.0,11079.0,74085.5,0.3881211810097865
TMEM237.rescaled,5315.5,5268.5,5267.5,5315.5,13093.0,13244.0,13385.0,13204.0,74093.0,0.3880590836079418
