,accuracy_diff_4.pkl,accuracy_diff_5.pkl,accuracy_diff_1.pkl,accuracy_diff_2.pkl,accuracy_diff_3.pkl,r2_diff_2.pkl,r2_diff_3.pkl,r2_diff_1.pkl,r2_diff_4.pkl,r2_diff_5.pkl,rank_total,rank_fin
NEK11.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,7974.0,8740.0,7841.0,9342.0,8948.0,82268.5,0.4564612917624109
ZNF778.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,5480.0,9099.0,11295.0,6165.0,10809.0,82271.5,0.45644145410061
CNTN2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,7388.0,9955.0,8391.0,9261.0,7856.0,82274.5,0.4564216164388091
USP21.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8626.0,8219.0,8829.0,8161.0,9020.0,82278.5,0.4563951662230745
NOD2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,6788.0,9079.0,9066.0,9233.0,8695.0,82284.5,0.4563554908994727
HSPB8.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9708.0,10936.0,9147.0,8150.0,4923.0,82287.5,0.4563356532376716
PHF23.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8574.0,8412.0,8547.0,8857.0,8474.0,82287.5,0.4563356532376716
MDH1.rescaled,7885.0,7884.0,7886.5,550.5,537.0,13266.0,10818.0,11523.0,14177.0,7765.0,82292.0,0.4563058967449703
GABRE.rescaled,320.0,444.5,363.0,348.0,15124.5,14727.0,13607.0,14385.0,12421.0,10557.0,82297.0,0.4562728339753021
TRO.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,4466.0,11500.0,9698.0,8299.0,8914.0,82300.5,0.4562496900365343
SNX22.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,5295.0,10681.0,11177.0,10907.0,4822.0,82305.5,0.4562166272668662
ERMN.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,6455.0,9075.0,8934.0,9556.0,8865.0,82308.5,0.4561967896050652
CBR4.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8141.0,8491.0,8180.0,8795.0,9281.0,82311.5,0.4561769519432642
PDE6A.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8407.0,8547.0,8817.0,8695.0,8428.0,82317.5,0.4561372766196624
TNFRSF17.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,5566.0,9377.0,8987.0,10138.0,8826.0,82317.5,0.4561372766196624
KCNK10.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8734.0,8614.0,8629.0,8606.0,8328.0,82334.5,0.4560248632027904
MSC.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8765.0,7434.0,11563.0,3900.0,11250.0,82335.5,0.4560182506488568
GOLPH3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8875.0,8813.0,8521.0,8503.0,8210.0,82345.5,0.4559521251095204
SETD7.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9016.0,8507.0,8478.0,7958.0,8965.0,82347.5,0.4559389000016531
DNAJC5.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8968.0,7526.0,9707.0,8829.0,7895.0,82348.5,0.4559322874477195
ZNF148.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8625.0,8761.0,8456.0,8578.0,8525.0,82368.5,0.4558000363690466
GPR143.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8913.0,9033.0,9452.0,7372.0,8180.0,82373.5,0.4557669735993784
HAO2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9647.0,9349.0,4678.0,10594.0,8682.0,82373.5,0.4557669735993784
POU4F3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8546.0,8439.0,8598.0,8828.0,8540.0,82374.5,0.4557603610454448
DAP3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8337.0,10538.0,8386.0,7379.0,8314.0,82377.5,0.4557405233836439
PLEKHG4B.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8551.0,8494.0,8582.0,8690.0,8641.0,82381.5,0.4557140731679092
ABI2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,7943.0,9188.0,8620.0,8422.0,8787.0,82383.5,0.4557008480600419
TIMM23.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8452.0,9409.0,7739.0,7506.0,9864.0,82393.5,0.4556347225207056
SEC22B.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8957.0,8407.0,8480.0,8643.0,8486.0,82396.5,0.4556148848589046
FUBP3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9043.0,8325.0,8056.0,8612.0,8940.0,82399.5,0.4555950471971037
CPSF2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,7784.0,8891.0,8707.0,9089.0,8515.0,82409.5,0.4555289216577672
ZNF146.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8441.0,8723.0,8663.0,8417.0,8743.0,82410.5,0.4555223091038336
TUBA4A.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8081.0,8866.0,8341.0,9690.0,8011.0,82412.5,0.4555090839959663
EPGN.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8217.0,8797.0,7611.0,9839.0,8526.0,82413.5,0.4555024714420327
CELF2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,5942.0,9843.0,8631.0,9313.0,9268.0,82420.5,0.4554561835644972
CCAR1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8827.0,8734.0,8931.0,7749.0,8760.0,82424.5,0.4554297333487626
FUT5.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9233.0,8823.0,9034.0,7292.0,8622.0,82427.5,0.4554098956869616
C16orf89.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,4609.0,9880.0,10652.0,7429.0,10435.0,82428.5,0.455403283133028
VWC2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,10347.0,9652.0,6623.0,10632.0,5754.0,82431.5,0.4553834454712271
CLEC1B.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8630.0,7759.0,9547.0,8128.0,8946.0,82433.5,0.4553702203633598
SNAI1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9454.0,7231.0,8417.0,8523.0,9389.0,82437.5,0.4553437701476253
OXNAD1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9120.0,4921.0,9599.0,8670.0,10718.0,82451.5,0.4552511943925542
MPP1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,7870.0,8757.0,8356.0,8542.0,9512.0,82460.5,0.4551916814071515
NETO2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9475.0,9175.0,10339.0,7276.0,6774.0,82462.5,0.4551784562992842
GPIHBP1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8582.0,8495.0,9585.0,8254.0,8134.0,82473.5,0.4551057182060141
B4GALT5.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8722.0,8428.0,8307.0,8815.0,8782.0,82477.5,0.4550792679902795
CEP41.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,7154.0,7122.0,9810.0,10903.0,8078.0,82490.5,0.4549933047891422
HEY1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9125.0,8728.0,9324.0,6639.0,9260.0,82499.5,0.4549337918037394
SLA2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9643.0,8440.0,8887.0,8628.0,7478.0,82499.5,0.4549337918037394
ST3GAL6.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9792.0,5478.0,7666.0,9719.0,10421.0,82499.5,0.4549337918037394
CLUL1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8813.0,8504.0,8650.0,8245.0,8868.0,82503.5,0.4549073415880048
B3GNT7.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,6311.0,9574.0,9204.0,8129.0,9862.0,82503.5,0.4549073415880048
RASEF.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,6763.0,10859.0,10054.0,5841.0,9566.0,82506.5,0.4548875039262039
PSMC2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8675.0,9347.0,8788.0,8473.0,7803.0,82509.5,0.454867666264403
TIAM2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,7657.0,9567.0,10533.0,5899.0,9437.0,82516.5,0.4548213783868674
MFSD1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9501.0,6507.0,8562.0,9374.0,9153.0,82520.5,0.4547949281711329
PSMA4.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9840.0,7925.0,7769.0,9190.0,8374.0,82521.5,0.4547883156171992
ATF6B.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8559.0,8639.0,8505.0,8699.0,8704.0,82529.5,0.4547354151857301
MUCL1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8853.0,8580.0,8207.0,9032.0,8441.0,82536.5,0.4546891273081946
DOC2B.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,11965.0,5004.0,12481.0,3808.0,9870.0,82551.5,0.45458993899919
CYP2D6.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8492.0,8490.0,8773.0,8856.0,8524.0,82558.5,0.4545436511216545
GALNTL6.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8711.0,8235.0,8738.0,8413.0,9038.0,82558.5,0.4545436511216545
FOXF2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8334.0,8471.0,7960.0,8740.0,9639.0,82567.5,0.4544841381362516
ZNF3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8454.0,6643.0,6320.0,11400.0,10332.0,82572.5,0.4544510753665834
SLC25A17.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8696.0,8508.0,8640.0,8583.0,8726.0,82576.5,0.4544246251508489
ARL2BP.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9145.0,9001.0,6258.0,9264.0,9485.0,82576.5,0.4544246251508489
TOE1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,10003.0,5067.0,9636.0,10200.0,8248.0,82577.5,0.4544180125969153
TUSC1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8394.0,9165.0,8579.0,8770.0,8256.0,82587.5,0.4543518870575788
CD300LB.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9243.0,10835.0,10383.0,9777.0,2928.0,82589.5,0.4543386619497115
SH3BGRL3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9318.0,10528.0,8666.0,5309.0,9348.0,82592.5,0.4543188242879106
PTS.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8654.0,8899.0,8811.0,8460.0,8347.0,82594.5,0.4543055991800433
AP1AR.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9036.0,7829.0,8608.0,9066.0,8638.0,82600.5,0.4542659238564415
MRPS5.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,10732.0,6087.0,11078.0,8639.0,6644.0,82603.5,0.4542460861946406
TCEAL8.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9222.0,8427.0,8566.0,8086.0,8901.0,82625.5,0.4541006100081004
DACT2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8129.0,9070.0,8536.0,8539.0,8941.0,82638.5,0.454014646806963
DYNLL1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,10235.0,5268.0,9893.0,10155.0,7665.0,82639.5,0.4540080342530294
EFCAB2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8451.0,8365.0,8364.0,8825.0,9218.0,82646.5,0.4539617463754939
NSD1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9788.0,9693.0,3696.0,8942.0,11113.0,82655.5,0.453902233390091
EPHX2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,5852.0,9852.0,10575.0,11716.0,5242.0,82660.5,0.4538691706204228
MRPS22.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9949.0,9302.0,7319.0,8396.0,8279.0,82668.5,0.4538162701889537
LRRC28.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8937.0,9815.0,6343.0,9022.0,9130.0,82670.5,0.4538030450810865
ARHGAP25.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9275.0,8526.0,8724.0,8277.0,8473.0,82698.5,0.4536178935709444
CERS3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9741.0,7663.0,8040.0,9541.0,8290.0,82698.5,0.4536178935709444
ACVR1B.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8525.0,9453.0,8215.0,8902.0,8182.0,82700.5,0.4536046684630771
DDX21.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,7615.0,9183.0,9191.0,8595.0,8701.0,82708.5,0.453551768031608
FMN2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8689.0,8767.0,9075.0,8599.0,8158.0,82711.5,0.4535319303698071
FAM13A.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,10294.0,10047.0,6546.0,6329.0,10075.0,82714.5,0.4535120927080062
NXF1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8264.0,8557.0,8808.0,8837.0,8831.0,82720.5,0.4534724173844042
OTOGL.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8304.0,8906.0,8467.0,8876.0,8748.0,82724.5,0.4534459671686697
MRPL27.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8951.0,7256.0,9137.0,8791.0,9169.0,82727.5,0.4534261295068688
CRELD1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8293.0,8664.0,8852.0,10945.0,6558.0,82735.5,0.4533732290753997
PPIL6.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8362.0,8851.0,8572.0,9359.0,8169.0,82736.5,0.453366616521466
IL16.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,7519.0,9217.0,9586.0,8370.0,8627.0,82742.5,0.4533269411978641
PTCHD1.rescaled,546.5,7884.0,407.5,7884.5,7883.5,11855.0,14523.0,12243.0,7526.0,11991.0,82744.0,0.4533170223669637
PHF8.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,7557.0,9986.0,8360.0,7727.0,9695.0,82748.5,0.4532872658742622
TRAPPC3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,6835.0,4577.0,8746.0,11490.0,11677.0,82748.5,0.4532872658742622
STIP1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,7606.0,8755.0,10732.0,8926.0,7313.0,82755.5,0.4532409779967268
NEDD1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8366.0,9047.0,8111.0,8714.0,9096.0,82757.5,0.4532277528888595
FAM111A.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8703.0,7949.0,9194.0,9507.0,7982.0,82758.5,0.4532211403349259
GAS6.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9075.0,2995.0,10032.0,9616.0,11621.0,82762.5,0.4531946901191913
MYLPF.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8446.0,8601.0,8805.0,8758.0,8734.0,82767.5,0.453161627349523
ALDH1A1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8787.0,8694.0,8661.0,8937.0,8269.0,82771.5,0.4531351771337885
DCAF4L1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8065.0,8186.0,9332.0,8972.0,8803.0,82781.5,0.4530690515944521
EIF3A.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8682.0,8611.0,8770.0,8826.0,8469.0,82781.5,0.4530690515944521
DNAJB13.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8643.0,8603.0,8682.0,8656.0,8776.0,82783.5,0.4530558264865848
TGM2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8342.0,8409.0,9230.0,8764.0,8618.0,82786.5,0.4530359888247838
RBM27.rescaled,546.5,546.0,550.0,7884.5,537.0,14617.0,14593.0,14119.0,14789.0,14606.0,82788.0,0.4530260699938834
PTGER3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8330.0,10046.0,4944.0,9012.0,11034.0,82789.5,0.4530161511629829
OTOS.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9881.0,8173.0,9138.0,6607.0,9577.0,82799.5,0.4529500256236465
C17orf58.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9268.0,9791.0,11282.0,4094.0,8947.0,82805.5,0.4529103503000447
SPTSSA.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8793.0,9326.0,8929.0,10409.0,5929.0,82809.5,0.45288390008431
ATAD2B.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,6502.0,11597.0,6318.0,7649.0,11329.0,82818.5,0.4528243870989072
ATF5.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8681.0,8631.0,8844.0,8435.0,8812.0,82826.5,0.4527714866674381
FAM214A.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8095.0,8184.0,8969.0,9252.0,8908.0,82831.5,0.4527384238977699
TMPRSS5.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9095.0,9097.0,8574.0,8174.0,8476.0,82839.5,0.4526855234663007
NR1D1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8067.0,8179.0,9104.0,7919.0,10157.0,82849.5,0.4526193979269644
NDUFA7.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8517.0,8890.0,8664.0,8978.0,8382.0,82854.5,0.452586335157296
PWWP2B.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8737.0,8576.0,8540.0,8727.0,8864.0,82867.5,0.4525003719561588
CLEC18A.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8870.0,8669.0,8593.0,8464.0,8855.0,82874.5,0.4524540840786233
TRIM29.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9164.0,8514.0,8930.0,8371.0,8479.0,82881.5,0.4524077962010877
CCDC158.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8226.0,9614.0,10973.0,9860.0,4791.0,82887.5,0.4523681208774859
GCNT1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,10046.0,6017.0,7883.0,10183.0,9355.0,82907.5,0.452235869798813
CILP2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8284.0,9084.0,8973.0,8112.0,9031.0,82907.5,0.452235869798813
GNAQ.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8611.0,8594.0,8636.0,8805.0,8847.0,82916.5,0.4521763568134103
EAF1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8771.0,8981.0,8378.0,9006.0,8370.0,82929.5,0.4520903936122729
TMEM87B.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9401.0,6542.0,10027.0,9864.0,7674.0,82931.5,0.4520771685044056
CDAN1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8257.0,8717.0,9293.0,8436.0,8814.0,82940.5,0.4520176555190028
CALCR.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,10008.0,9423.0,6141.0,8915.0,9030.0,82940.5,0.4520176555190028
DR1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,7630.0,9184.0,6632.0,10728.0,9347.0,82944.5,0.4519912053032683
CTSG.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8558.0,9877.0,7596.0,8035.0,9459.0,82948.5,0.4519647550875336
SH2D3C.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8832.0,8960.0,8700.0,8674.0,8359.0,82948.5,0.4519647550875336
ARHGEF10.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9183.0,8226.0,8269.0,9856.0,7993.0,82950.5,0.4519515299796663
ARL15.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8767.0,8668.0,8827.0,8716.0,8553.0,82954.5,0.4519250797639318
FIBCD1.rescaled,7885.0,398.5,325.0,403.0,7883.5,13997.0,13902.0,14037.0,12783.0,11341.0,82955.0,0.451921773486965
EFHD1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,7582.0,8401.0,9086.0,9780.0,8684.0,82956.5,0.4519118546560645
AADAT.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,7132.0,10014.0,8656.0,9380.0,8355.0,82960.5,0.45188540444033
CHST15.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8360.0,8875.0,8487.0,9337.0,8484.0,82966.5,0.4518457291167281
AMN.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,4552.0,11237.0,9394.0,9515.0,8853.0,82974.5,0.4517928286852589
RNASEL.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,10633.0,7185.0,9815.0,6182.0,9749.0,82987.5,0.4517068654841216
GRAP2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9919.0,9012.0,8026.0,8746.0,7862.0,82988.5,0.451700252930188
CPSF4.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8593.0,8729.0,9041.0,8492.0,8711.0,82989.5,0.4516936403762543
C1orf189.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9025.0,8096.0,7917.0,9255.0,9273.0,82989.5,0.4516936403762543
EIF4G2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8488.0,8530.0,6516.0,10317.0,9717.0,82991.5,0.451680415268387
CHRM1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9770.0,7173.0,9639.0,8971.0,8021.0,82997.5,0.4516407399447851
MAOA.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8248.0,8101.0,8630.0,9197.0,9404.0,83003.5,0.4516010646211833
RSPH1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9383.0,8426.0,9618.0,9463.0,6691.0,83004.5,0.4515944520672497
CDK9.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,10894.0,9850.0,4644.0,8984.0,9223.0,83018.5,0.4515018763121786
NBPF4.rescaled,546.5,546.0,7886.5,403.0,537.0,14860.0,13437.0,14988.0,14938.0,14880.0,83022.0,0.4514787323734109
FOXP1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,7225.0,9515.0,10824.0,8769.0,7278.0,83034.5,0.4513960754492404
DEK.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9046.0,8469.0,9038.0,8261.0,8806.0,83043.5,0.4513365624638376
FAM124B.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,7908.0,7535.0,9193.0,9691.0,9294.0,83044.5,0.4513299499099039
PIK3R1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,2862.0,11272.0,11300.0,6011.0,12177.0,83045.5,0.4513233373559703
TWF1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8824.0,8554.0,8822.0,8756.0,8674.0,83053.5,0.4512704369245012
MAVS.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9104.0,9263.0,8503.0,8809.0,7955.0,83057.5,0.4512439867087666
ZNF423.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8528.0,8359.0,8441.0,9142.0,9166.0,83059.5,0.4512307616008992
MTMR14.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,10778.0,6146.0,10576.0,5989.0,10147.0,83059.5,0.4512307616008992
FHL3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9466.0,8945.0,8984.0,9331.0,6911.0,83060.5,0.4512241490469656
POU2F1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8661.0,9365.0,7624.0,8399.0,9597.0,83069.5,0.4511646360615629
KLRC2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9512.0,9094.0,8541.0,9236.0,7271.0,83077.5,0.4511117356300937
AOC2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8082.0,8733.0,7846.0,9319.0,9679.0,83082.5,0.4510786728604254
FCRLA.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8172.0,8652.0,8394.0,8509.0,9937.0,83087.5,0.4510456100907573
BCL2L1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8979.0,8563.0,8483.0,8719.0,8925.0,83092.5,0.4510125473210891
PCBP2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,3989.0,8558.0,10634.0,9440.0,11050.0,83094.5,0.4509993222132218
IDO1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9121.0,8957.0,9862.0,6601.0,9136.0,83100.5,0.45095964688962
ATE1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8250.0,9287.0,8771.0,8046.0,9325.0,83102.5,0.4509464217817527
CENPJ.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,6186.0,10222.0,8684.0,10193.0,8395.0,83103.5,0.450939809227819
PARP14.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9302.0,8081.0,8499.0,8587.0,9211.0,83103.5,0.450939809227819
GON4L.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9255.0,9934.0,9206.0,5699.0,9588.0,83105.5,0.4509265841199517
NMT1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9216.0,10131.0,5934.0,10073.0,8330.0,83107.5,0.4509133590120844
TBC1D22B.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8931.0,8585.0,8921.0,8482.0,8769.0,83111.5,0.4508869087963498
ACVRL1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,11289.0,10148.0,5200.0,8381.0,8679.0,83120.5,0.4508273958109471
PIAS3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8620.0,8737.0,8072.0,9528.0,8741.0,83121.5,0.4508207832570134
PTH1R.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8857.0,9028.0,8136.0,9025.0,8653.0,83122.5,0.4508141707030798
USP24.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,7979.0,8481.0,9468.0,9268.0,8504.0,83123.5,0.4508075581491462
VASP.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8619.0,7647.0,9353.0,8903.0,9184.0,83129.5,0.4507678828255442
NDUFB2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8603.0,8962.0,8416.0,9078.0,8657.0,83139.5,0.4507017572862078
RNF144B.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,5592.0,9112.0,8383.0,11086.0,9552.0,83148.5,0.4506422443008051
RPL35.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,7025.0,9742.0,9380.0,9583.0,7999.0,83152.5,0.4506157940850704
CCDC107.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8694.0,8408.0,8679.0,8873.0,9075.0,83152.5,0.4506157940850704
PUM2.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8592.0,8593.0,9029.0,8728.0,8788.0,83153.5,0.4506091815311368
FBXO16.rescaled,7885.0,7884.0,550.0,7884.5,7883.5,9866.0,11313.0,10713.0,9165.0,10020.0,83164.0,0.4505397497148335
BARD1.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8363.0,7153.0,8835.0,7793.0,11598.0,83165.5,0.4505298308839331
ABHD3.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,10682.0,11942.0,3447.0,6312.0,11360.0,83166.5,0.4505232183299995
SDHC.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,8845.0,9512.0,9085.0,6358.0,9951.0,83174.5,0.4504703178985303
COQ7.rescaled,7885.0,7884.0,7886.5,7884.5,7883.5,9084.0,8648.0,8806.0,8444.0,8775.0,83180.5,0.4504306425749285
