,accuracy_diff_4.pkl,accuracy_diff_5.pkl,accuracy_diff_1.pkl,accuracy_diff_2.pkl,accuracy_diff_3.pkl,r2_diff_2.pkl,r2_diff_3.pkl,r2_diff_1.pkl,r2_diff_4.pkl,r2_diff_5.pkl,rank_total,rank_fin
CBFB.rescaled,13723.5,4840.5,9520.0,4845.0,9573.5,4672.0,6524.0,5295.0,5535.0,3960.0,68488.5,0.5471115854790379
FOXQ1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,5105.0,5449.0,2772.0,4178.0,3230.0,68498.5,0.5470452918246665
MRPS9.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4034.0,4285.0,3575.0,3492.0,5349.0,68499.5,0.5470386624592294
CINP.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4779.0,4901.0,3439.0,3350.0,4270.0,68503.5,0.5470121449974809
SAV1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3802.0,3904.0,4150.0,4359.0,4524.0,68503.5,0.5470121449974809
SETD1A.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4055.0,4154.0,3505.0,4378.0,4648.0,68504.5,0.5470055156320437
MRS2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3778.0,3905.0,4008.0,4283.0,4770.0,68508.5,0.5469789981702952
FAM50A.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4314.0,3690.0,4390.0,4497.0,3859.0,68514.5,0.5469392219776723
GOLGA6L10.rescaled,3637.0,9581.5,9520.0,4845.0,9573.5,9989.0,7236.0,2095.0,2387.0,9651.0,68515.0,0.5469359072949538
CTSF.rescaled,2296.0,4840.5,4815.5,3649.5,9573.5,9380.0,9219.0,8031.0,8699.0,8017.0,68521.0,0.5468961311023308
ABHD2.rescaled,2847.5,856.5,2870.0,2314.0,2343.5,12725.0,9581.0,12012.0,10855.0,12135.0,68539.5,0.5467734878417438
BGN.rescaled,4821.5,4840.5,9520.0,9554.5,3650.5,7328.0,5578.0,7826.0,9194.0,6241.0,68554.0,0.5466773620429053
PCDHGB7.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4204.0,4628.0,5180.0,4199.0,2580.0,68555.5,0.5466674179947495
RGPD6.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4509.0,4380.0,3888.0,3633.0,4382.0,68556.5,0.5466607886293124
HIGD1B.rescaled,1877.0,2316.0,1274.5,2875.0,2895.0,13160.0,11677.0,12257.0,8647.0,11586.0,68564.5,0.5466077537058153
C18orf25.rescaled,9535.0,4840.5,3641.5,4845.0,9573.5,8779.0,6380.0,8065.0,7793.0,5119.0,68571.5,0.5465613481477554
NFIA.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,5090.0,5039.0,3829.0,2886.0,3967.0,68575.5,0.5465348306860067
DDHD1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4310.0,4246.0,4440.0,4206.0,3621.0,68587.5,0.546455278300761
MFAP2.rescaled,536.5,856.5,830.0,841.5,831.5,12663.0,13193.0,12855.0,13235.0,12746.0,68588.0,0.5464519636180425
PRSS22.rescaled,2296.0,3632.0,4815.5,9554.5,3650.5,8837.0,9619.0,8791.0,7819.0,9574.0,68588.5,0.546448648935324
ANXA2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4113.0,4524.0,2940.0,5018.0,4232.0,68591.5,0.5464287608390125
PLA2G15.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4408.0,5255.0,5539.0,3654.0,1978.0,68598.5,0.5463823552809526
STK17A.rescaled,13995.0,13547.5,4120.0,13988.0,3200.0,3256.0,3708.0,3843.0,5357.0,3591.0,68605.5,0.5463359497228926
BAMBI.rescaled,423.5,539.0,274.5,673.0,1138.0,13240.0,12785.0,12806.0,13043.0,13686.0,68608.0,0.5463193763092997
CLEC2B.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3476.0,2745.0,5920.0,4377.0,4330.0,68612.5,0.5462895441648326
TNFAIP3.rescaled,9535.0,9581.5,9520.0,9554.5,4867.5,2680.0,6151.0,4586.0,6620.0,5522.0,68617.5,0.5462563973376469
PGAM2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3648.0,5562.0,3563.0,3426.0,4655.0,68618.5,0.5462497679722097
CCDC28B.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3975.0,5076.0,3669.0,4061.0,4083.0,68628.5,0.5461834743178383
FAM72A.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4381.0,3723.0,5526.0,3204.0,4033.0,68631.5,0.5461635862215268
ITGAV.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3913.0,4096.0,5009.0,4341.0,3520.0,68643.5,0.5460840338362811
CHL1.rescaled,1018.0,856.5,830.0,673.0,542.5,13702.0,13482.0,12935.0,12373.0,12240.0,68652.0,0.5460276842300655
FOXP2.rescaled,1018.0,684.0,331.5,1054.5,831.5,13273.0,12831.0,12968.0,12951.0,12711.0,68653.5,0.5460177401819097
WDR19.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4781.0,3685.0,4402.0,3563.0,4464.0,68659.5,0.545977963989287
NDUFA3.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4476.0,3662.0,3377.0,3849.0,5540.0,68668.5,0.5459182997003527
ABCA5.rescaled,536.5,684.0,391.0,742.0,213.0,13214.0,12825.0,13387.0,14204.0,12477.0,68673.5,0.545885152873167
SPHK2.rescaled,9535.0,13769.0,9520.0,9554.5,13735.0,3108.0,1716.0,3569.0,1343.0,2849.0,68698.5,0.5457194187372385
RDX.rescaled,9535.0,9581.5,13721.0,9554.5,9573.5,3043.0,2002.0,4210.0,1928.0,5552.0,68700.5,0.5457061600063642
GNG3.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4893.0,4536.0,3344.0,3979.0,4191.0,68707.5,0.5456597544483042
ARL5C.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4881.0,3564.0,3625.0,3900.0,4983.0,68717.5,0.5455934607939328
BTBD2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3820.0,4258.0,4312.0,3910.0,4656.0,68720.5,0.5455735726976214
SREK1IP1.rescaled,14467.0,14119.5,14330.5,14109.0,5674.0,1004.0,1030.0,1088.0,1214.0,1685.0,68721.0,0.5455702580149029
VPS35.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3416.0,4017.0,5286.0,4196.0,4047.0,68726.5,0.5455337965049986
RCN1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4355.0,4262.0,4517.0,3963.0,3869.0,68730.5,0.54550727904325
PTBP3.rescaled,9535.0,9581.5,13721.0,9554.5,9573.5,3505.0,2214.0,4698.0,3214.0,3135.0,68731.5,0.5455006496778129
EFNB1.rescaled,2847.5,4840.5,4815.5,9554.5,9573.5,5591.0,9201.0,7434.0,6256.0,8621.0,68734.5,0.5454807615815014
VWA2.rescaled,4821.5,4840.5,3641.5,2875.0,4867.5,12884.0,10608.0,8900.0,12760.0,2541.0,68739.0,0.5454509294370342
TCAP.rescaled,2847.5,3632.0,4815.5,3649.5,9573.5,9292.0,10734.0,8625.0,6627.0,8948.0,68744.0,0.5454177826098485
DNAJB2.rescaled,9535.0,9581.5,9520.0,14109.0,14109.5,1208.0,5354.0,2438.0,1294.0,1600.0,68749.0,0.5453846357826628
NCDN.rescaled,9535.0,3632.0,9520.0,2875.0,3650.5,5892.0,8621.0,9167.0,7703.0,8155.0,68750.5,0.5453746917345073
ABCD3.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4393.0,4003.0,3915.0,4588.0,4087.0,68750.5,0.5453746917345073
GGT1.rescaled,2296.0,1574.5,2315.0,3649.5,4867.5,11602.0,9538.0,10420.0,11953.0,10536.0,68751.5,0.54536806236907
RBM26.rescaled,4821.5,9581.5,13721.0,5643.5,9573.5,2720.0,4923.0,8369.0,6245.0,3155.0,68753.0,0.5453581183209143
DLGAP5.rescaled,4821.5,9581.5,3641.5,2314.0,2343.5,7243.0,6081.0,11419.0,10675.0,10633.0,68753.0,0.5453581183209143
PDK3.rescaled,9535.0,4840.5,9520.0,3649.5,4867.5,8387.0,6597.0,8483.0,6737.0,6138.0,68754.5,0.5453481742727586
SOCS6.rescaled,9535.0,9581.5,4815.5,9554.5,9573.5,5869.0,5118.0,4646.0,5029.0,5035.0,68757.0,0.5453316008591658
FBRS.rescaled,3637.0,9581.5,2870.0,9554.5,9573.5,5316.0,8072.0,8441.0,7374.0,4347.0,68766.5,0.5452686218875129
PDHA1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4353.0,4615.0,4531.0,4200.0,3305.0,68768.5,0.5452553631566386
SNX11.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4577.0,4013.0,4479.0,3775.0,4165.0,68773.5,0.5452222163294529
CTSK.rescaled,2296.0,2316.0,3641.5,2875.0,2343.5,11377.0,11206.0,10158.0,11356.0,11212.0,68781.0,0.5451724960886744
LPAR5.rescaled,1530.0,2316.0,4815.5,2875.0,1551.5,12485.0,9819.0,10231.0,11771.0,11397.0,68791.0,0.545106202434303
COBLL1.rescaled,4821.5,9581.5,2315.0,5643.5,4130.0,7876.0,8956.0,7219.0,9417.0,8837.0,68796.5,0.5450697409243987
FGFBP2.rescaled,3637.0,1905.0,1539.0,2314.0,2895.0,11187.0,11245.0,11445.0,11741.0,10891.0,68799.0,0.5450531675108059
RNF130.rescaled,2847.5,4840.5,1274.5,673.0,2343.5,12959.0,10782.0,8525.0,12198.0,12357.0,68800.0,0.5450465381453687
SKP2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3893.0,5677.0,4648.0,2995.0,3824.0,68801.5,0.5450365940972131
FHOD1.rescaled,9535.0,3632.0,4815.5,3649.5,3650.5,8203.0,6872.0,7550.0,10448.0,10463.0,68818.5,0.5449238948847817
VPS37C.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4855.0,4086.0,4706.0,2794.0,4621.0,68826.5,0.5448708599612845
MCAT.rescaled,1018.0,1050.5,830.0,1289.0,2895.0,11147.0,12737.0,12963.0,12323.0,12586.0,68838.5,0.5447913075760389
HIVEP1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3907.0,5063.0,3859.0,4883.0,3363.0,68839.5,0.5447846782106016
INPP1.rescaled,4821.5,4840.5,9520.0,9554.5,9573.5,4835.0,6063.0,6381.0,6387.0,6875.0,68851.0,0.5447084405080745
D2HGDH.rescaled,3637.0,4840.5,4815.5,3649.5,3650.5,10602.0,8162.0,9899.0,9170.0,10427.0,68853.0,0.5446951817772003
PRTG.rescaled,4821.5,9581.5,9520.0,9554.5,9573.5,6104.0,4136.0,6782.0,4510.0,4277.0,68860.0,0.5446487762191403
ASPN.rescaled,96.0,182.5,85.0,88.5,350.0,14016.0,13852.0,13047.0,13886.0,13276.0,68879.0,0.5445228182758346
PDCD10.rescaled,9535.0,4840.5,9520.0,9554.5,9573.5,4932.0,5148.0,3433.0,6549.0,5798.0,68883.5,0.5444929861313674
UBE2Z.rescaled,9535.0,9581.5,9520.0,4845.0,9573.5,7188.0,4981.0,4757.0,3267.0,5636.0,68884.0,0.5444896714486489
ACSF3.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3465.0,4714.0,4557.0,3160.0,5230.0,68890.5,0.5444465805733075
EZH2.rescaled,1877.0,2859.5,1876.0,841.5,1274.5,11796.0,12747.0,9548.0,13474.0,12600.0,68893.5,0.544426692476996
ZKSCAN4.rescaled,4821.5,9581.5,9520.0,9554.5,9573.5,5176.0,5898.0,5758.0,3961.0,5060.0,68904.0,0.5443570841399061
GUCA1B.rescaled,2847.5,1574.5,2870.0,1054.5,2895.0,11199.0,12399.0,11266.0,11793.0,11008.0,68906.5,0.5443405107263133
TMLHE.rescaled,4821.5,4840.5,9520.0,9554.5,4867.5,6408.0,7502.0,7604.0,7821.0,5975.0,68914.0,0.5442907904855347
DENND3.rescaled,1018.0,1050.5,670.5,673.0,831.5,12199.0,12424.0,13215.0,13001.0,13847.0,68929.5,0.544188035321259
NXPH2.rescaled,9535.0,9581.5,9520.0,9554.5,4867.5,3643.0,5036.0,6577.0,5002.0,5615.0,68931.5,0.5441747765903848
FRS2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4218.0,4059.0,3355.0,4679.0,4856.0,68931.5,0.5441747765903848
XPO6.rescaled,2847.5,9581.5,9520.0,3649.5,4867.5,7536.0,8796.0,6668.0,6395.0,9071.0,68932.0,0.5441714619076662
CILP.rescaled,61.5,90.0,85.0,88.5,97.0,13204.0,13833.0,14616.0,13242.0,13623.0,68940.0,0.544118426984169
AGTPBP1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4252.0,4060.0,3735.0,4740.0,4389.0,68940.5,0.5441151123014505
DZIP1L.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3198.0,4958.0,4284.0,3774.0,4969.0,68947.5,0.5440687067433905
SERPINF1.rescaled,2296.0,1905.0,1539.0,2314.0,2343.5,12391.0,10995.0,11562.0,12135.0,11473.0,68953.5,0.5440289305507677
DHRS12.rescaled,13723.5,4136.0,13721.0,14109.0,13735.0,1520.0,2525.0,1966.0,1319.0,2202.0,68956.5,0.5440090424544562
PARD3.rescaled,3637.0,3632.0,9520.0,4845.0,9573.5,8029.0,8081.0,5867.0,8977.0,6799.0,68960.5,0.5439825249927077
PRKAR2A.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4678.0,8732.0,3006.0,3129.0,1655.0,68964.5,0.5439560075309591
PHF6.rescaled,9535.0,4840.5,9520.0,9554.5,9573.5,5659.0,6029.0,5028.0,4472.0,4753.0,68964.5,0.5439560075309591
C19orf33.rescaled,1877.0,1728.5,1665.0,1162.0,1695.0,6068.0,12177.0,14775.0,14024.0,13808.0,68979.5,0.543856567049402
ERCC3.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4147.0,3014.0,4551.0,3719.0,5786.0,68981.5,0.5438433083185277
COMMD6.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2984.0,5276.0,4386.0,4937.0,3648.0,68995.5,0.5437504972024079
DEPDC7.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3030.0,5560.0,3973.0,4804.0,3865.0,68996.5,0.5437438678369706
CCT8.rescaled,13723.5,13769.0,9520.0,9554.5,9573.5,2142.0,2848.0,2325.0,1792.0,3767.0,69014.5,0.5436245392591021
ANKRD55.rescaled,9535.0,9581.5,4815.5,3649.5,4867.5,7582.0,7437.0,7079.0,7333.0,7135.0,69015.0,0.5436212245763836
PATL1.rescaled,9535.0,2859.5,4815.5,4845.0,9573.5,7888.0,7538.0,7763.0,7335.0,6864.0,69016.5,0.5436112805282278
PSMA3.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4092.0,4047.0,3062.0,4877.0,5181.0,69023.5,0.5435648749701678
PSMC6.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4455.0,3792.0,4606.0,3779.0,4632.0,69028.5,0.5435317281429821
ANKRD34A.rescaled,14467.0,5574.5,14710.5,14471.5,14592.0,1305.0,987.0,1322.0,814.0,786.0,69029.5,0.5435250987775451
MRPL3.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4659.0,3874.0,3753.0,4702.0,4280.0,69032.5,0.5435052106812336
ST6GAL2.rescaled,96.0,182.5,15.0,88.5,14.0,13725.0,14121.0,13854.0,13831.0,13107.0,69034.0,0.5434952666330779
XYLT2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,2857.0,6508.0,3974.0,3623.0,4317.0,69043.5,0.543432287661425
IDE.rescaled,4110.5,2576.0,9520.0,4845.0,4867.5,9725.0,5337.0,10353.0,8350.0,9363.0,69047.0,0.543409084882395
BRWD1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4304.0,4491.0,3746.0,4689.0,4053.0,69047.5,0.5434057701996765
FGD2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4208.0,5017.0,5050.0,2893.0,4128.0,69060.5,0.5433195884489936
SLC22A18AS.rescaled,14467.0,5640.5,14112.0,9554.5,13735.0,1653.0,2876.0,2302.0,1603.0,3118.0,69061.0,0.5433162737662751
RAG1.rescaled,9535.0,4840.5,4815.5,9554.5,9573.5,6973.0,6248.0,5254.0,5969.0,6301.0,69064.0,0.5432963856699637
SLC28A1.rescaled,13723.5,9581.5,9520.0,9554.5,13735.0,2757.0,2053.0,3585.0,2707.0,1859.0,69075.5,0.5432201479674366
CHST7.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3863.0,3847.0,3266.0,6691.0,3647.0,69078.5,0.5432002598711252
GSDMC.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,6754.0,3860.0,3952.0,4268.0,2488.0,69086.5,0.543147224947628
NARS2.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3584.0,3175.0,4247.0,4964.0,5368.0,69102.5,0.5430411551006338
NUB1.rescaled,2296.0,4840.5,3641.5,9554.5,1906.5,10724.0,8604.0,9077.0,10236.0,8227.0,69107.0,0.5430113229561666
CHST14.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3407.0,4178.0,4744.0,4249.0,4768.0,69110.5,0.5429881201771367
NPW.rescaled,96.0,57.5,125.5,33.5,213.0,11945.0,12984.0,14380.0,14614.0,14670.0,69118.5,0.5429350852536395
UBXN2B.rescaled,4821.5,9581.5,9520.0,4845.0,9573.5,7168.0,7021.0,3122.0,8176.0,5291.0,69119.5,0.5429284558882024
ANKHD1.rescaled,14119.0,9581.5,9520.0,9554.5,9573.5,3999.0,2659.0,3434.0,2422.0,4261.0,69123.5,0.5429019384264538
GPR31.rescaled,1530.0,1905.0,830.0,1888.0,2125.0,13378.0,11832.0,13067.0,12711.0,9860.0,69126.0,0.5428853650128609
FBXL5.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4604.0,4000.0,4230.0,4062.0,4469.0,69129.5,0.542862162233831
MEGF6.rescaled,9535.0,4840.5,4815.5,4845.0,9573.5,7739.0,7471.0,7353.0,4606.0,8359.0,69137.5,0.5428091273103339
ZNF148.rescaled,9535.0,4840.5,9520.0,9554.5,9573.5,6859.0,5622.0,3467.0,5080.0,5088.0,69139.5,0.5427958685794596
PRPF6.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4543.0,5559.0,3616.0,3254.0,4406.0,69142.5,0.5427759804831482
NBPF14.rescaled,9535.0,4840.5,9520.0,9554.5,9573.5,5271.0,5251.0,4527.0,5360.0,5728.0,69160.5,0.5426566519052796
CYP1A1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4895.0,4166.0,3396.0,4317.0,4627.0,69165.5,0.5426235050780939
CFH.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4165.0,5551.0,3635.0,3741.0,4310.0,69166.5,0.5426168757126568
MIIP.rescaled,9535.0,9581.5,9520.0,9554.5,4867.5,5577.0,6497.0,4291.0,6497.0,3247.0,69167.5,0.5426102463472197
TRIO.rescaled,9535.0,4840.5,4815.5,3649.5,3650.5,10039.0,7618.0,8173.0,7893.0,8955.0,69169.0,0.542600302299064
DYNLRB1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4006.0,4533.0,3793.0,4682.0,4391.0,69169.5,0.5425969876163453
CHRNA9.rescaled,2847.5,13769.0,13721.0,5643.5,14319.5,4307.0,5934.0,2450.0,3016.0,3163.0,69170.5,0.5425903582509082
FAM43A.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3255.0,3240.0,5512.0,7661.0,1738.0,69170.5,0.5425903582509082
AGRN.rescaled,9535.0,4840.5,4815.5,2875.0,4867.5,8984.0,7843.0,8959.0,6847.0,9607.0,69173.5,0.5425704701545968
GGH.rescaled,768.0,2100.0,2582.0,1722.0,831.5,12734.0,11654.0,13265.0,13187.0,10335.0,69178.5,0.5425373233274111
CPD.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,5148.0,3876.0,5040.0,3960.0,3392.0,69180.5,0.5425240645965368
ZNF783.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3900.0,4079.0,4934.0,4533.0,3971.0,69181.5,0.5425174352310997
RAB34.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3014.0,3786.0,4266.0,4683.0,5671.0,69184.5,0.5424975471347883
FXYD6.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4657.0,4476.0,4702.0,3765.0,3829.0,69193.5,0.542437882845854
DCAF6.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4169.0,4515.0,4259.0,4661.0,3839.0,69207.5,0.542345071729734
SPRED1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,5503.0,3201.0,4004.0,5044.0,3698.0,69214.5,0.542298666171674
TM2D3.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,6645.0,4286.0,2656.0,3546.0,4318.0,69215.5,0.5422920368062369
CD84.rescaled,4821.5,9581.5,4815.5,9554.5,9573.5,6604.0,6533.0,4853.0,5777.0,7103.0,69216.5,0.5422854074407998
PSMB2.rescaled,4821.5,9581.5,9520.0,9554.5,9573.5,5362.0,5171.0,6083.0,4995.0,4556.0,69218.0,0.5422754633926441
DDB2.rescaled,1530.0,856.5,1539.0,3649.5,2895.0,11396.0,10482.0,12693.0,12407.0,11784.0,69232.0,0.5421826522765241
FLOT2.rescaled,1877.0,3632.0,830.0,2314.0,2895.0,13089.0,11963.0,12129.0,11127.0,9379.0,69235.0,0.5421627641802127
CTCF.rescaled,4821.5,4840.5,3641.5,2875.0,4867.5,9205.0,10296.0,10859.0,9892.0,7939.0,69237.0,0.5421495054493384
CUTA.rescaled,9535.0,9581.5,4815.5,9554.5,9573.5,5530.0,4600.0,7513.0,4334.0,4202.0,69239.0,0.542136246718464
NUDT10.rescaled,4821.5,3632.0,4815.5,4845.0,3650.5,7912.0,9737.0,10449.0,10754.0,8629.0,69245.5,0.5420931558431227
RNF220.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3741.0,4001.0,3571.0,6285.0,3885.0,69247.5,0.5420798971122485
ICOS.rescaled,2296.0,2859.5,1539.0,9554.5,9573.5,11692.0,6311.0,10279.0,5967.0,9177.0,69248.5,0.5420732677468112
TTC38.rescaled,1244.0,1905.0,830.0,543.0,1906.5,12210.0,13338.0,12773.0,12260.0,12244.0,69253.5,0.5420401209196255
AMDHD1.rescaled,905.0,856.5,1274.5,1559.5,2552.0,10523.0,13005.0,12514.0,12348.0,13717.0,69254.5,0.5420334915541885
SLAMF1.rescaled,1877.0,2316.0,2870.0,3649.5,2343.5,11591.0,9784.0,12393.0,9794.0,12638.0,69256.0,0.5420235475060327
KLF7.rescaled,4821.5,9581.5,9520.0,9554.5,4867.5,4711.0,6413.0,6641.0,6823.0,6325.0,69258.0,0.5420102887751584
MELK.rescaled,3637.0,4840.5,4815.5,2875.0,9573.5,8839.0,9521.0,8293.0,9669.0,7205.0,69268.5,0.5419406804380684
ZNF524.rescaled,9535.0,9581.5,9520.0,9554.5,4867.5,4618.0,5149.0,6333.0,5689.0,4428.0,69275.5,0.5418942748800084
TAF6L.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4565.0,3808.0,4223.0,4421.0,4508.0,69289.5,0.5418014637638886
LRRC23.rescaled,768.0,2316.0,1539.0,1054.5,831.5,12703.0,11155.0,13111.0,13058.0,12756.0,69292.0,0.5417848903502956
CCDC152.rescaled,4821.5,9581.5,9520.0,13488.5,13735.0,2375.0,2723.0,6424.0,4525.0,2100.0,69293.5,0.54177494630214
FBXO28.rescaled,9535.0,4840.5,3641.5,4845.0,9573.5,8799.0,7446.0,6485.0,6862.0,7266.0,69293.5,0.54177494630214
PCDH18.rescaled,14392.0,14227.0,4058.5,5569.5,4077.0,4474.0,5489.0,5280.0,5059.0,6669.0,69295.0,0.5417650022539843
ATF7.rescaled,4821.5,3632.0,2315.0,9554.5,3650.5,9660.0,9805.0,7244.0,8510.0,10104.0,69296.5,0.5417550582058286
ADRM1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4446.0,4548.0,3590.0,2725.0,6223.0,69296.5,0.5417550582058286
COL11A1.rescaled,1530.0,1289.0,1876.0,1888.0,1274.5,11765.0,12046.0,12207.0,12472.0,12952.0,69299.5,0.5417351701095171
VKORC1L1.rescaled,4821.5,4840.5,3641.5,4845.0,9573.5,9828.0,8034.0,8287.0,6833.0,8609.0,69313.0,0.5416456736761157
PLOD1.rescaled,3637.0,9581.5,9520.0,9554.5,4867.5,4552.0,7869.0,6013.0,6992.0,6727.0,69313.5,0.5416423589933972
TM9SF1.rescaled,2296.0,2859.5,1274.5,3649.5,1274.5,12115.0,10327.0,12294.0,11374.0,11850.0,69314.0,0.5416390443106787
ZNF207.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3980.0,4863.0,4372.0,4374.0,3962.0,69315.5,0.5416291002625229
RRAGD.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4031.0,4202.0,5783.0,4223.0,3313.0,69316.5,0.5416224708970857
ZNF564.rescaled,9535.0,4840.5,4815.5,4845.0,4867.5,8585.0,9272.0,8821.0,7113.0,6624.0,69318.5,0.5416092121662115
ZNF589.rescaled,681.5,684.0,548.0,673.0,1032.0,13678.0,12933.0,12404.0,12365.0,14323.0,69321.5,0.5415893240699
UBE4B.rescaled,4821.5,9581.5,9520.0,9554.5,4867.5,7055.0,5268.0,5476.0,7036.0,6142.0,69322.0,0.5415860093871814
XBP1.rescaled,681.5,539.0,331.5,543.0,1274.5,12971.0,13520.0,13776.0,13048.0,12642.0,69326.5,0.5415561772427143
ZNF157.rescaled,1877.0,1905.0,2315.0,1888.0,1551.5,14502.0,10781.0,8727.0,12337.0,13461.0,69344.5,0.5414368486648458
TAPT1.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4333.0,4334.0,3572.0,3924.0,5417.0,69344.5,0.5414368486648458
GLO1.rescaled,2296.0,3632.0,4815.5,9554.5,3650.5,9417.0,7970.0,9550.0,9130.0,9336.0,69351.5,0.5413904431067857
FBXO33.rescaled,9535.0,4840.5,9520.0,3649.5,2895.0,6965.0,10493.0,6458.0,7763.0,7235.0,69354.0,0.5413738696931929
KRT16.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4451.0,2045.0,7394.0,4222.0,3479.0,69355.5,0.5413639256450373
COQ9.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4807.0,4010.0,3567.0,5386.0,3822.0,69356.5,0.5413572962796
GRM6.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,4368.0,4733.0,3983.0,4789.0,3724.0,69361.5,0.5413241494524144
ZBTB7B.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,3113.0,3038.0,2882.0,7589.0,4981.0,69367.5,0.5412843732597916
HNRNPD.rescaled,1530.0,1905.0,1539.0,1054.5,1274.5,13079.0,11815.0,13124.0,11344.0,12704.0,69369.0,0.5412744292116358
DNAJC5.rescaled,9535.0,9581.5,9520.0,9554.5,4867.5,4724.0,4497.0,4005.0,7034.0,6057.0,69375.5,0.5412313383362944
GOLIM4.rescaled,4821.5,9581.5,9520.0,9554.5,9573.5,5788.0,3716.0,4870.0,5022.0,6934.0,69381.0,0.5411948768263901
GNA12.rescaled,1530.0,1574.5,2582.0,1289.0,1150.0,12781.0,12754.0,12267.0,11758.0,11698.0,69383.5,0.5411783034127973
CEP76.rescaled,9535.0,9581.5,9520.0,9554.5,9573.5,6142.0,4162.0,3491.0,3831.0,3996.0,69386.5,0.5411584153164859
PPP1R14D.rescaled,9535.0,5640.5,14330.5,14109.0,13735.0,3719.0,2378.0,3357.0,1348.0,1235.0,69387.0,0.5411551006337674
