	SHAP Value
FANCA.rescaled	0.0004851057760844269
ZNF396.rescaled	-0.00048474170733077025
KIF18A.rescaled	0.00048473640187788534
CCDC96.rescaled	-0.00048424132725713014
VIPR2.rescaled	-0.00048376724966908415
MORN1.rescaled	-0.00048372943225353344
CD86.rescaled	0.00048350795960192623
ALG3.rescaled	0.0004830129886371472
SLC26A3.rescaled	-0.00048250535875594394
IDO1.rescaled	0.00048247490984162363
FCGR3A.rescaled	0.000482263830507756
LMOD1.rescaled	-0.00048210624192591923
MYBPC1.rescaled	-0.00048177596216492904
BNIP3L.rescaled	-0.00048160406019459384
ZBTB32.rescaled	0.0004815565757923586
TSHZ2.rescaled	-0.00048149518226763363
RHBDF2.rescaled	0.0004814286878931307
DOK3.rescaled	0.00048120664040989013
IFI44.rescaled	0.00048117806923671507
UCP1.rescaled	-0.0004810036954720272
C16orf89.rescaled	-0.00048097379153892267
PLIN5.rescaled	-0.0004806602802617396
TSLP.rescaled	-0.00048033285047210483
ECE1.rescaled	-0.00048015221804255446
MMP28.rescaled	-0.00047976805992041823
SEMA4D.rescaled	0.0004797414895719199
IGFBP6.rescaled	-0.0004795530122937777
NLRP8.rescaled	-0.00047952573723781085
UBE2T.rescaled	0.0004792822409716609
CNN1.rescaled	-0.0004792727859104495
BNIPL.rescaled	-0.0004792616382602321
OR2W3.rescaled	-0.00047915484195263486
CELSR2.rescaled	-0.0004786770573224801
COL22A1.rescaled	0.00047858031322371307
GLRB.rescaled	-0.00047856770695467606
CDC25C.rescaled	0.0004778491390862127
ECSCR.rescaled	-0.0004778214250105541
ZNF280D.rescaled	-0.00047757446409125857
HMGCS2.rescaled	-0.00047744426096490945
CMYA5.rescaled	-0.0004770445484088372
PALM.rescaled	-0.0004770020787020775
SLC44A5.rescaled	-0.0004762699396987686
ROBO4.rescaled	-0.00047619422709700856
BMP4.rescaled	-0.0004761913523238494
SUSD3.rescaled	-0.0004759634639699841
CCDC85A.rescaled	-0.0004757207449044381
FAM81B.rescaled	-0.00047548164565586215
TAL1.rescaled	-0.00047539160366805654
FHL1.rescaled	-0.0004753149319644536
ACVR1C.rescaled	-0.0004752695760790584
ASB1.rescaled	-0.0004749298427210299
MARCO.rescaled	0.00047473766289757335
TCF19.rescaled	0.00047466629311631854
FAM124B.rescaled	-0.00047460129441847474
RASSF4.rescaled	0.0004743228125211239
HPN.rescaled	-0.00047424155537556604
PCP2.rescaled	-0.00047406720091119973
IL27.rescaled	0.00047397042392310695
MSRB3.rescaled	-0.00047393198864385805
NAALAD2.rescaled	-0.0004737646863387121
MYOZ3.rescaled	-0.0004737186377338294
PNPLA7.rescaled	-0.00047314546172046206
APOBEC3H.rescaled	0.0004728858749685972
NLGN1.rescaled	-0.0004727646114705035
CCDC160.rescaled	-0.0004726130022315166
TEF.rescaled	-0.000472521980157286
ENTPD5.rescaled	-0.0004721640492165117
FAM13C.rescaled	-0.00047173600462463834
GATA3.rescaled	-0.0004715182299768263
ARHGAP20.rescaled	-0.0004715003768558546
CX3CR1.rescaled	-0.0004714661409468882
NDST1.rescaled	-0.0004714172431363313
IRX2.rescaled	-0.0004709056440415538
SMYD1.rescaled	-0.0004705008518509185
CACNB4.rescaled	-0.0004704200071700048
NRIP2.rescaled	-0.00047003707967688035
SH3RF2.rescaled	-0.0004699334128662952
RSPH3.rescaled	-0.00046974028673947733
FRMPD2.rescaled	-0.0004695814654073544
SLC7A5.rescaled	0.000469483509877153
IL21.rescaled	0.00046937984828117243
C2orf73.rescaled	-0.0004688201496266656
SUOX.rescaled	-0.0004686672387191823
GRIK3.rescaled	-0.00046864198594032076
CCNO.rescaled	-0.0004681493427057789
RUNX1T1.rescaled	-0.00046787616405204624
LRRC70.rescaled	-0.00046772046912386587
ZNF219.rescaled	-0.0004675183324334687
EHD2.rescaled	-0.0004672687096203925
CMPK2.rescaled	0.0004671986967661268
CHAD.rescaled	-0.0004671157641652769
C9orf152.rescaled	-0.00046685569731606623
PCDHB4.rescaled	-0.0004668342326364818
FCGR1A.rescaled	0.00046677892671534844
RDM1.rescaled	0.00046668011155933547
GLI3.rescaled	-0.0004666146375470748
TAP2.rescaled	0.00046656881675392295
FAM162B.rescaled	-0.000466396459262816
MEOX2.rescaled	-0.000466037504484981
SALL2.rescaled	-0.0004660132699463541
CYP4X1.rescaled	-0.00046595462504217907
SIRPG.rescaled	0.0004658728864615959
