	SHAP Value
SEMA6A.rescaled	-0.000511630767455506
FAM214A.rescaled	-0.000511475786996128
MTUS1.rescaled	-0.0005114721540081318
ACADSB.rescaled	-0.0005114350013507068
UNC119B.rescaled	-0.0005109518650321403
ZNF19.rescaled	-0.00051068759713471
PTPRO.rescaled	0.000510485596206486
SERHL2.rescaled	-0.0005103289244546011
CRIM1.rescaled	-0.0005101552969287292
OIP5.rescaled	0.0005099300461142653
MFSD2B.rescaled	0.0005097964560677455
ZBP1.rescaled	0.0005095459287912446
ZBTB20.rescaled	-0.0005094993306313343
MAOA.rescaled	-0.0005091605070754123
NPFFR1.rescaled	0.0005091320489663269
CAMTA2.rescaled	-0.0005090580145261361
HOXB5.rescaled	-0.0005086952459681638
HRK.rescaled	0.0005086539291423157
CA4.rescaled	-0.000508427661108934
SLC13A2.rescaled	-0.0005082624159500724
BCAM.rescaled	-0.0005081893815170495
DOK7.rescaled	-0.0005071932121497683
HORMAD1.rescaled	0.0005069632225380023
TRIP13.rescaled	0.0005068951295682494
PRTN3.rescaled	-0.0005068877567332292
TFEC.rescaled	0.0005068658563890211
ST6GALNAC2.rescaled	-0.0005067694611488497
F2RL2.rescaled	-0.0005067220286868767
LRRC70.rescaled	-0.0005066182984852176
SOWAHD.rescaled	0.00050654358388402
EPSTI1.rescaled	0.0005065223297356086
LEPR.rescaled	-0.0005064666567706118
FCGR1B.rescaled	0.0005060772468013794
CD300LF.rescaled	0.0005055490742476613
LYVE1.rescaled	-0.0005054291117313603
LRRTM2.rescaled	-0.0005053748827368639
ARHGAP11A.rescaled	0.0005048857292112929
GPR31.rescaled	0.0005039650151273756
FSCN2.rescaled	-0.0005038385409643966
SLC16A9.rescaled	-0.0005036602315358278
TRIM58.rescaled	-0.0005030657953614052
VIPR2.rescaled	-0.0005030012460883495
MRAP.rescaled	-0.0005029763239568197
PRC1.rescaled	0.0005025368991302053
LAMA2.rescaled	-0.000502367194667904
CTSG.rescaled	-0.0005021712057420363
TBX21.rescaled	0.0005018531003551819
CTC1.rescaled	-0.0005016486150269606
RELN.rescaled	-0.0005015818234489917
CCDC74A.rescaled	-0.0005015276416352282
DUSP4.rescaled	-0.0005014472443919713
KIF11.rescaled	0.0005013017760786797
ASB1.rescaled	-0.0005008232493235392
C2orf73.rescaled	-0.0005000700578852316
CCDC74B.rescaled	-0.0004999405974090221
PIK3AP1.rescaled	0.0004998608770494977
ULBP2.rescaled	0.0004997198374998934
RGS12.rescaled	-0.0004994478382096668
TSHZ2.rescaled	-0.000498522729121451
SEMA3G.rescaled	-0.0004980108741606676
C14orf132.rescaled	-0.0004979495487120168
C14orf180.rescaled	-0.0004979203964198994
CNTD1.rescaled	-0.0004976294888522155
SVEP1.rescaled	-0.0004974031239792318
MCM4.rescaled	0.0004973737650915006
RACGAP1.rescaled	0.0004972292633192715
CCDC96.rescaled	-0.0004970021685188062
INPP5J.rescaled	-0.0004968323817974877
CCNB1.rescaled	0.0004965098080039103
SH2D2A.rescaled	0.00049626254988859
TOP2A.rescaled	0.0004960564207152291
PDE2A.rescaled	-0.0004957991441418783
PKMYT1.rescaled	0.0004957446618688533
ZC3H14.rescaled	-0.0004957315376124262
ZNF423.rescaled	-0.0004954121373919909
KLHDC7B.rescaled	0.0004953591387748068
OVCH2.rescaled	-0.0004953350172886556
SPATA6.rescaled	-0.0004953052819880838
C1QTNF7.rescaled	-0.0004951809529631923
FAM172A.rescaled	-0.0004949114851784235
SH3RF2.rescaled	-0.0004947044467890337
OR2A7.rescaled	-0.0004942964359080689
RSAD2.rescaled	0.000494074917177716
MYBPC1.rescaled	-0.0004940136486329022
CCNO.rescaled	-0.0004939532187610224
ZNF596.rescaled	-0.0004939062178237058
SERP2.rescaled	-0.0004938881818459276
GLRB.rescaled	-0.0004935323326912353
APOBEC3B.rescaled	0.0004935141736696794
TSPAN1.rescaled	-0.0004934950443432688
LYPD6B.rescaled	-0.0004933830081349516
ANLN.rescaled	0.0004933439356607185
CDC25C.rescaled	0.00049331077958039
GREM2.rescaled	-0.0004931471883342404
FREM1.rescaled	-0.0004931146761240919
MEGF9.rescaled	-0.0004930581383222398
BAIAP3.rescaled	-0.000492855497723496
SORBS2.rescaled	-0.0004928490550858706
MAS1L.rescaled	-0.0004927720462927643
CKS2.rescaled	0.0004925614039179719
GLI1.rescaled	-0.0004922923328491282
