	shap_value
APOBEC3G.rescaled	0.0008385970934460645
MT2A.rescaled	0.0008380487619711019
GABRD.rescaled	-0.0008374073688350432
HERC5.rescaled	0.0008366663004811131
NEK2.rescaled	0.0008348063576193164
MCTP1.rescaled	-0.0008340416220925835
CLC.rescaled	-0.0008340251032740087
RNF126.rescaled	-0.0008332853899289229
CD300LG.rescaled	-0.0008331559524986789
PPP1R3C.rescaled	0.000832746317874675
BLM.rescaled	0.000832595730145049
C14orf178.rescaled	-0.0008325641243940858
RFWD3.rescaled	0.0008318195334299
C2CD4C.rescaled	-0.0008316335504286425
GPR19.rescaled	0.0008306673813489239
DSCC1.rescaled	0.0008301655656013553
KEL.rescaled	0.0008299951367828813
INSM1.rescaled	-0.0008296541438320356
NRIP3.rescaled	0.0008289443437022689
ATAD2.rescaled	0.0008289293548276861
TDRD6.rescaled	0.0008286507367581399
HNRNPCL1.rescaled	0.000827841830483113
MYL5.rescaled	0.0008254678159495249
SYNGR3.rescaled	0.0008249099854788209
UBE2L6.rescaled	0.000824055095743814
APOBEC3D.rescaled	0.0008239768633505714
RASD2.rescaled	0.0008235963333915318
KREMEN2.rescaled	0.000823030181960236
SIRPB2.rescaled	0.0008218034511646834
GPR39.rescaled	-0.0008214314548586034
NIPAL1.rescaled	0.0008211444213593143
CRTAM.rescaled	0.0008208925014448141
DPP3.rescaled	0.0008204135987640324
ERMN.rescaled	-0.0008194726409178436
HS3ST5.rescaled	-0.000819450906718633
KLK8.rescaled	0.0008191734795200909
WDR49.rescaled	0.000818734707134118
CHST1.rescaled	0.000818710287056605
ATP7B.rescaled	0.0008182204426081202
GLDC.rescaled	0.0008181208047681008
MEFV.rescaled	0.0008178341412134793
BCAS1.rescaled	-0.0008171447937291313
IRAK3.rescaled	-0.0008161402310641963
KIF20A.rescaled	0.0008144834442991732
PI15.rescaled	0.0008136721664107581
ARHGEF12.rescaled	0.0008116175083487425
NCKAP5.rescaled	-0.0008115692265748036
SAMD9.rescaled	0.0008113111790250513
PCDHA8.rescaled	0.0008110390557695966
ARFIP2.rescaled	0.0008105422568380149
RFPL4A.rescaled	-0.000807539058910894
TMEM163.rescaled	0.0008068938524222051
CA8.rescaled	-0.0008063286664791753
FAM86B2.rescaled	0.0008062291011010639
RAD54L.rescaled	0.0008061488527237293
DNAJC22.rescaled	-0.0008060222752249443
DYNC1I2.rescaled	0.0008055298947383491
OPN1SW.rescaled	-0.000803247964239206
CENPI.rescaled	0.0008024696520484576
DLX1.rescaled	-0.0008017692653694053
VSTM2L.rescaled	-0.0008011189196446812
ATP9B.rescaled	0.0008008882874790443
GALNT14.rescaled	0.0008004100648443087
LY6G5B.rescaled	0.0008003941694454651
KCTD17.rescaled	0.0008003732911555028
FRMD7.rescaled	0.0008000669566143508
FGL1.rescaled	0.0008000339803505887
KIF11.rescaled	0.0007998604903030774
POTEM.rescaled	-0.0007997875370022349
CT62.rescaled	0.0007997584082449541
RND1.rescaled	-0.0007995723147501191
CORIN.rescaled	0.00079948303052578
PAX2.rescaled	0.000799085750720013
DHRS1.rescaled	0.0007974923287219599
ZMYM5.rescaled	-0.0007967666932117667
GCH1.rescaled	0.0007967190457238446
CD40LG.rescaled	0.0007965711627022666
C7.rescaled	-0.0007961331315584536
BRSK2.rescaled	0.0007952841881526389
ELN.rescaled	0.0007946540357499724
ZNF648.rescaled	0.0007941068286771427
C19orf33.rescaled	-0.0007923340155257749
AGXT2.rescaled	-0.0007921212712730165
RTP4.rescaled	0.0007918421461710437
DDX43.rescaled	0.0007918051344839967
KCNN2.rescaled	-0.0007917567929786074
ADAMTSL5.rescaled	0.0007917408956559116
SIRPB1.rescaled	-0.0007915805056089017
AQP9.rescaled	-0.0007911230555306613
QSOX1.rescaled	0.0007901445487400311
XKR6.rescaled	0.0007900051027978782
