	ALE Value
CAMK2N2.rescaled	4.7078768e-09
VTN.rescaled	4.7059228e-09
KIFC2.rescaled	4.704782e-09
KCNN4.rescaled	4.70433e-09
TRAPPC9.rescaled	4.704263e-09
SESTD1.rescaled	4.7020774e-09
UCK2.rescaled	4.7007025e-09
ZNF229.rescaled	4.7000293e-09
KLC1.rescaled	4.699258e-09
MRPL22.rescaled	4.6973208e-09
BTLA.rescaled	4.6963313e-09
RGS16.rescaled	4.6962576e-09
BAG4.rescaled	4.6947783e-09
MOSPD1.rescaled	4.694699e-09
MTUS1.rescaled	4.6938924e-09
MMP13.rescaled	4.693557e-09
TXNDC12.rescaled	4.6932733e-09
MRC1.rescaled	4.6921413e-09
GPN2.rescaled	4.6885873e-09
SPRYD4.rescaled	4.6878763e-09
SLC15A2.rescaled	4.6871302e-09
SH3BGRL.rescaled	4.6841153e-09
SLC22A3.rescaled	4.683806e-09
TMEM61.rescaled	4.6837094e-09
ZNF101.rescaled	4.6835256e-09
ZBTB9.rescaled	4.6832054e-09
SDHA.rescaled	4.6825375e-09
NCCRP1.rescaled	4.681564e-09
LAMC3.rescaled	4.68115e-09
TNFRSF10A.rescaled	4.680939e-09
CYP26C1.rescaled	4.678564e-09
INHBB.rescaled	4.6783724e-09
DHRS3.rescaled	4.677519e-09
ASPM.rescaled	4.6771707e-09
CR1.rescaled	4.6770423e-09
OR2L13.rescaled	4.675255e-09
DHRS9.rescaled	4.6749884e-09
CSF2.rescaled	4.6749213e-09
MATN3.rescaled	4.674873e-09
MOAP1.rescaled	4.6743134e-09
KITLG.rescaled	4.6741064e-09
RMND1.rescaled	4.6736357e-09
KIF11.rescaled	4.6735837e-09
P2RY2.rescaled	4.6708823e-09
CAPS.rescaled	4.670148e-09
FAM89B.rescaled	4.66737e-09
NDUFAF1.rescaled	4.6673003e-09
CCDC74A.rescaled	4.6670996e-09
SYT14.rescaled	4.664535e-09
CCDC127.rescaled	4.661935e-09
HYLS1.rescaled	4.6609863e-09
TMEM87A.rescaled	4.660237e-09
GFRAL.rescaled	4.6598987e-09
USP4.rescaled	4.6569775e-09
RER1.rescaled	4.654125e-09
KLHL35.rescaled	4.653119e-09
ENTPD8.rescaled	4.651079e-09
MT2A.rescaled	4.6505773e-09
PSAT1.rescaled	4.649763e-09
KALRN.rescaled	4.648026e-09
CORT.rescaled	4.64716e-09
CYP2B6.rescaled	4.644424e-09
SRSF5.rescaled	4.6439763e-09
IFITM10.rescaled	4.64376e-09
FGB.rescaled	4.6433377e-09
SREK1.rescaled	4.642457e-09
EPHX1.rescaled	4.6349298e-09
KCNF1.rescaled	4.634889e-09
CNTNAP3B.rescaled	4.6302415e-09
FCRL1.rescaled	4.629977e-09
ABHD14B.rescaled	4.62794e-09
RPUSD4.rescaled	4.627838e-09
KRT37.rescaled	4.6272444e-09
SNAP47.rescaled	4.6227915e-09
KCNE1.rescaled	4.620536e-09
BIVM.rescaled	4.6204964e-09
PRKCE.rescaled	4.6204645e-09
MRPS15.rescaled	4.6196975e-09
PANK4.rescaled	4.6159903e-09
OR2B6.rescaled	4.615455e-09
BLOC1S2.rescaled	4.6142623e-09
TBCA.rescaled	4.611528e-09
SCUBE3.rescaled	4.611337e-09
HM13.rescaled	4.609914e-09
DDX58.rescaled	4.6093596e-09
ZER1.rescaled	4.6064432e-09
SAMD11.rescaled	4.605591e-09
PLXNA4.rescaled	4.604282e-09
ATP1B1.rescaled	4.6042663e-09
CACNA1G.rescaled	4.6040904e-09
CCIN.rescaled	4.6039546e-09
GABRD.rescaled	4.6004307e-09
GPR25.rescaled	4.5999293e-09
TMEM147.rescaled	4.599844e-09
MKS1.rescaled	4.5983026e-09
DDX46.rescaled	4.5955533e-09
ALOX15.rescaled	4.5934394e-09
APOBEC3F.rescaled	4.5919397e-09
RGL3.rescaled	4.588335e-09
ACOXL.rescaled	4.588114e-09
TGFBR3.rescaled	4.5873025e-09
SLC26A5.rescaled	4.587078e-09
TSPAN5.rescaled	4.586077e-09
FUT2.rescaled	4.5846704e-09
B3GNT3.rescaled	4.5843556e-09
ARFIP2.rescaled	4.584131e-09
RHOV.rescaled	4.583907e-09
C22orf46.rescaled	4.583859e-09
UQCR10.rescaled	4.5837085e-09
CGNL1.rescaled	4.5827555e-09
MTA3.rescaled	4.577959e-09
UCK1.rescaled	4.5771533e-09
CLSTN2.rescaled	4.5770854e-09
GPSM2.rescaled	4.5769886e-09
HSD11B1.rescaled	4.576395e-09
LETMD1.rescaled	4.5751873e-09
PINK1.rescaled	4.5751287e-09
WWOX.rescaled	4.574687e-09
IL22RA1.rescaled	4.5742254e-09
RPS8.rescaled	4.5732627e-09
STH.rescaled	4.5723922e-09
GRIN2D.rescaled	4.5691113e-09
PFKFB1.rescaled	4.567818e-09
SERTAD4.rescaled	4.567659e-09
NACA2.rescaled	4.5675708e-09
GPR173.rescaled	4.567185e-09
AMPH.rescaled	4.566352e-09
POLQ.rescaled	4.566034e-09
BMP4.rescaled	4.565711e-09
SNCG.rescaled	4.5656137e-09
SNRPC.rescaled	4.5628856e-09
ING2.rescaled	4.5625907e-09
ZNF311.rescaled	4.562196e-09
E2F7.rescaled	4.560522e-09
RPL10.rescaled	4.5600865e-09
VEPH1.rescaled	4.5599164e-09
DCST2.rescaled	4.557516e-09
TRAF5.rescaled	4.556898e-09
C10orf90.rescaled	4.5532453e-09
EMG1.rescaled	4.55244e-09
C1QL1.rescaled	4.5508877e-09
SEC31B.rescaled	4.5481414e-09
EIF4EBP3.rescaled	4.5462203e-09
IL2.rescaled	4.545932e-09
RIMS1.rescaled	4.544942e-09
TRAM1.rescaled	4.544368e-09
ZNF281.rescaled	4.542668e-09
CHKB.rescaled	4.540253e-09
BATF2.rescaled	4.539938e-09
MFAP1.rescaled	4.5396487e-09
GOLT1A.rescaled	4.5383173e-09
TTLL12.rescaled	4.537018e-09
KBTBD4.rescaled	4.536992e-09
CLEC12A.rescaled	4.536043e-09
RANBP10.rescaled	4.5357216e-09
CYP21A2.rescaled	4.535539e-09
DNAJB2.rescaled	4.5336654e-09
ADCK5.rescaled	4.533186e-09
TAPBP.rescaled	4.53302e-09
CHSY1.rescaled	4.5327053e-09
CDKN3.rescaled	4.5317545e-09
HTR1D.rescaled	4.5294857e-09
HARS2.rescaled	4.5291397e-09
ADAR.rescaled	4.528337e-09
HSD11B1L.rescaled	4.5259805e-09
ZDHHC11.rescaled	4.525839e-09
SLC7A5.rescaled	4.524142e-09
GUCY2D.rescaled	4.5228266e-09
KPNA7.rescaled	4.522759e-09
SEMA6A.rescaled	4.521965e-09
AP1S1.rescaled	4.5216297e-09
RNF215.rescaled	4.518915e-09
SYNM.rescaled	4.5184265e-09
C2orf74.rescaled	4.516958e-09
CC2D2B.rescaled	4.516822e-09
CNTROB.rescaled	4.5150794e-09
SCUBE2.rescaled	4.513222e-09
HSD17B13.rescaled	4.5127937e-09
SDHB.rescaled	4.5119775e-09
PDZD7.rescaled	4.5111275e-09
ALDH1A2.rescaled	4.5100585e-09
HES2.rescaled	4.508607e-09
GPAA1.rescaled	4.5070805e-09
FSTL4.rescaled	4.50664e-09
MAPT.rescaled	4.5038933e-09
FRMD4B.rescaled	4.4994284e-09
DUSP6.rescaled	4.499159e-09
CRAT.rescaled	4.497854e-09
BDKRB2.rescaled	4.497572e-09
NEDD4L.rescaled	4.49647e-09
PARP9.rescaled	4.496127e-09
MAP6D1.rescaled	4.495931e-09
SLC46A3.rescaled	4.4951594e-09
SLC6A2.rescaled	4.4948822e-09
TLR3.rescaled	4.494661e-09
NFKBIA.rescaled	4.493203e-09
NR3C2.rescaled	4.493101e-09
DCXR.rescaled	4.492767e-09
USP48.rescaled	4.491609e-09
CD28.rescaled	4.4912447e-09
CAMK2B.rescaled	4.4886366e-09
LRRC24.rescaled	4.4874837e-09
CPXM1.rescaled	4.4873243e-09
ETNK2.rescaled	4.4870103e-09
TMEM107.rescaled	4.486824e-09
GTF2A2.rescaled	4.4866546e-09
ACOT11.rescaled	4.486515e-09
EFNB3.rescaled	4.4856856e-09
TUBD1.rescaled	4.484799e-09
ZMYM5.rescaled	4.484528e-09
SOSTDC1.rescaled	4.484313e-09
TTYH1.rescaled	4.4836215e-09
CYFIP2.rescaled	4.4835606e-09
NAA38.rescaled	4.4824553e-09
CXCL2.rescaled	4.48081e-09
ANKRD53.rescaled	4.4806088e-09
SNX27.rescaled	4.478834e-09
GDPD5.rescaled	4.475716e-09
NLGN1.rescaled	4.475617e-09
CRELD1.rescaled	4.4753894e-09
GCNT1.rescaled	4.474965e-09
C1orf226.rescaled	4.4743187e-09
PMPCA.rescaled	4.473274e-09
SLC9A7.rescaled	4.472858e-09
GLS2.rescaled	4.471684e-09
NPNT.rescaled	4.4711936e-09
PTGS2.rescaled	4.4703468e-09
MPV17L.rescaled	4.4701833e-09
TRIM29.rescaled	4.4689057e-09
LYRM7.rescaled	4.4685065e-09
SUPT4H1.rescaled	4.4684376e-09
UGT2B17.rescaled	4.4680792e-09
HES5.rescaled	4.465927e-09
KCNS1.rescaled	4.4644515e-09
FMNL3.rescaled	4.462783e-09
C3orf35.rescaled	4.462105e-09
EMID1.rescaled	4.460586e-09
KRT31.rescaled	4.4605097e-09
MAP3K9.rescaled	4.4566253e-09
NAT1.rescaled	4.454237e-09
AASS.rescaled	4.4530344e-09
TIGD7.rescaled	4.4524198e-09
SDS.rescaled	4.450697e-09
CUZD1.rescaled	4.4506967e-09
SEC62.rescaled	4.449372e-09
PAFAH1B1.rescaled	4.44891e-09
RBM6.rescaled	4.4486628e-09
ERCC6L.rescaled	4.447623e-09
INTS9.rescaled	4.446173e-09
NCAM1.rescaled	4.4450337e-09
MST1R.rescaled	4.444982e-09
EFNA5.rescaled	4.4444457e-09
MFAP5.rescaled	4.4430366e-09
HPCAL1.rescaled	4.4417523e-09
IGFBP5.rescaled	4.4403765e-09
CDK11B.rescaled	4.4395883e-09
AFP.rescaled	4.436453e-09
PYCR2.rescaled	4.4364383e-09
DHX8.rescaled	4.435484e-09
VPS18.rescaled	4.4345905e-09
CCDC142.rescaled	4.4343516e-09
SLC12A2.rescaled	4.432861e-09
SLC25A14.rescaled	4.4324597e-09
ABCD2.rescaled	4.4319735e-09
CHID1.rescaled	4.430627e-09
ABLIM3.rescaled	4.4295283e-09
BET1L.rescaled	4.4293373e-09
SCN2B.rescaled	4.4290203e-09
RGPD5.rescaled	4.4288027e-09
PARP12.rescaled	4.427287e-09
UNC79.rescaled	4.4261355e-09
CYP4F3.rescaled	4.426035e-09
RRH.rescaled	4.425571e-09
TPT1.rescaled	4.4255386e-09
DPP10.rescaled	4.425288e-09
CPA4.rescaled	4.42525e-09
PDIA3.rescaled	4.4235846e-09
PON1.rescaled	4.42342e-09
PELP1.rescaled	4.423021e-09
ZNRF3.rescaled	4.422941e-09
IKZF2.rescaled	4.422849e-09
CSNK1D.rescaled	4.422414e-09
MLX.rescaled	4.4219504e-09
ACADL.rescaled	4.4211945e-09
KLHL8.rescaled	4.4210964e-09
UBE2D3.rescaled	4.4178496e-09
GATA2.rescaled	4.4174797e-09
ADRA1B.rescaled	4.417208e-09
ECE1.rescaled	4.4169304e-09
NCBP2.rescaled	4.413758e-09
PRKRIP1.rescaled	4.413137e-09
ART5.rescaled	4.412815e-09
SET.rescaled	4.4112687e-09
APOB.rescaled	4.408064e-09
BEX5.rescaled	4.407277e-09
KLF6.rescaled	4.4067767e-09
RECQL4.rescaled	4.406712e-09
DNAH12.rescaled	4.405009e-09
DNAJC5B.rescaled	4.40427e-09
MFSD11.rescaled	4.4038275e-09
GPR160.rescaled	4.4031028e-09
RHOBTB3.rescaled	4.4026867e-09
TTC38.rescaled	4.402042e-09
ACER2.rescaled	4.4011466e-09
PPP1R16A.rescaled	4.4003823e-09
TAS1R3.rescaled	4.400338e-09
CFHR3.rescaled	4.3984536e-09
RAB1B.rescaled	4.3966946e-09
KCNK5.rescaled	4.394352e-09
CSDC2.rescaled	4.3943285e-09
VTI1A.rescaled	4.3941024e-09
ADCK2.rescaled	4.3940918e-09
LPL.rescaled	4.391632e-09
WIPI1.rescaled	4.39062e-09
NDUFAF3.rescaled	4.390441e-09
XKRX.rescaled	4.3899995e-09
SLC35F2.rescaled	4.3884154e-09
RAB20.rescaled	4.387001e-09
IL1RL2.rescaled	4.386474e-09
ARL3.rescaled	4.3863406e-09
MTRNR2L3.rescaled	4.3863158e-09
ABHD5.rescaled	4.3859907e-09
LGR4.rescaled	4.38558e-09
ZCWPW1.rescaled	4.38463e-09
KLF4.rescaled	4.382679e-09
KIAA0753.rescaled	4.3812194e-09
PSENEN.rescaled	4.3807256e-09
GLOD5.rescaled	4.3796304e-09
MYOZ3.rescaled	4.379506e-09
N4BP3.rescaled	4.3784474e-09
GSTM2.rescaled	4.378241e-09
ESRRG.rescaled	4.3780397e-09
MS4A14.rescaled	4.3749493e-09
SP110.rescaled	4.3736534e-09
CCR4.rescaled	4.373307e-09
SH2D3C.rescaled	4.3725086e-09
C9orf152.rescaled	4.372051e-09
CKMT2.rescaled	4.37094e-09
DHX37.rescaled	4.3703596e-09
ANKRD12.rescaled	4.3695425e-09
CHL1.rescaled	4.368464e-09
SLC37A4.rescaled	4.367004e-09
SNX12.rescaled	4.365017e-09
BTC.rescaled	4.3648822e-09
XIRP1.rescaled	4.3632307e-09
COG7.rescaled	4.361491e-09
SIK1.rescaled	4.361409e-09
USP43.rescaled	4.3572124e-09
BTG2.rescaled	4.355095e-09
ACAT1.rescaled	4.354854e-09
HMGA1.rescaled	4.3519703e-09
SOX9.rescaled	4.3497757e-09
ZNF286A.rescaled	4.3489137e-09
SNW1.rescaled	4.3488297e-09
CLDN6.rescaled	4.3484834e-09
BCL2L10.rescaled	4.3481636e-09
DNAJB7.rescaled	4.3480783e-09
SERPINE1.rescaled	4.347984e-09
RALGAPA2.rescaled	4.34393e-09
ZNF142.rescaled	4.3437214e-09
EIF2B5.rescaled	4.342629e-09
NRG4.rescaled	4.3417514e-09
ZNF75D.rescaled	4.3409933e-09
PRTFDC1.rescaled	4.3407167e-09
CERKL.rescaled	4.339184e-09
HNRNPR.rescaled	4.338952e-09
PRMT8.rescaled	4.3387436e-09
MAPK12.rescaled	4.337289e-09
VPS37D.rescaled	4.3364206e-09
SMPD3.rescaled	4.335308e-09
XRCC6.rescaled	4.33312e-09
PNPLA2.rescaled	4.3324753e-09
SCN7A.rescaled	4.332399e-09
TMEM126A.rescaled	4.3318464e-09
QRFP.rescaled	4.331501e-09
PDE1C.rescaled	4.329994e-09
SH2B1.rescaled	4.3293213e-09
SYS1.rescaled	4.3275064e-09
SGMS1.rescaled	4.3274815e-09
HP1BP3.rescaled	4.3266737e-09
NPB.rescaled	4.3264934e-09
ZNF835.rescaled	4.3254618e-09
TLR5.rescaled	4.3237045e-09
ADAMDEC1.rescaled	4.3222337e-09
ZBTB3.rescaled	4.3218833e-09
AAGAB.rescaled	4.3204498e-09
MAN1B1.rescaled	4.3160653e-09
CLCN2.rescaled	4.3149853e-09
RMND5B.rescaled	4.3146002e-09
TLE6.rescaled	4.3141513e-09
SERGEF.rescaled	4.314129e-09
FICD.rescaled	4.311511e-09
ACAN.rescaled	4.310685e-09
BRI3BP.rescaled	4.309555e-09
ANKRD22.rescaled	4.30815e-09
SERPINB7.rescaled	4.3077586e-09
C17orf100.rescaled	4.30522e-09
C2CD2L.rescaled	4.3041943e-09
SAA4.rescaled	4.303942e-09
PTPRN.rescaled	4.303745e-09
DRAM2.rescaled	4.303196e-09
LARP7.rescaled	4.301832e-09
NEDD9.rescaled	4.301775e-09
CD300E.rescaled	4.3015924e-09
TDRD7.rescaled	4.300792e-09
DHRS13.rescaled	4.299587e-09
GNB1.rescaled	4.298679e-09
KRT17.rescaled	4.2983275e-09
MYRIP.rescaled	4.2981614e-09
SMG6.rescaled	4.297305e-09
UCP2.rescaled	4.296979e-09
KIF24.rescaled	4.2966635e-09
TNFRSF13C.rescaled	4.2962696e-09
SEC11C.rescaled	4.294991e-09
CDK5R2.rescaled	4.291624e-09
AIMP2.rescaled	4.289637e-09
POLR2K.rescaled	4.2875006e-09
PHB.rescaled	4.283982e-09
CACNB4.rescaled	4.2838173e-09
UXT.rescaled	4.2837525e-09
CEBPZ.rescaled	4.283626e-09
CLEC6A.rescaled	4.283478e-09
NECAB3.rescaled	4.2833177e-09
C4A.rescaled	4.281915e-09
PCDHB9.rescaled	4.280321e-09
DDIT3.rescaled	4.2799795e-09
BCO2.rescaled	4.27983e-09
TSLP.rescaled	4.279828e-09
TXNL4A.rescaled	4.2786903e-09
HSPA9.rescaled	4.278093e-09
HMGB3.rescaled	4.275725e-09
DPM2.rescaled	4.275338e-09
PARM1.rescaled	4.2752113e-09
PRRC2A.rescaled	4.2752073e-09
DLGAP5.rescaled	4.2745585e-09
TRIM11.rescaled	4.2744146e-09
TIPARP.rescaled	4.274242e-09
SPC24.rescaled	4.274126e-09
RSPO3.rescaled	4.2730663e-09
SLC25A39.rescaled	4.2725015e-09
UGT8.rescaled	4.27181e-09
CXCL5.rescaled	4.2696846e-09
OR13J1.rescaled	4.2693853e-09
CD209.rescaled	4.2685886e-09
CCL2.rescaled	4.268441e-09
GPR34.rescaled	4.2667154e-09
IGSF21.rescaled	4.265393e-09
REEP6.rescaled	4.2653396e-09
PTK2B.rescaled	4.2650568e-09
BRCA1.rescaled	4.263143e-09
SLC12A1.rescaled	4.2622093e-09
PTGER3.rescaled	4.261212e-09
TOR2A.rescaled	4.259218e-09
MRPL40.rescaled	4.257174e-09
HELLS.rescaled	4.2568447e-09
ACOT4.rescaled	4.2568207e-09
PTPRH.rescaled	4.256648e-09
TCF23.rescaled	4.2554857e-09
SMPD4.rescaled	4.2552184e-09
RAB3C.rescaled	4.251841e-09
ZNF157.rescaled	4.250751e-09
CANX.rescaled	4.2495647e-09
NAGK.rescaled	4.2486246e-09
SUDS3.rescaled	4.2472967e-09
CCDC57.rescaled	4.2444475e-09
MT1E.rescaled	4.2432804e-09
FLAD1.rescaled	4.2425956e-09
RALGDS.rescaled	4.2424997e-09
TUBB4B.rescaled	4.2422075e-09
WDR72.rescaled	4.2413837e-09
MRPL13.rescaled	4.240869e-09
ERRFI1.rescaled	4.2405297e-09
CARD10.rescaled	4.240024e-09
ATP9B.rescaled	4.239897e-09
PLEKHH1.rescaled	4.239642e-09
WBP2.rescaled	4.239385e-09
SECTM1.rescaled	4.2388315e-09
CEACAM4.rescaled	4.2387884e-09
SLC31A2.rescaled	4.2364734e-09
CREB3L4.rescaled	4.23602e-09
FBXL16.rescaled	4.2341117e-09
THG1L.rescaled	4.2327097e-09
EYA2.rescaled	4.232326e-09
MIR205HG.rescaled	4.2322377e-09
GOT2.rescaled	4.2314565e-09
KRBOX1.rescaled	4.231423e-09
SLC9A1.rescaled	4.2309587e-09
NAPB.rescaled	4.230342e-09
TBC1D3.rescaled	4.228198e-09
GPR171.rescaled	4.227253e-09
PRDM16.rescaled	4.2270587e-09
GYS1.rescaled	4.2268558e-09
PLEKHA4.rescaled	4.225745e-09
LMO1.rescaled	4.225574e-09
IFITM3.rescaled	4.2246655e-09
FBXO43.rescaled	4.2221187e-09
WDR62.rescaled	4.2218535e-09
C1QTNF3.rescaled	4.220183e-09
FSCN2.rescaled	4.2194688e-09
RAB32.rescaled	4.21926e-09
SLC35G5.rescaled	4.21888e-09
VANGL2.rescaled	4.2182826e-09
ZNF662.rescaled	4.211475e-09
RPS13.rescaled	4.2102215e-09
ZNF462.rescaled	4.2097277e-09
ATF4.rescaled	4.208617e-09
MMP11.rescaled	4.2083625e-09
ARRB1.rescaled	4.206089e-09
EDN1.rescaled	4.205902e-09
MGAT4A.rescaled	4.205708e-09
RNF10.rescaled	4.2056274e-09
TMPO.rescaled	4.205132e-09
MYBBP1A.rescaled	4.205045e-09
MGLL.rescaled	4.20474e-09
PRPF38B.rescaled	4.203668e-09
ZNF425.rescaled	4.2027826e-09
LGALSL.rescaled	4.2004316e-09
ALDOC.rescaled	4.199101e-09
ZMYND10.rescaled	4.1989012e-09
ARRDC2.rescaled	4.19705e-09
KLHL36.rescaled	4.1942716e-09
TMEM200C.rescaled	4.193838e-09
CT62.rescaled	4.1933745e-09
CTNNAL1.rescaled	4.1928327e-09
MLNR.rescaled	4.1927835e-09
TNF.rescaled	4.1918176e-09
TRABD.rescaled	4.1917714e-09
NAP1L4.rescaled	4.1895687e-09
GPR15.rescaled	4.1895216e-09
FRMD1.rescaled	4.1890322e-09
RASA4.rescaled	4.1888084e-09
DMGDH.rescaled	4.186165e-09
CHRNA10.rescaled	4.186081e-09
FHIT.rescaled	4.185639e-09
NUSAP1.rescaled	4.1843107e-09
FBXL18.rescaled	4.1836223e-09
GSTA4.rescaled	4.181363e-09
MPP7.rescaled	4.180603e-09
YPEL3.rescaled	4.1786525e-09
SEMA4G.rescaled	4.1786152e-09
KCNJ11.rescaled	4.1785166e-09
PNKD.rescaled	4.1779247e-09
EPB41L4A.rescaled	4.1769983e-09
RBP7.rescaled	4.176833e-09
ASPDH.rescaled	4.1767905e-09
SEMA4F.rescaled	4.17597e-09
GPX3.rescaled	4.1750807e-09
WHAMM.rescaled	4.1710218e-09
SLC2A4.rescaled	4.1676054e-09
ICOS.rescaled	4.1671737e-09
PDXK.rescaled	4.1650403e-09
AKR1B15.rescaled	4.1650217e-09
TIMELESS.rescaled	4.163897e-09
RECQL5.rescaled	4.1637684e-09
PACRG.rescaled	4.162814e-09
PTDSS2.rescaled	4.1625814e-09
FBRSL1.rescaled	4.161965e-09
AMIGO2.rescaled	4.1606247e-09
SCO1.rescaled	4.158928e-09
POLD3.rescaled	4.157525e-09
TOB1.rescaled	4.157524e-09
PRSS54.rescaled	4.1572923e-09
GABARAPL2.rescaled	4.1555253e-09
LEAP2.rescaled	4.155451e-09
RCAN1.rescaled	4.1551007e-09
CEP89.rescaled	4.153118e-09
ZNF589.rescaled	4.1526684e-09
LILRA4.rescaled	4.1521404e-09
PFKM.rescaled	4.1519983e-09
MEPCE.rescaled	4.1513357e-09
TMEM237.rescaled	4.151158e-09
ELAVL2.rescaled	4.1505817e-09
GLE1.rescaled	4.1502557e-09
IGSF10.rescaled	4.1500394e-09
PARD6B.rescaled	4.1494324e-09
IFIT5.rescaled	4.1492965e-09
TUBA8.rescaled	4.147132e-09
PLCH2.rescaled	4.1461696e-09
FBN2.rescaled	4.143439e-09
PDE4B.rescaled	4.1431463e-09
SARDH.rescaled	4.142471e-09
WFIKKN1.rescaled	4.1420796e-09
PDIA5.rescaled	4.141943e-09
TRPV1.rescaled	4.1401234e-09
CCDC110.rescaled	4.1396118e-09
NBPF9.rescaled	4.139548e-09
S1PR5.rescaled	4.1394586e-09
ZNF717.rescaled	4.139221e-09
STEAP2.rescaled	4.137691e-09
EME1.rescaled	4.137468e-09
NFIX.rescaled	4.1367567e-09
SLC29A4.rescaled	4.1354276e-09
STYXL1.rescaled	4.1351957e-09
C1QL2.rescaled	4.1339443e-09
PCGF5.rescaled	4.1324575e-09
HEMK1.rescaled	4.1322257e-09
CCL15.rescaled	4.1314956e-09
SCRN1.rescaled	4.131087e-09
RGS9BP.rescaled	4.130844e-09
ARL8A.rescaled	4.130708e-09
KCNJ15.rescaled	4.127554e-09
C6orf163.rescaled	4.126845e-09
LRIF1.rescaled	4.1267665e-09
R3HDM2.rescaled	4.1254644e-09
RASGRF2.rescaled	4.1248294e-09
SERPINA9.rescaled	4.124465e-09
TRIM73.rescaled	4.1240704e-09
NTRK2.rescaled	4.123493e-09
SFT2D1.rescaled	4.121867e-09
SCRG1.rescaled	4.118039e-09
TMEM31.rescaled	4.1176014e-09
POGLUT1.rescaled	4.1169526e-09
OGFOD2.rescaled	4.116917e-09
WDR31.rescaled	4.113434e-09
TIMMDC1.rescaled	4.113316e-09
CDK11A.rescaled	4.1129824e-09
RNF167.rescaled	4.1108437e-09
HEY2.rescaled	4.1067767e-09
ADAM22.rescaled	4.106685e-09
CHST5.rescaled	4.1065924e-09
FGF18.rescaled	4.105451e-09
SYBU.rescaled	4.104897e-09
DLX5.rescaled	4.1047907e-09
SLC17A9.rescaled	4.1028865e-09
RNASEK.rescaled	4.101605e-09
BHLHE40.rescaled	4.101003e-09
HHEX.rescaled	4.100399e-09
PAQR4.rescaled	4.0994648e-09
RAPGEFL1.rescaled	4.096679e-09
TMEM242.rescaled	4.096574e-09
SNTA1.rescaled	4.096205e-09
KRT222.rescaled	4.095722e-09
RUNDC3B.rescaled	4.09408e-09
POLR3D.rescaled	4.093951e-09
RNF168.rescaled	4.0932884e-09
TACC3.rescaled	4.0928376e-09
XCL1.rescaled	4.091825e-09
RGS7.rescaled	4.0914228e-09
CLYBL.rescaled	4.0906674e-09
PSTPIP2.rescaled	4.0903174e-09
PDZD2.rescaled	4.0878856e-09
SLC43A1.rescaled	4.0872186e-09
CYC1.rescaled	4.0868238e-09
STK31.rescaled	4.0857806e-09
CALR.rescaled	4.0856545e-09
BRD8.rescaled	4.0850052e-09
FOXO3.rescaled	4.0846384e-09
PDZK1IP1.rescaled	4.084007e-09
LRRC26.rescaled	4.0833164e-09
BRWD3.rescaled	4.0832915e-09
RGS4.rescaled	4.081828e-09
MAD2L2.rescaled	4.080546e-09
TCEAL2.rescaled	4.079945e-09
DPP3.rescaled	4.0795367e-09
TCF7L1.rescaled	4.0789105e-09
CASP2.rescaled	4.0782466e-09
RBM14.rescaled	4.078086e-09
GYS2.rescaled	4.0774237e-09
PDLIM3.rescaled	4.0756203e-09
AHSA1.rescaled	4.0732053e-09
FSTL3.rescaled	4.072619e-09
OXTR.rescaled	4.0723176e-09
FGF7.rescaled	4.071335e-09
HOXB7.rescaled	4.070059e-09
RNF32.rescaled	4.0694372e-09
UHRF1.rescaled	4.0693227e-09
GPX2.rescaled	4.06847e-09
ALDH3B2.rescaled	4.0683257e-09
SEZ6.rescaled	4.067317e-09
ANKRD13D.rescaled	4.0665205e-09
CST9L.rescaled	4.066293e-09
PRR16.rescaled	4.065903e-09
GRIP1.rescaled	4.063023e-09
SPSB4.rescaled	4.0605297e-09
SUSD5.rescaled	4.059176e-09
PARN.rescaled	4.0575108e-09
CDO1.rescaled	4.0574832e-09
CERS2.rescaled	4.057481e-09
OXGR1.rescaled	4.0574477e-09
DEFB132.rescaled	4.0542667e-09
NFKBIZ.rescaled	4.053827e-09
SLC25A26.rescaled	4.0537187e-09
AATK.rescaled	4.0523505e-09
MED22.rescaled	4.0522177e-09
IP6K2.rescaled	4.0515062e-09
RPH3AL.rescaled	4.050795e-09
LETM2.rescaled	4.048287e-09
ADAL.rescaled	4.0473136e-09
OR52K1.rescaled	4.047152e-09
ALMS1.rescaled	4.046834e-09
ORC1.rescaled	4.0464814e-09
SAMD15.rescaled	4.0462433e-09
ABHD3.rescaled	4.046223e-09
LENEP.rescaled	4.0453507e-09
CEP68.rescaled	4.0431796e-09
CACNA2D3.rescaled	4.042282e-09
SLC7A11.rescaled	4.0421884e-09
G3BP1.rescaled	4.0419637e-09
B3GAT1.rescaled	4.041932e-09
RPLP2.rescaled	4.041391e-09
FAM209B.rescaled	4.04097e-09
GYPE.rescaled	4.0398196e-09
SLC35B2.rescaled	4.0395576e-09
DUSP8.rescaled	4.03955e-09
STT3A.rescaled	4.039463e-09
IRX1.rescaled	4.038707e-09
ATP6AP1.rescaled	4.0384e-09
ADAM32.rescaled	4.035218e-09
FRK.rescaled	4.0342227e-09
SLC44A1.rescaled	4.033735e-09
GNB2.rescaled	4.0328167e-09
CHRFAM7A.rescaled	4.0323256e-09
HCAR3.rescaled	4.0322523e-09
FAM86B1.rescaled	4.028298e-09
MUC1.rescaled	4.0281507e-09
SIGLEC12.rescaled	4.0277564e-09
SCD.rescaled	4.0272727e-09
WDR89.rescaled	4.0265977e-09
