	ALE Value
NAGS.rescaled	2.0593016e-09
PTK6.rescaled	2.0556983e-09
ATP6V0D1.rescaled	2.0548234e-09
XRCC4.rescaled	2.0540853e-09
RIIAD1.rescaled	2.053609e-09
KIF5A.rescaled	2.0522424e-09
NDUFA9.rescaled	2.051635e-09
SYDE1.rescaled	2.0506028e-09
ENHO.rescaled	2.0486248e-09
MYOZ3.rescaled	2.0461062e-09
SPIB.rescaled	2.044907e-09
HBD.rescaled	2.0442943e-09
STK31.rescaled	2.0426132e-09
PRPF6.rescaled	2.0416868e-09
THAP11.rescaled	2.041406e-09
HSPA9.rescaled	2.0366746e-09
GPR21.rescaled	2.0365352e-09
SIPA1L3.rescaled	2.0351885e-09
EMX1.rescaled	2.0341333e-09
COPS7B.rescaled	2.0321942e-09
P4HA1.rescaled	2.0283835e-09
HMGCLL1.rescaled	2.0282493e-09
TMEM61.rescaled	2.0266848e-09
NFATC4.rescaled	2.0248678e-09
IMPDH2.rescaled	2.0224922e-09
SETD4.rescaled	2.022162e-09
LEMD1.rescaled	2.0214834e-09
DCST2.rescaled	2.0193303e-09
ZSCAN18.rescaled	2.0188349e-09
DCAF12L2.rescaled	2.0186253e-09
KCNK4.rescaled	2.0180808e-09
CDRT1.rescaled	2.0170805e-09
NUDC.rescaled	2.016837e-09
CMTM7.rescaled	2.016161e-09
PLEKHG2.rescaled	2.0151252e-09
DDX28.rescaled	2.0133024e-09
LIAS.rescaled	2.012737e-09
LAYN.rescaled	2.0097635e-09
KIF22.rescaled	2.0073745e-09
GREB1.rescaled	2.004221e-09
HAUS4.rescaled	2.0039062e-09
FICD.rescaled	2.0018198e-09
RBM22.rescaled	2.0013518e-09
DSC2.rescaled	1.9991555e-09
UFSP1.rescaled	1.9966626e-09
EPHA4.rescaled	1.996377e-09
MATR3.rescaled	1.9963495e-09
RAB40AL.rescaled	1.996163e-09
IRAK2.rescaled	1.9954938e-09
CERS1.rescaled	1.9948823e-09
KLK12.rescaled	1.9946338e-09
BMP4.rescaled	1.9944266e-09
GUCY1A2.rescaled	1.9943898e-09
RAB14.rescaled	1.9924906e-09
CAPS2.rescaled	1.9904978e-09
DEPTOR.rescaled	1.989989e-09
EPHA7.rescaled	1.9895308e-09
MS4A6A.rescaled	1.9894746e-09
NHLRC4.rescaled	1.9873017e-09
COL4A1.rescaled	1.9866178e-09
STEAP3.rescaled	1.9842907e-09
PPRC1.rescaled	1.9821287e-09
AXIN1.rescaled	1.9811381e-09
URB2.rescaled	1.980859e-09
CCL13.rescaled	1.9788915e-09
ANKRD1.rescaled	1.9784991e-09
COL4A6.rescaled	1.9784359e-09
LAG3.rescaled	1.9771533e-09
VPS11.rescaled	1.9768462e-09
STX1B.rescaled	1.975481e-09
PHLDA1.rescaled	1.9744217e-09
SLC25A13.rescaled	1.9740145e-09
AMOT.rescaled	1.9728428e-09
HGD.rescaled	1.9724409e-09
LGI1.rescaled	1.9717457e-09
FOLR2.rescaled	1.9709836e-09
YOD1.rescaled	1.9699498e-09
CD46.rescaled	1.96944e-09
PARL.rescaled	1.9680995e-09
USP5.rescaled	1.9669537e-09
DLK1.rescaled	1.966497e-09
MBOAT1.rescaled	1.9664863e-09
MYOZ1.rescaled	1.9663107e-09
APLN.rescaled	1.9655446e-09
EIF4E1B.rescaled	1.9648438e-09
CEACAM21.rescaled	1.9642092e-09
RELL1.rescaled	1.9636166e-09
ZNF611.rescaled	1.9633997e-09
SIGLEC12.rescaled	1.9608155e-09
POLR2G.rescaled	1.959517e-09
MYH13.rescaled	1.9592716e-09
ROBO4.rescaled	1.9565862e-09
RFC4.rescaled	1.9554132e-09
PHAX.rescaled	1.9538486e-09
ZNF467.rescaled	1.9535196e-09
NMNAT1.rescaled	1.9531212e-09
PRR16.rescaled	1.951426e-09
SLC39A4.rescaled	1.9500737e-09
DLX1.rescaled	1.9496522e-09
PRSS23.rescaled	1.9493636e-09
DOK1.rescaled	1.948644e-09
TMPRSS4.rescaled	1.9484692e-09
SH3PXD2A.rescaled	1.9482487e-09
ZNF233.rescaled	1.9482038e-09
ZNF471.rescaled	1.9478017e-09
NELL2.rescaled	1.9462882e-09
FAM83E.rescaled	1.9460413e-09
MFSD2B.rescaled	1.9459536e-09
ZDHHC6.rescaled	1.9428956e-09
TOR1AIP2.rescaled	1.9412574e-09
ZC3H14.rescaled	1.9391997e-09
IMP4.rescaled	1.9385262e-09
PRDM2.rescaled	1.9377728e-09
IFT122.rescaled	1.937209e-09
SEC62.rescaled	1.9369295e-09
CALHM1.rescaled	1.936791e-09
CHPF.rescaled	1.9341342e-09
HOXB4.rescaled	1.932937e-09
ATAD3C.rescaled	1.9327882e-09
CNTROB.rescaled	1.9315785e-09
MAP3K5.rescaled	1.9313997e-09
MANBAL.rescaled	1.93031e-09
PLCL1.rescaled	1.9276882e-09
GPR19.rescaled	1.9265647e-09
APOO.rescaled	1.9261364e-09
PCDHB2.rescaled	1.9260278e-09
TGFB3.rescaled	1.9236936e-09
KL.rescaled	1.9236162e-09
ABLIM1.rescaled	1.9233726e-09
GABRQ.rescaled	1.9232107e-09
PDE4D.rescaled	1.9224162e-09
FEM1B.rescaled	1.922213e-09
ZNF773.rescaled	1.9221356e-09
TXLNA.rescaled	1.9207642e-09
ECM1.rescaled	1.9203943e-09
TET2.rescaled	1.9199449e-09
NCAPG2.rescaled	1.9193112e-09
SOCS3.rescaled	1.9181539e-09
VPS18.rescaled	1.9175896e-09
CDK7.rescaled	1.9142028e-09
SLC7A10.rescaled	1.9139175e-09
NRG4.rescaled	1.9129232e-09
IL6.rescaled	1.911162e-09
SDHAF2.rescaled	1.9106905e-09
PPFIBP2.rescaled	1.9104354e-09
DDX11.rescaled	1.910089e-09
DNMT3A.rescaled	1.909321e-09
VAMP7.rescaled	1.9088986e-09
MAGEA3.rescaled	1.9073894e-09
DOC2B.rescaled	1.907216e-09
BET1L.rescaled	1.9069322e-09
RPA3.rescaled	1.9064823e-09
TOPORS.rescaled	1.905037e-09
ZMYND8.rescaled	1.9036608e-09
FAM168B.rescaled	1.902647e-09
DRD4.rescaled	1.902491e-09
RFC1.rescaled	1.8989694e-09
RPSA.rescaled	1.8984696e-09
NRM.rescaled	1.898024e-09
DLEC1.rescaled	1.8938737e-09
WASF2.rescaled	1.887199e-09
AASS.rescaled	1.8871849e-09
PDK3.rescaled	1.885753e-09
ATXN7L3.rescaled	1.8838293e-09
BTG2.rescaled	1.8837127e-09
L1CAM.rescaled	1.88192e-09
ZBTB33.rescaled	1.8816748e-09
FBXW4.rescaled	1.8804083e-09
GFRA1.rescaled	1.8800608e-09
RNASE6.rescaled	1.879192e-09
LGALS2.rescaled	1.8756574e-09
WNT11.rescaled	1.8746569e-09
ACTL8.rescaled	1.872568e-09
ADAMTS7.rescaled	1.8724309e-09
CCL7.rescaled	1.872166e-09
SPATS2.rescaled	1.8719515e-09
IFI27.rescaled	1.8717792e-09
RBM24.rescaled	1.8686221e-09
ALDH1A2.rescaled	1.86676e-09
RETN.rescaled	1.8653712e-09
CCDC110.rescaled	1.8652666e-09
SCNN1G.rescaled	1.8649107e-09
TRPV4.rescaled	1.863917e-09
DMAP1.rescaled	1.8636117e-09
C9orf40.rescaled	1.862766e-09
S100P.rescaled	1.8627508e-09
PANK4.rescaled	1.8621517e-09
GRPR.rescaled	1.8615968e-09
PTBP2.rescaled	1.8613115e-09
CBFB.rescaled	1.860884e-09
SRSF4.rescaled	1.8576943e-09
ZNF343.rescaled	1.8560988e-09
NR2F1.rescaled	1.8557178e-09
PLA2G4C.rescaled	1.8554308e-09
KIF7.rescaled	1.8551158e-09
LY75.rescaled	1.8550421e-09
ABCD1.rescaled	1.8547879e-09
STOX1.rescaled	1.8536634e-09
BEST1.rescaled	1.8531763e-09
SGTA.rescaled	1.8519964e-09
ANKS3.rescaled	1.8516175e-09
CXCL2.rescaled	1.8506358e-09
PRG2.rescaled	1.8487445e-09
SCN3B.rescaled	1.8456406e-09
PEX11A.rescaled	1.8452454e-09
TLR2.rescaled	1.8449761e-09
APC2.rescaled	1.8447076e-09
ETHE1.rescaled	1.8437053e-09
NONO.rescaled	1.842904e-09
KRT15.rescaled	1.8426553e-09
ZBTB7B.rescaled	1.8414049e-09
ANKMY1.rescaled	1.8398362e-09
SLC16A11.rescaled	1.8387236e-09
NAGLU.rescaled	1.8378619e-09
NUDT14.rescaled	1.8371764e-09
CDK11B.rescaled	1.8363054e-09
LRRC20.rescaled	1.8353428e-09
PLSCR3.rescaled	1.8346782e-09
WDPCP.rescaled	1.8343814e-09
NEFM.rescaled	1.834125e-09
FADS2.rescaled	1.8335088e-09
ADORA1.rescaled	1.8323008e-09
VPS37C.rescaled	1.8321259e-09
SESN2.rescaled	1.8318898e-09
ZFP2.rescaled	1.8310845e-09
KATNAL2.rescaled	1.8310017e-09
UNC45A.rescaled	1.8303355e-09
TMEM45B.rescaled	1.8302856e-09
EEF1D.rescaled	1.8291646e-09
LSM11.rescaled	1.828993e-09
SLC22A11.rescaled	1.8286923e-09
COLEC12.rescaled	1.8271055e-09
GALNT3.rescaled	1.8265988e-09
TMEM241.rescaled	1.8257011e-09
PTPN9.rescaled	1.8248716e-09
TMX2.rescaled	1.8245522e-09
C21orf58.rescaled	1.8230246e-09
DCAF8.rescaled	1.8228562e-09
KCNN2.rescaled	1.8228312e-09
ZMYM3.rescaled	1.8223342e-09
FAM209A.rescaled	1.8220656e-09
TH.rescaled	1.8205367e-09
FSIP1.rescaled	1.8204996e-09
N4BP2.rescaled	1.819814e-09
F13A1.rescaled	1.8189927e-09
GREM1.rescaled	1.8183839e-09
DMGDH.rescaled	1.8181411e-09
HPGDS.rescaled	1.8162745e-09
TSPAN8.rescaled	1.8162697e-09
GTF2A2.rescaled	1.8154466e-09
ANKRD9.rescaled	1.8153683e-09
KTI12.rescaled	1.8139341e-09
CAPS.rescaled	1.8118032e-09
ACADSB.rescaled	1.8117113e-09
CNKSR1.rescaled	1.8115691e-09
SMS.rescaled	1.8114501e-09
MAGED4.rescaled	1.8111966e-09
SAG.rescaled	1.8105152e-09
STK40.rescaled	1.8096925e-09
ASPHD1.rescaled	1.8074529e-09
TNRC18.rescaled	1.8068249e-09
EVPL.rescaled	1.8067928e-09
TMEM52.rescaled	1.8066584e-09
RC3H1.rescaled	1.8059533e-09
CUL5.rescaled	1.8052987e-09
CELF1.rescaled	1.8051921e-09
ENSA.rescaled	1.8047096e-09
ZBTB25.rescaled	1.8034995e-09
CELSR3.rescaled	1.8032806e-09
YIF1B.rescaled	1.8031677e-09
HSBP1L1.rescaled	1.8026464e-09
RPS8.rescaled	1.8008e-09
DUSP9.rescaled	1.800573e-09
QRFP.rescaled	1.8001007e-09
CKLF.rescaled	1.7990084e-09
SLC44A5.rescaled	1.7969887e-09
LGALS9C.rescaled	1.7969846e-09
ACRBP.rescaled	1.796635e-09
NOA1.rescaled	1.7965204e-09
INPP5E.rescaled	1.7962062e-09
ZNF286A.rescaled	1.7956922e-09
KIRREL3.rescaled	1.7952317e-09
ADH5.rescaled	1.7938403e-09
OSMR.rescaled	1.7936089e-09
NPW.rescaled	1.7918506e-09
DDOST.rescaled	1.7916573e-09
COTL1.rescaled	1.791281e-09
ETV1.rescaled	1.7911623e-09
STK16.rescaled	1.7908243e-09
HOXB3.rescaled	1.7908217e-09
PPIL3.rescaled	1.7904794e-09
NACA2.rescaled	1.7895583e-09
DPPA4.rescaled	1.7893211e-09
NME7.rescaled	1.7878136e-09
CDKL5.rescaled	1.7867515e-09
NDUFA10.rescaled	1.7842616e-09
NOX1.rescaled	1.7821099e-09
HHLA1.rescaled	1.7818899e-09
DBNDD2.rescaled	1.7813064e-09
KANK1.rescaled	1.7810567e-09
COL11A1.rescaled	1.7807985e-09
MRPL51.rescaled	1.7799792e-09
SERP1.rescaled	1.7763564e-09
ANKRD44.rescaled	1.7755208e-09
NECAB3.rescaled	1.7752414e-09
NCS1.rescaled	1.7751525e-09
DKK1.rescaled	1.7739602e-09
FRMD1.rescaled	1.7737616e-09
SLC7A6.rescaled	1.7735969e-09
SDR42E1.rescaled	1.7734572e-09
TUBG2.rescaled	1.7724422e-09
MMP17.rescaled	1.7714837e-09
NOL6.rescaled	1.7710331e-09
FLAD1.rescaled	1.7705738e-09
TAGLN3.rescaled	1.7705013e-09
MAN2A2.rescaled	1.7696957e-09
PNPLA3.rescaled	1.7694326e-09
MBLAC1.rescaled	1.766327e-09
PYDC1.rescaled	1.765895e-09
TMEM170B.rescaled	1.7656688e-09
ENPP1.rescaled	1.7655675e-09
MTHFD1.rescaled	1.7646383e-09
KLRF1.rescaled	1.763939e-09
FBXL18.rescaled	1.7635929e-09
FAM83H.rescaled	1.763393e-09
C1QTNF6.rescaled	1.7616584e-09
VWF.rescaled	1.7613206e-09
RPL28.rescaled	1.7612783e-09
MESP1.rescaled	1.760698e-09
RAMP2.rescaled	1.7597975e-09
NEK5.rescaled	1.7589584e-09
S100A1.rescaled	1.7589384e-09
IKBKG.rescaled	1.758762e-09
RNF167.rescaled	1.7586492e-09
RSPO3.rescaled	1.7578713e-09
TFAP2B.rescaled	1.756933e-09
IL17RC.rescaled	1.7566973e-09
ARRDC2.rescaled	1.756352e-09
GALNT9.rescaled	1.7563505e-09
DPYSL2.rescaled	1.7558986e-09
FAM71E1.rescaled	1.7554099e-09
TCF19.rescaled	1.7551705e-09
NOX4.rescaled	1.7543358e-09
AFF3.rescaled	1.7537005e-09
HMSD.rescaled	1.7535768e-09
CCDC14.rescaled	1.7534637e-09
SYNJ2BP.rescaled	1.7523865e-09
MAP7D1.rescaled	1.7516782e-09
ST3GAL1.rescaled	1.7511514e-09
OR11A1.rescaled	1.7508789e-09
OXGR1.rescaled	1.7503404e-09
KDM1A.rescaled	1.7502547e-09
EML4.rescaled	1.7502388e-09
PCNT.rescaled	1.7496176e-09
WRNIP1.rescaled	1.7490437e-09
PRDM1.rescaled	1.7488979e-09
KIAA1143.rescaled	1.7482603e-09
C1QL3.rescaled	1.748124e-09
PCK2.rescaled	1.7456676e-09
STAU2.rescaled	1.7444944e-09
IGSF9.rescaled	1.7444348e-09
SLC30A4.rescaled	1.7441866e-09
GPR107.rescaled	1.7440355e-09
LRGUK.rescaled	1.743087e-09
DPP8.rescaled	1.741949e-09
KLHDC2.rescaled	1.7418605e-09
ISM1.rescaled	1.7414965e-09
CC2D2A.rescaled	1.7412025e-09
ZNF594.rescaled	1.7410825e-09
EPHB2.rescaled	1.7403818e-09
CBWD5.rescaled	1.7379816e-09
NTPCR.rescaled	1.7379036e-09
PPP2R5A.rescaled	1.7365406e-09
ITGA7.rescaled	1.7358477e-09
CNTFR.rescaled	1.7347741e-09
PROSER1.rescaled	1.7346912e-09
GSTO2.rescaled	1.7337893e-09
DHX9.rescaled	1.7327886e-09
VMO1.rescaled	1.7308776e-09
HHAT.rescaled	1.7307981e-09
KLHL32.rescaled	1.7304267e-09
TRIM8.rescaled	1.7303596e-09
F7.rescaled	1.7299489e-09
CHEK2.rescaled	1.7293933e-09
PRMT7.rescaled	1.7292138e-09
INMT.rescaled	1.7291711e-09
HMGN1.rescaled	1.7291534e-09
C10orf67.rescaled	1.7255202e-09
SLC4A8.rescaled	1.7251818e-09
DPM2.rescaled	1.7250467e-09
STX19.rescaled	1.7248973e-09
ABCA6.rescaled	1.72487e-09
XPNPEP3.rescaled	1.7244995e-09
NUTF2.rescaled	1.7243867e-09
ITPA.rescaled	1.7242373e-09
PSPC1.rescaled	1.7241195e-09
EDC4.rescaled	1.7228967e-09
MST1R.rescaled	1.7224115e-09
EIF3C.rescaled	1.7217032e-09
GGA2.rescaled	1.7215721e-09
RAB3C.rescaled	1.7213599e-09
WWTR1.rescaled	1.7207935e-09
RPL27.rescaled	1.7205221e-09
PPEF1.rescaled	1.7200469e-09
OR56B1.rescaled	1.7194887e-09
SLC26A4.rescaled	1.7190662e-09
UBAP1L.rescaled	1.7175155e-09
CDH7.rescaled	1.7174018e-09
POTEC.rescaled	1.7136916e-09
SLC25A42.rescaled	1.7118286e-09
AEN.rescaled	1.7107762e-09
ETV3.rescaled	1.7101741e-09
NAA60.rescaled	1.7101036e-09
PKDCC.rescaled	1.7094988e-09
LRRC26.rescaled	1.7093666e-09
JOSD2.rescaled	1.7089494e-09
SREBF1.rescaled	1.7080023e-09
HES2.rescaled	1.7078541e-09
BTBD8.rescaled	1.7078019e-09
C11orf68.rescaled	1.7075145e-09
DSC3.rescaled	1.7062184e-09
FAM83B.rescaled	1.7054858e-09
TBX3.rescaled	1.7049662e-09
CHAD.rescaled	1.70469e-09
PCSK9.rescaled	1.7046126e-09
RGPD3.rescaled	1.7043722e-09
TPM3.rescaled	1.7037014e-09
RHOG.rescaled	1.7030747e-09
FLOT1.rescaled	1.7001767e-09
ZNF714.rescaled	1.6999339e-09
PCBP3.rescaled	1.699146e-09
KLRC1.rescaled	1.6988649e-09
POLD3.rescaled	1.6988264e-09
SLC12A2.rescaled	1.6958168e-09
APBA2.rescaled	1.6957687e-09
SLC25A37.rescaled	1.6955378e-09
MICU1.rescaled	1.6955078e-09
METTL21A.rescaled	1.6939351e-09
C4orf19.rescaled	1.693384e-09
LCORL.rescaled	1.6930358e-09
LRRN4CL.rescaled	1.6930142e-09
HABP2.rescaled	1.6922924e-09
IFRD2.rescaled	1.6922143e-09
NR1D2.rescaled	1.6902604e-09
EXOSC5.rescaled	1.6899346e-09
DHX16.rescaled	1.6870412e-09
RPS20.rescaled	1.6865973e-09
LIMD2.rescaled	1.6837616e-09
TICAM1.rescaled	1.6836624e-09
MTCH2.rescaled	1.6834257e-09
USP35.rescaled	1.6827316e-09
MPZL1.rescaled	1.6826163e-09
CD4.rescaled	1.681653e-09
ELP3.rescaled	1.6810863e-09
ACY1.rescaled	1.6802116e-09
MTMR14.rescaled	1.6791634e-09
SNTA1.rescaled	1.6789147e-09
IFT88.rescaled	1.6776369e-09
TYW5.rescaled	1.6762639e-09
RPL39.rescaled	1.6759992e-09
RNF157.rescaled	1.6741983e-09
FBLN5.rescaled	1.673997e-09
PSME2.rescaled	1.6732858e-09
XKR9.rescaled	1.6729703e-09
PMVK.rescaled	1.6725731e-09
PDE8B.rescaled	1.6710705e-09
SEC16B.rescaled	1.670693e-09
C2CD2.rescaled	1.6705228e-09
SLC44A1.rescaled	1.6704821e-09
FUT9.rescaled	1.6703088e-09
CACNA1I.rescaled	1.6702704e-09
ATP13A2.rescaled	1.6702599e-09
FOLR1.rescaled	1.6697991e-09
P4HB.rescaled	1.6697963e-09
CATSPER1.rescaled	1.6689657e-09
OR2L13.rescaled	1.6688217e-09
RGPD5.rescaled	1.6684115e-09
SPHK1.rescaled	1.6673866e-09
FHIT.rescaled	1.666359e-09
TNFSF10.rescaled	1.6657014e-09
PRDM5.rescaled	1.6647728e-09
CAPZB.rescaled	1.6638975e-09
KLHL23.rescaled	1.6627804e-09
SCLT1.rescaled	1.662413e-09
ACCS.rescaled	1.6611599e-09
ACOT2.rescaled	1.6611484e-09
ZNF502.rescaled	1.6588884e-09
DMKN.rescaled	1.6588569e-09
TMEM179.rescaled	1.6585745e-09
TFR2.rescaled	1.6583224e-09
RBP5.rescaled	1.6581776e-09
B3GAT3.rescaled	1.655286e-09
CNDP2.rescaled	1.6546866e-09
FDCSP.rescaled	1.6535727e-09
CMTM4.rescaled	1.6527459e-09
C19orf18.rescaled	1.6521906e-09
CLTB.rescaled	1.651735e-09
CHRD.rescaled	1.6515513e-09
TMPRSS6.rescaled	1.651034e-09
SLC15A2.rescaled	1.6503064e-09
CLK4.rescaled	1.6499448e-09
DYNLRB2.rescaled	1.6497984e-09
NPTX2.rescaled	1.6488553e-09
PGM3.rescaled	1.6484093e-09
CXCL3.rescaled	1.6483461e-09
SRCIN1.rescaled	1.6483162e-09
TRMT2B.rescaled	1.6481466e-09
DDX46.rescaled	1.6478126e-09
SMAD9.rescaled	1.6472967e-09
KPTN.rescaled	1.6469512e-09
ECHDC3.rescaled	1.6466651e-09
MEOX1.rescaled	1.6461901e-09
CS.rescaled	1.6459022e-09
DYNC2LI1.rescaled	1.6455595e-09
GSTP1.rescaled	1.645471e-09
PAN2.rescaled	1.6454671e-09
ZNF549.rescaled	1.644678e-09
REV1.rescaled	1.6440386e-09
ADAMTS16.rescaled	1.6439914e-09
RNPC3.rescaled	1.6437344e-09
NUFIP1.rescaled	1.643122e-09
PKD1.rescaled	1.6431095e-09
ZNF655.rescaled	1.642509e-09
KIAA1586.rescaled	1.6423821e-09
TSPAN7.rescaled	1.6414051e-09
RABL2A.rescaled	1.6406206e-09
DLST.rescaled	1.6405978e-09
TPO.rescaled	1.6388548e-09
CCNE2.rescaled	1.638464e-09
DYNC1LI2.rescaled	1.6381548e-09
MSR1.rescaled	1.6379184e-09
TJP2.rescaled	1.6375968e-09
IQCE.rescaled	1.6372917e-09
ZMAT5.rescaled	1.6372236e-09
DIO2.rescaled	1.6365211e-09
MPO.rescaled	1.6345506e-09
PLTP.rescaled	1.6342061e-09
SLC19A1.rescaled	1.6335066e-09
ANKRD65.rescaled	1.6334704e-09
CCDC167.rescaled	1.6323641e-09
IDH1.rescaled	1.6320914e-09
LAMC3.rescaled	1.6317011e-09
BHMT2.rescaled	1.6316591e-09
CDH15.rescaled	1.6305642e-09
SFTA2.rescaled	1.6295058e-09
GRM8.rescaled	1.6292618e-09
TLL2.rescaled	1.6291345e-09
PRPF39.rescaled	1.6286743e-09
ZNF213.rescaled	1.6281406e-09
MTFMT.rescaled	1.6276502e-09
GDPD2.rescaled	1.62765e-09
BIVM.rescaled	1.6261015e-09
ZNF75D.rescaled	1.6253521e-09
PRUNE2.rescaled	1.6250611e-09
NPY1R.rescaled	1.6248974e-09
RNF128.rescaled	1.6243356e-09
PRSS54.rescaled	1.6241185e-09
POLR3K.rescaled	1.6223364e-09
TMEM167B.rescaled	1.6218299e-09
AS3MT.rescaled	1.6208482e-09
RPRD1A.rescaled	1.620544e-09
SGMS1.rescaled	1.6176475e-09
TMEM169.rescaled	1.6172479e-09
CCL21.rescaled	1.6169363e-09
STAT1.rescaled	1.614755e-09
CCDC115.rescaled	1.6136518e-09
RASL10A.rescaled	1.6135236e-09
PCBD2.rescaled	1.613216e-09
SLAMF9.rescaled	1.612699e-09
PLIN3.rescaled	1.6124947e-09
PPP1R12B.rescaled	1.6124214e-09
ZNF280D.rescaled	1.6117354e-09
ALOX15B.rescaled	1.6115395e-09
MLLT3.rescaled	1.6110522e-09
IKBKB.rescaled	1.610679e-09
IER5L.rescaled	1.6093423e-09
PIF1.rescaled	1.6079454e-09
ZDHHC13.rescaled	1.6069227e-09
ANO9.rescaled	1.6066719e-09
ADCY1.rescaled	1.6056418e-09
MMP10.rescaled	1.6055752e-09
BBS4.rescaled	1.6037075e-09
PAQR7.rescaled	1.6026448e-09
FAM110D.rescaled	1.602264e-09
C12orf75.rescaled	1.6020766e-09
DENND5B.rescaled	1.6009754e-09
HOXB2.rescaled	1.59966e-09
LONRF2.rescaled	1.5994747e-09
AGAP1.rescaled	1.5989798e-09
PCSK1.rescaled	1.5982001e-09
RPL18.rescaled	1.598074e-09
NR3C2.rescaled	1.597399e-09
REEP2.rescaled	1.5966886e-09
ZNF717.rescaled	1.5949847e-09
HBB.rescaled	1.5944572e-09
FOSB.rescaled	1.5929704e-09
LMX1A.rescaled	1.5921998e-09
ECEL1.rescaled	1.5915961e-09
ZHX3.rescaled	1.5904379e-09
SHPK.rescaled	1.590392e-09
PRKCE.rescaled	1.5903426e-09
EFHD2.rescaled	1.5901557e-09
AGAP9.rescaled	1.5899266e-09
CST1.rescaled	1.5895102e-09
TRMT61A.rescaled	1.5892048e-09
PTPN14.rescaled	1.5886865e-09
APLP1.rescaled	1.5884385e-09
PAFAH1B2.rescaled	1.5883055e-09
CASQ1.rescaled	1.5879056e-09
WFDC3.rescaled	1.5877477e-09
ARL17B.rescaled	1.5865101e-09
PHLPP1.rescaled	1.5856251e-09
MPG.rescaled	1.585434e-09
MT1A.rescaled	1.584179e-09
SLC41A3.rescaled	1.5832571e-09
MYZAP.rescaled	1.5824296e-09
S100A4.rescaled	1.5806078e-09
NR4A3.rescaled	1.5801901e-09
KCNB1.rescaled	1.5792807e-09
CCDC6.rescaled	1.5786862e-09
DDX41.rescaled	1.5771107e-09
SH3GL1.rescaled	1.5765872e-09
PHF7.rescaled	1.5758602e-09
PPP5C.rescaled	1.5733882e-09
CLN5.rescaled	1.5730488e-09
CRB1.rescaled	1.5721986e-09
ZNF99.rescaled	1.5712776e-09
ACSS3.rescaled	1.5706986e-09
GPRASP2.rescaled	1.5704587e-09
C6orf47.rescaled	1.5693141e-09
MZT2A.rescaled	1.5692194e-09
TMEM240.rescaled	1.5686217e-09
NECAP2.rescaled	1.5686037e-09
PTPRN.rescaled	1.5674143e-09
AGL.rescaled	1.5669676e-09
SCRIB.rescaled	1.5668978e-09
GORASP2.rescaled	1.566476e-09
EPSTI1.rescaled	1.5655397e-09
HOXC4.rescaled	1.5654401e-09
ADAMTSL4.rescaled	1.5633671e-09
SLC39A13.rescaled	1.5627027e-09
CCT3.rescaled	1.5622201e-09
EXOSC9.rescaled	1.5610762e-09
SYT17.rescaled	1.5606406e-09
PLOD3.rescaled	1.5601703e-09
GNPTG.rescaled	1.5596102e-09
ZNHIT3.rescaled	1.5574316e-09
MIB2.rescaled	1.5571676e-09
COPZ2.rescaled	1.5565079e-09
ENTPD3.rescaled	1.5537143e-09
IFT140.rescaled	1.5536289e-09
KCNS3.rescaled	1.5534568e-09
APBB3.rescaled	1.5496049e-09
NRTN.rescaled	1.5492502e-09
TCOF1.rescaled	1.5489929e-09
R3HCC1.rescaled	1.5488542e-09
TMSB15B.rescaled	1.5465879e-09
TMEM50B.rescaled	1.545811e-09
UBE4B.rescaled	1.5457964e-09
SCN9A.rescaled	1.5449559e-09
SLC34A3.rescaled	1.5448376e-09
RAP1GAP.rescaled	1.5448067e-09
VPS4B.rescaled	1.5442171e-09
ZNF883.rescaled	1.5439843e-09
SLC25A29.rescaled	1.5434024e-09
CCL3.rescaled	1.5428765e-09
TBKBP1.rescaled	1.5426457e-09
TMEM201.rescaled	1.5422448e-09
STON1.rescaled	1.5414494e-09
GDF15.rescaled	1.5414249e-09
CXCR5.rescaled	1.540518e-09
SULT2B1.rescaled	1.5399934e-09
FOXD4L1.rescaled	1.5394694e-09
CADM1.rescaled	1.5381637e-09
AMTN.rescaled	1.5377402e-09
C22orf46.rescaled	1.5358623e-09
SNX12.rescaled	1.5358276e-09
CCDC74B.rescaled	1.5348112e-09
FLT4.rescaled	1.5347265e-09
NSMCE2.rescaled	1.5345274e-09
CCNI.rescaled	1.5338799e-09
ACE2.rescaled	1.5334477e-09
TRAPPC9.rescaled	1.5333694e-09
MYL5.rescaled	1.5327184e-09
HCFC1.rescaled	1.5314204e-09
DOK3.rescaled	1.530881e-09
DDX25.rescaled	1.5306085e-09
STH.rescaled	1.530418e-09
GTF2F1.rescaled	1.5303633e-09
PANK3.rescaled	1.5297409e-09
SAP18.rescaled	1.5296918e-09
TTLL7.rescaled	1.5291869e-09
RASAL1.rescaled	1.5287179e-09
TPD52.rescaled	1.5286898e-09
IRF2.rescaled	1.5275987e-09
MTA2.rescaled	1.5267417e-09
SEPHS2.rescaled	1.5266487e-09
CBWD6.rescaled	1.525934e-09
PYGO1.rescaled	1.5256237e-09
WDTC1.rescaled	1.5255975e-09
DEXI.rescaled	1.5251306e-09
PAAF1.rescaled	1.5238627e-09
OR1C1.rescaled	1.5225445e-09
WDR72.rescaled	1.5224227e-09
DEFB1.rescaled	1.5221661e-09
ADAT3.rescaled	1.522023e-09
HSF4.rescaled	1.5214618e-09
LRRN1.rescaled	1.5197209e-09
SBF2.rescaled	1.5174476e-09
PCGF5.rescaled	1.5169126e-09
