	SHAP Value
JAK3.rescaled	0.0006228150131304235
LILRB2.rescaled	0.0006227109479065739
IL2RA.rescaled	0.0006221140449932293
CD274.rescaled	0.0006215439991326023
SLAMF8.rescaled	0.0006209936077792283
HCAR1.rescaled	-0.0006206883290379154
GPR171.rescaled	0.0006201398472039501
ZMYND10.rescaled	-0.0006201057007690048
KIF13B.rescaled	-0.0006200226603057875
IFI30.rescaled	0.0006199809739885568
LILRB4.rescaled	0.0006197244728857804
NME5.rescaled	-0.0006196407060315313
CA12.rescaled	-0.0006188473951803025
PRF1.rescaled	0.000617899895546328
TCEAL5.rescaled	-0.0006176300294927119
OAS2.rescaled	0.0006170050290709403
BTLA.rescaled	0.0006168588136183123
KIF2C.rescaled	0.0006167379326576641
GFI1.rescaled	0.0006162459794432514
FPR3.rescaled	0.000616053880519469
MNDA.rescaled	0.0006151230679578311
STX11.rescaled	0.0006145897976740453
PLA2G2D.rescaled	0.000612481139793772
LAP3.rescaled	0.0006119806016279698
RBM24.rescaled	-0.0006105641997513938
ARHGEF38.rescaled	-0.0006103709289249685
KIF15.rescaled	0.000609138763815515
TRAT1.rescaled	0.0006084768297553279
TLR8.rescaled	0.0006076300237543943
MMP12.rescaled	0.0006069089566263785
CYB5D2.rescaled	-0.0006067766746843859
PTAFR.rescaled	0.0006065727846383946
CACNA1D.rescaled	-0.0006060837707751301
BIN2.rescaled	0.0006058413977401118
LAIR2.rescaled	0.000605830349596688
TLR1.rescaled	0.0006052360687633953
SLAMF6.rescaled	0.0006049688626622005
RNF19B.rescaled	0.0006037412123203145
NEDD4L.rescaled	-0.0006037069741402591
ACADSB.rescaled	-0.0006036490957096696
PTPN7.rescaled	0.0006030967132606564
PRTN3.rescaled	-0.0006026965368557291
IL18BP.rescaled	0.0006021114291541821
GPSM3.rescaled	0.0006020209534639797
LGALS9.rescaled	0.000601994139940101
COTL1.rescaled	0.0006018596947102009
TACC3.rescaled	0.0006013776915055667
SPOCK2.rescaled	0.0006012242589386456
IFI6.rescaled	0.0006002984180222409
XIRP1.rescaled	0.0006002485086251215
TTC39A.rescaled	-0.0006000826697283937
CXorf65.rescaled	0.0005998357340375325
CXCR6.rescaled	0.0005997236506803487
TRAF3IP3.rescaled	0.0005994797814748344
CXCL9.rescaled	0.0005994610415384611
LRP2.rescaled	-0.0005990602626856682
