	feature_importance
EPYC.rescaled	-0.0792597182654439
MELK.rescaled	0.0790925428781261
HMMR.rescaled	0.0789111486582749
NPPA.rescaled	-0.0787175171288434
IQGAP3.rescaled	0.07862754649989609
SCGB2B2.rescaled	0.07855340226750678
FANCA.rescaled	0.07839426708054904
NCAPG.rescaled	0.07834723181297412
PCDHA11.rescaled	-0.07828917105942425
RBM44.rescaled	0.07821929559078507
WFDC2.rescaled	-0.07819302320069796
ANAPC13.rescaled	-0.07809146897123674
ODF3L2.rescaled	0.07803629979291944
ZNF273.rescaled	0.07800821777821258
OR2A7.rescaled	-0.07799342987031972
MCM10.rescaled	0.07797326337228977
FRMD7.rescaled	-0.07794631960572508
E2F1.rescaled	0.0779166080420113
ZNF676.rescaled	0.07786300209374238
SBK2.rescaled	0.07780842158750076
C5orf38.rescaled	-0.07772602471508644
NCAPH.rescaled	0.07766810782605578
PLK4.rescaled	0.07764219999174302
FDXACB1.rescaled	-0.07762608338230617
BUB1B.rescaled	0.07752782809716594
CKMT1B.rescaled	0.07742858786224878
CIRBP.rescaled	-0.07734656507955406
KIF18A.rescaled	0.07730144919483004
ARC.rescaled	-0.07713638901135203
PLK1.rescaled	0.07711325682038264
ADAMTS19.rescaled	0.07702296827059042
APOBEC3H.rescaled	0.07696183735751065
MTRNR2L5.rescaled	-0.07694480987712987
C11orf80.rescaled	0.07684907055844005
SEC11C.rescaled	0.07673998190505177
PKMYT1.rescaled	0.07671954260355891
UBE2S.rescaled	0.07655104474731361
C10orf67.rescaled	0.07653093746045979
GPR87.rescaled	0.07650047754703468
BAHCC1.rescaled	-0.07632116530001716
STIL.rescaled	0.07602819190960265
CCL22.rescaled	-0.07587442921637684
DTL.rescaled	0.07583368091646134
CXCR4.rescaled	0.07581118713413833
PACSIN1.rescaled	0.07574635892285263
RNASEH2A.rescaled	0.07564562053270879
OXT.rescaled	-0.07562543851247341
CCDC74A.rescaled	0.07561458694573109
FFAR3.rescaled	-0.07551945129723042
LHX4.rescaled	-0.07551103876749952
TTLL9.rescaled	-0.07546803032559843
VPS11.rescaled	-0.07541919745746672
TMEM31.rescaled	0.07536388119711189
FAM83B.rescaled	0.07531704434365798
ZYG11A.rescaled	0.07524446915231961
WWC2.rescaled	-0.07523836902285598
CKAP2L.rescaled	0.07523787024304429
KRT80.rescaled	0.07514808970398917
GRM3.rescaled	0.07510585014427701
HOXB8.rescaled	-0.07483827898615021
TMEM171.rescaled	0.07480696327695602
ZFYVE28.rescaled	-0.0747342706347847
FBXL8.rescaled	-0.07469657356102591
PLEKHG5.rescaled	-0.07468013721956138
FUT6.rescaled	-0.07456739499505359
RPL28.rescaled	0.07448757412908835
HOXC13.rescaled	0.07440555670601372
HPS1.rescaled	-0.07438873733407192
FAM71F2.rescaled	0.07431823212346775
PBK.rescaled	0.07429687671597457
RFC2.rescaled	0.07413901356167847
GRIK4.rescaled	-0.0741205800893819
CPNE9.rescaled	0.074095582976791
AURKA.rescaled	0.07399300625972807
TTC22.rescaled	-0.07391407863442054
TACC3.rescaled	0.07390988066213806
PAFAH1B2.rescaled	-0.07387092778509856
DOCK3.rescaled	0.07385084716011184
GNAO1.rescaled	0.07380865132892403
SCN4A.rescaled	-0.07378199467447961
AFAP1L2.rescaled	0.07369942079501512
