	ALE Value
C5orf22.rescaled	1.02290905e-10
ARG2.rescaled	1.0227561e-10
DSTN.rescaled	1.02206e-10
ST7.rescaled	1.0216367e-10
CDH4.rescaled	1.0215262e-10
CFHR1.rescaled	1.0208797e-10
SLC5A9.rescaled	1.0204268e-10
ADAP1.rescaled	1.0204223e-10
ZBTB41.rescaled	1.0202872e-10
GOLGA3.rescaled	1.0192996e-10
GAS6.rescaled	1.0192348e-10
AP1G2.rescaled	1.0191759e-10
NAA40.rescaled	1.01900315e-10
ZNF581.rescaled	1.0184811e-10
ALDH9A1.rescaled	1.01794434e-10
TRIM4.rescaled	1.017613e-10
HOXA10.rescaled	1.0175678e-10
NAT1.rescaled	1.0175257e-10
TOR1B.rescaled	1.01698296e-10
GCNT1.rescaled	1.0157639e-10
AOAH.rescaled	1.01548e-10
KLHDC10.rescaled	1.0154388e-10
TMC2.rescaled	1.01539534e-10
MAFK.rescaled	1.0153272e-10
C22orf39.rescaled	1.0151038e-10
DNAJB2.rescaled	1.0147443e-10
PRPF8.rescaled	1.01456045e-10
DDX1.rescaled	1.01454505e-10
ZNF627.rescaled	1.0138607e-10
FAM120A.rescaled	1.0138129e-10
BTN2A2.rescaled	1.0133448e-10
TSSK6.rescaled	1.01297824e-10
CABLES2.rescaled	1.01293335e-10
MIB2.rescaled	1.0128374e-10
SLC44A3.rescaled	1.0125567e-10
SKIL.rescaled	1.0121616e-10
GPAM.rescaled	1.0120553e-10
MAP2K1.rescaled	1.0120088e-10
USP18.rescaled	1.0114128e-10
FAM189A2.rescaled	1.0110642e-10
RNPEPL1.rescaled	1.01103285e-10
PATL1.rescaled	1.01073004e-10
PNPLA3.rescaled	1.0107118e-10
AP1S1.rescaled	1.010425e-10
CHST8.rescaled	1.0101936e-10
RPS27L.rescaled	1.0101016e-10
SAYSD1.rescaled	1.010079e-10
SOD3.rescaled	1.0097288e-10
ZC3H11A.rescaled	1.0092281e-10
SERPINH1.rescaled	1.0091754e-10
CD93.rescaled	1.0087461e-10
CADPS.rescaled	1.008435e-10
YIPF3.rescaled	1.0082979e-10
OXNAD1.rescaled	1.0079524e-10
HOXD8.rescaled	1.00793256e-10
ZNF582.rescaled	1.0072869e-10
UPP2.rescaled	1.0070746e-10
SLC8A2.rescaled	1.0064696e-10
ESRRA.rescaled	1.0060823e-10
RGP1.rescaled	1.0060601e-10
KCNK5.rescaled	1.00556674e-10
NCAPD3.rescaled	1.0053608e-10
PREX1.rescaled	1.00501274e-10
ZNF701.rescaled	1.00452174e-10
CFLAR.rescaled	1.0044766e-10
DDX52.rescaled	1.00423656e-10
RAD54L2.rescaled	1.0040935e-10
ELMO1.rescaled	1.0039516e-10
ST7L.rescaled	1.00370684e-10
ARVCF.rescaled	1.0031661e-10
ADAT3.rescaled	1.0030791e-10
SRPK2.rescaled	1.00293183e-10
SSBP3.rescaled	1.0026449e-10
EVI2B.rescaled	1.00257684e-10
ZNF683.rescaled	1.0022587e-10
MED9.rescaled	1.0019276e-10
REN.rescaled	1.0009132e-10
ZNF93.rescaled	1.0006907e-10
MRPS18A.rescaled	1.0005018e-10
N4BP2L2.rescaled	1.0004618e-10
FBXO22.rescaled	1.0003005e-10
AURKC.rescaled	9.999288e-11
DIS3.rescaled	9.997692e-11
FAM120B.rescaled	9.9964474e-11
DENR.rescaled	9.993794e-11
IDE.rescaled	9.9874276e-11
RNPS1.rescaled	9.983132e-11
SCML2.rescaled	9.979907e-11
WWP2.rescaled	9.978464e-11
CD24.rescaled	9.976903e-11
RABEP1.rescaled	9.974837e-11
RIMS3.rescaled	9.972834e-11
RPL36AL.rescaled	9.971663e-11
SLC9A8.rescaled	9.966966e-11
TSC1.rescaled	9.96474e-11
POU2F3.rescaled	9.959856e-11
BAZ1B.rescaled	9.9597455e-11
ATF4.rescaled	9.9545316e-11
ADA.rescaled	9.953325e-11
RRP8.rescaled	9.943006e-11
SIX4.rescaled	9.942514e-11
FANCF.rescaled	9.941788e-11
NPNT.rescaled	9.9335436e-11
PRPF40B.rescaled	9.920366e-11
CD200.rescaled	9.91832e-11
EXOSC8.rescaled	9.9158695e-11
CSDE1.rescaled	9.91533e-11
ATP13A3.rescaled	9.913382e-11
USP14.rescaled	9.910472e-11
CD2AP.rescaled	9.906798e-11
ASB16.rescaled	9.906723e-11
KLHL38.rescaled	9.9037244e-11
HMGXB4.rescaled	9.9005096e-11
METTL9.rescaled	9.89522e-11
SUB1.rescaled	9.889026e-11
ALDH1A3.rescaled	9.8888564e-11
NYAP2.rescaled	9.885437e-11
NTF3.rescaled	9.88496e-11
ADAMTS17.rescaled	9.883902e-11
HCST.rescaled	9.883481e-11
HPS4.rescaled	9.8798546e-11
WDR37.rescaled	9.879178e-11
YPEL1.rescaled	9.877552e-11
NKG7.rescaled	9.876742e-11
ZBTB1.rescaled	9.876514e-11
ATP6AP1L.rescaled	9.875202e-11
KRTCAP2.rescaled	9.8737074e-11
SIK1.rescaled	9.873544e-11
EIF2B3.rescaled	9.870811e-11
LARP1B.rescaled	9.8692485e-11
COTL1.rescaled	9.866831e-11
KCTD5.rescaled	9.8626086e-11
KCTD1.rescaled	9.861529e-11
PSMA7.rescaled	9.856981e-11
RFESD.rescaled	9.8510554e-11
MRAS.rescaled	9.8403376e-11
CCR4.rescaled	9.839808e-11
ZXDB.rescaled	9.82464e-11
HMX2.rescaled	9.820928e-11
XK.rescaled	9.8206464e-11
LZTS1.rescaled	9.820506e-11
GPR6.rescaled	9.819167e-11
SEMA3E.rescaled	9.814445e-11
AKR1D1.rescaled	9.8137026e-11
TRIL.rescaled	9.8099764e-11
SPHKAP.rescaled	9.8061455e-11
CXCL3.rescaled	9.8061316e-11
PPM1G.rescaled	9.8058714e-11
SOCS4.rescaled	9.805799e-11
AHI1.rescaled	9.79631e-11
NT5DC2.rescaled	9.793025e-11
NPR1.rescaled	9.7817844e-11
AP4B1.rescaled	9.776791e-11
SGCE.rescaled	9.776715e-11
ST6GALNAC2.rescaled	9.7764005e-11
SMPDL3A.rescaled	9.7760834e-11
EIF4G1.rescaled	9.775202e-11
GZF1.rescaled	9.7742314e-11
ADH4.rescaled	9.76817e-11
CCDC124.rescaled	9.7643185e-11
ZNF48.rescaled	9.76007e-11
LACRT.rescaled	9.757016e-11
RAD9A.rescaled	9.7500896e-11
CAMK2A.rescaled	9.7493034e-11
C20orf141.rescaled	9.747868e-11
KIAA1191.rescaled	9.746512e-11
SPINK1.rescaled	9.7424326e-11
TUBD1.rescaled	9.73592e-11
RAP2C.rescaled	9.7357504e-11
ACMSD.rescaled	9.735332e-11
GRPEL1.rescaled	9.7286706e-11
MYH9.rescaled	9.7262955e-11
HBA1.rescaled	9.723834e-11
ZPLD1.rescaled	9.702644e-11
ASH1L.rescaled	9.696025e-11
LMTK3.rescaled	9.6932094e-11
POMZP3.rescaled	9.6931026e-11
AKT2.rescaled	9.6921755e-11
LGALSL.rescaled	9.689584e-11
GALNT9.rescaled	9.689185e-11
ZNF394.rescaled	9.685813e-11
ZFR.rescaled	9.683438e-11
XAB2.rescaled	9.683083e-11
MRPL15.rescaled	9.6778974e-11
UPK1A.rescaled	9.673082e-11
MLLT1.rescaled	9.6708454e-11
CRYBA4.rescaled	9.669655e-11
KIFAP3.rescaled	9.6682745e-11
NR2F6.rescaled	9.6649154e-11
TPPP3.rescaled	9.6556936e-11
CPNE2.rescaled	9.65435e-11
XRCC3.rescaled	9.6530846e-11
FAM126B.rescaled	9.648326e-11
NKTR.rescaled	9.642576e-11
FBXW2.rescaled	9.640451e-11
ELF1.rescaled	9.640342e-11
CUBN.rescaled	9.637961e-11
ARHGEF2.rescaled	9.636606e-11
AQP8.rescaled	9.6297366e-11
AURKAIP1.rescaled	9.626308e-11
CDKN2C.rescaled	9.6256676e-11
LY6H.rescaled	9.618709e-11
CPNE5.rescaled	9.617117e-11
CAMK2N2.rescaled	9.6136994e-11
TTC16.rescaled	9.6090004e-11
RNF13.rescaled	9.6078194e-11
DDX23.rescaled	9.606663e-11
TFEC.rescaled	9.605909e-11
LRRC59.rescaled	9.603827e-11
CYB561D2.rescaled	9.601898e-11
NDUFA9.rescaled	9.599153e-11
BPI.rescaled	9.5958616e-11
IL12RB1.rescaled	9.595142e-11
DAO.rescaled	9.5940186e-11
SPOPL.rescaled	9.5915734e-11
MVP.rescaled	9.588942e-11
HEPH.rescaled	9.587553e-11
HRCT1.rescaled	9.582696e-11
ITGA6.rescaled	9.5805655e-11
KCTD15.rescaled	9.578581e-11
LDLRAD2.rescaled	9.5659064e-11
DUSP4.rescaled	9.564974e-11
RAD17.rescaled	9.563575e-11
GNG8.rescaled	9.5614454e-11
SMUG1.rescaled	9.561416e-11
RASGEF1B.rescaled	9.560981e-11
SIPA1L1.rescaled	9.559822e-11
WWC3.rescaled	9.55512e-11
TECTA.rescaled	9.553675e-11
WASF1.rescaled	9.5534865e-11
ETV2.rescaled	9.5531937e-11
VANGL1.rescaled	9.5460403e-11
AGPAT1.rescaled	9.540691e-11
HDAC3.rescaled	9.539827e-11
TMBIM4.rescaled	9.537929e-11
CPSF3.rescaled	9.533989e-11
DPT.rescaled	9.528961e-11
MORN4.rescaled	9.527127e-11
CHD1.rescaled	9.526375e-11
GSS.rescaled	9.5261535e-11
HERPUD2.rescaled	9.525342e-11
EDEM1.rescaled	9.524628e-11
FAM47E.rescaled	9.5216696e-11
DGAT2.rescaled	9.517164e-11
SPPL2A.rescaled	9.516049e-11
FIZ1.rescaled	9.515885e-11
NUB1.rescaled	9.507566e-11
POGLUT1.rescaled	9.5046346e-11
FKBP8.rescaled	9.500935e-11
CDKAL1.rescaled	9.4952504e-11
TIA1.rescaled	9.492678e-11
FXR2.rescaled	9.491951e-11
PTPRF.rescaled	9.487877e-11
KIF21B.rescaled	9.487621e-11
HSPA14.rescaled	9.48509e-11
MED15.rescaled	9.4833655e-11
CDV3.rescaled	9.4741506e-11
LNPEP.rescaled	9.469059e-11
PSME1.rescaled	9.465994e-11
ALOX12B.rescaled	9.463194e-11
IL6.rescaled	9.460311e-11
CHST3.rescaled	9.459491e-11
RALA.rescaled	9.4561484e-11
PURB.rescaled	9.455546e-11
OR2L13.rescaled	9.450956e-11
PDSS1.rescaled	9.449612e-11
ADAM10.rescaled	9.446313e-11
TMEM62.rescaled	9.446167e-11
SCARA5.rescaled	9.445359e-11
NACC2.rescaled	9.4431706e-11
STAT5B.rescaled	9.442514e-11
SNX25.rescaled	9.4420055e-11
ZNF502.rescaled	9.441002e-11
UAP1L1.rescaled	9.438124e-11
MRPS11.rescaled	9.437837e-11
C1orf116.rescaled	9.432944e-11
DOC2A.rescaled	9.4328684e-11
LONP1.rescaled	9.432016e-11
PBX2.rescaled	9.4218605e-11
KCNJ13.rescaled	9.4213914e-11
AGAP1.rescaled	9.4205685e-11
CYB5A.rescaled	9.419018e-11
FUT11.rescaled	9.40853e-11
NXPH3.rescaled	9.406797e-11
UNC93B1.rescaled	9.406347e-11
ADCYAP1.rescaled	9.4050885e-11
FOXJ1.rescaled	9.404191e-11
NKD1.rescaled	9.4026405e-11
PYCARD.rescaled	9.4007295e-11
PSMD14.rescaled	9.4004575e-11
PRR15L.rescaled	9.3988824e-11
SOS1.rescaled	9.3971254e-11
DDX42.rescaled	9.3939814e-11
CD37.rescaled	9.39303e-11
LENEP.rescaled	9.3882964e-11
TMEM74.rescaled	9.372763e-11
UBE2A.rescaled	9.369844e-11
PPARG.rescaled	9.3692845e-11
WNT5A.rescaled	9.3645716e-11
ZNF431.rescaled	9.358332e-11
ID3.rescaled	9.357405e-11
MTRNR2L6.rescaled	9.351577e-11
HSDL1.rescaled	9.350393e-11
ZNF26.rescaled	9.348366e-11
ANO8.rescaled	9.3463175e-11
CCR1.rescaled	9.345088e-11
TAS2R43.rescaled	9.3421215e-11
DCP1B.rescaled	9.339035e-11
EIF1.rescaled	9.338857e-11
GBX2.rescaled	9.3364316e-11
LY6G5C.rescaled	9.334751e-11
POMC.rescaled	9.327663e-11
HACE1.rescaled	9.3209156e-11
MAGI1.rescaled	9.320031e-11
CDH22.rescaled	9.317542e-11
CBY1.rescaled	9.315023e-11
POLDIP2.rescaled	9.313604e-11
KCTD13.rescaled	9.3124515e-11
GCLM.rescaled	9.310045e-11
BMP2K.rescaled	9.3077594e-11
PELP1.rescaled	9.303026e-11
CDC40.rescaled	9.303012e-11
SNIP1.rescaled	9.301474e-11
CPEB2.rescaled	9.298243e-11
PGF.rescaled	9.2807824e-11
IL1R1.rescaled	9.277883e-11
NME6.rescaled	9.277465e-11
INPP1.rescaled	9.273966e-11
CLDN6.rescaled	9.2694935e-11
ZNF512B.rescaled	9.255568e-11
FAM171B.rescaled	9.251699e-11
LPCAT2.rescaled	9.251109e-11
VIPR1.rescaled	9.250761e-11
CPEB3.rescaled	9.24903e-11
DIP2C.rescaled	9.2433505e-11
METAP1.rescaled	9.24075e-11
DMRT3.rescaled	9.2404764e-11
CD302.rescaled	9.236259e-11
RCSD1.rescaled	9.230956e-11
TTC32.rescaled	9.2309375e-11
ACP6.rescaled	9.230745e-11
SNTN.rescaled	9.2277304e-11
SLC25A21.rescaled	9.226106e-11
RPAP1.rescaled	9.225551e-11
CPEB4.rescaled	9.212638e-11
ZNF804B.rescaled	9.205505e-11
EIF3C.rescaled	9.202057e-11
TIMM17B.rescaled	9.195808e-11
SAMD14.rescaled	9.194549e-11
DOLK.rescaled	9.194145e-11
C16orf89.rescaled	9.192006e-11
CXCR1.rescaled	9.187975e-11
UCN.rescaled	9.187249e-11
EMILIN3.rescaled	9.1852914e-11
RRS1.rescaled	9.178365e-11
AMMECR1L.rescaled	9.174205e-11
SATL1.rescaled	9.17085e-11
FOXN4.rescaled	9.169657e-11
ARHGEF15.rescaled	9.165584e-11
ARRDC1.rescaled	9.16498e-11
SLC35E2B.rescaled	9.16464e-11
UTP3.rescaled	9.1627206e-11
CCRL2.rescaled	9.161481e-11
DAPK2.rescaled	9.1522546e-11
OVCA2.rescaled	9.151526e-11
POFUT1.rescaled	9.1506205e-11
TMEM116.rescaled	9.150573e-11
QRSL1.rescaled	9.1481794e-11
ADRB2.rescaled	9.142971e-11
DDX59.rescaled	9.142698e-11
AP4S1.rescaled	9.141849e-11
SERPING1.rescaled	9.141132e-11
ZKSCAN3.rescaled	9.140554e-11
MTRF1.rescaled	9.140531e-11
MGAM.rescaled	9.135865e-11
RCBTB1.rescaled	9.135322e-11
KLHL3.rescaled	9.126208e-11
CENPB.rescaled	9.125646e-11
AKAP12.rescaled	9.121738e-11
ARR3.rescaled	9.121439e-11
CASZ1.rescaled	9.1084466e-11
HNRNPU.rescaled	9.100366e-11
TAF10.rescaled	9.0940255e-11
CMTM3.rescaled	9.0925364e-11
RPL7L1.rescaled	9.092309e-11
HUS1B.rescaled	9.08334e-11
NUAK2.rescaled	9.0831974e-11
ACOT8.rescaled	9.082325e-11
CREM.rescaled	9.081542e-11
PLEK2.rescaled	9.080699e-11
TEF.rescaled	9.07963e-11
METTL23.rescaled	9.0786816e-11
KIF4B.rescaled	9.0739014e-11
EDA2R.rescaled	9.069644e-11
DHRS7.rescaled	9.062803e-11
TLE2.rescaled	9.062696e-11
PDGFA.rescaled	9.062087e-11
STXBP1.rescaled	9.0606356e-11
ZNF598.rescaled	9.060529e-11
GLT1D1.rescaled	9.0590854e-11
PHKB.rescaled	9.0582e-11
FAR1.rescaled	9.057651e-11
PTN.rescaled	9.052355e-11
STEAP2.rescaled	9.049998e-11
FGF1.rescaled	9.041896e-11
BEAN1.rescaled	9.032718e-11
LSM14A.rescaled	9.0239094e-11
STEAP1B.rescaled	9.016795e-11
MSC.rescaled	9.012723e-11
NAB2.rescaled	9.011868e-11
LCN12.rescaled	9.0074434e-11
HSD3B7.rescaled	9.0050876e-11
YEATS2.rescaled	9.0049655e-11
CYP4V2.rescaled	9.0018215e-11
ZNF805.rescaled	9.001739e-11
IFI44.rescaled	9.00124e-11
ACY1.rescaled	9.0005295e-11
AKR7A3.rescaled	8.9920627e-11
CSNK1A1.rescaled	8.98843e-11
NDUFA12.rescaled	8.987975e-11
KRI1.rescaled	8.985731e-11
UXS1.rescaled	8.984418e-11
STARD5.rescaled	8.9772835e-11
NFYA.rescaled	8.975866e-11
AIRE.rescaled	8.9756404e-11
FOXO4.rescaled	8.974646e-11
ANKRD30A.rescaled	8.974087e-11
MCAT.rescaled	8.971267e-11
DUSP6.rescaled	8.95625e-11
SH3PXD2B.rescaled	8.9493635e-11
DPH3.rescaled	8.947093e-11
PLA2G7.rescaled	8.942917e-11
TMEM161B.rescaled	8.9406496e-11
SEC14L2.rescaled	8.93683e-11
C2CD4B.rescaled	8.9315416e-11
ING1.rescaled	8.92952e-11
IL11.rescaled	8.9286814e-11
LAT2.rescaled	8.928641e-11
RGPD2.rescaled	8.928506e-11
FAM131A.rescaled	8.928005e-11
ZNF544.rescaled	8.91655e-11
CLEC2D.rescaled	8.9153074e-11
DPY19L1.rescaled	8.9130064e-11
CCDC66.rescaled	8.9120655e-11
ZSCAN30.rescaled	8.9091956e-11
RASIP1.rescaled	8.907344e-11
ZNF3.rescaled	8.905937e-11
PSMD11.rescaled	8.9009064e-11
TRRAP.rescaled	8.900163e-11
SLC35B4.rescaled	8.893221e-11
TMX1.rescaled	8.891265e-11
SAMD1.rescaled	8.8894614e-11
ARRDC3.rescaled	8.887237e-11
GPR84.rescaled	8.882402e-11
DOCK11.rescaled	8.880797e-11
SMC1B.rescaled	8.8787755e-11
HK1.rescaled	8.87867e-11
KDM3A.rescaled	8.87343e-11
GMDS.rescaled	8.868807e-11
CD320.rescaled	8.8679626e-11
KDM2B.rescaled	8.8635224e-11
DIXDC1.rescaled	8.857269e-11
TMEM238.rescaled	8.8569624e-11
LCP1.rescaled	8.8566106e-11
TBCEL.rescaled	8.851023e-11
TCF4.rescaled	8.845119e-11
SYAP1.rescaled	8.8449637e-11
CISD1.rescaled	8.831994e-11
FUT7.rescaled	8.830344e-11
ALDH8A1.rescaled	8.828569e-11
TMEM70.rescaled	8.8273555e-11
UNC50.rescaled	8.826624e-11
RPL41.rescaled	8.823215e-11
CASP1.rescaled	8.823068e-11
CREBL2.rescaled	8.821721e-11
METRN.rescaled	8.815946e-11
CADM4.rescaled	8.8152846e-11
STX18.rescaled	8.811744e-11
RPL14.rescaled	8.805646e-11
OVGP1.rescaled	8.794992e-11
SH3BGRL3.rescaled	8.794808e-11
ST3GAL3.rescaled	8.793357e-11
PCGF3.rescaled	8.7926895e-11
GTF2H3.rescaled	8.789602e-11
PMVK.rescaled	8.784727e-11
TTC7A.rescaled	8.78184e-11
CYB5R2.rescaled	8.7802064e-11
TOR1AIP1.rescaled	8.776737e-11
B4GALT1.rescaled	8.7765226e-11
CXCL10.rescaled	8.774598e-11
QKI.rescaled	8.774125e-11
HOXC8.rescaled	8.7734174e-11
CD300E.rescaled	8.769227e-11
THAP1.rescaled	8.7686934e-11
ATAD3A.rescaled	8.7635205e-11
ATXN7.rescaled	8.762261e-11
FBLN2.rescaled	8.762161e-11
TP53.rescaled	8.761419e-11
ARNT.rescaled	8.747668e-11
RFPL4B.rescaled	8.738481e-11
DCAF15.rescaled	8.737195e-11
NDUFA8.rescaled	8.733664e-11
PTPN12.rescaled	8.732755e-11
CCL14.rescaled	8.731365e-11
DERL3.rescaled	8.722386e-11
CLIP3.rescaled	8.7221466e-11
NDUFAF4.rescaled	8.7211384e-11
USP35.rescaled	8.720592e-11
PDE4B.rescaled	8.720311e-11
SNX29.rescaled	8.7196826e-11
TMEM130.rescaled	8.711991e-11
MAP3K9.rescaled	8.7081266e-11
ZBTB32.rescaled	8.703862e-11
ID4.rescaled	8.701987e-11
TMEM108.rescaled	8.69737e-11
RNF185.rescaled	8.697007e-11
FAM43B.rescaled	8.69688e-11
C16orf54.rescaled	8.6968543e-11
CD7.rescaled	8.696568e-11
NFRKB.rescaled	8.6944986e-11
TMEM86A.rescaled	8.693294e-11
ZC3HAV1.rescaled	8.6909605e-11
TINAGL1.rescaled	8.6898336e-11
GAS2L2.rescaled	8.689392e-11
WDR61.rescaled	8.6799914e-11
USP54.rescaled	8.674319e-11
AFAP1L1.rescaled	8.673805e-11
NOS1AP.rescaled	8.670201e-11
HYAL2.rescaled	8.6684486e-11
ZBED2.rescaled	8.667871e-11
NDUFB5.rescaled	8.661352e-11
ITPKA.rescaled	8.6590055e-11
DGCR2.rescaled	8.655664e-11
SBDS.rescaled	8.655331e-11
ZNF512.rescaled	8.652698e-11
ANP32E.rescaled	8.650803e-11
ENTPD4.rescaled	8.6449785e-11
MAP9.rescaled	8.6442374e-11
PUF60.rescaled	8.644222e-11
LAPTM5.rescaled	8.6432646e-11
IQCG.rescaled	8.6360065e-11
RFX1.rescaled	8.635131e-11
AMN.rescaled	8.635058e-11
FAM167B.rescaled	8.6335085e-11
ABHD4.rescaled	8.629432e-11
POLR3D.rescaled	8.62846e-11
CDKN2A.rescaled	8.626943e-11
TOMM22.rescaled	8.626909e-11
TMTC1.rescaled	8.621276e-11
ESYT3.rescaled	8.616508e-11
KIR2DL4.rescaled	8.614657e-11
POLI.rescaled	8.612912e-11
L2HGDH.rescaled	8.61274e-11
FAM199X.rescaled	8.6119126e-11
VPS52.rescaled	8.6092224e-11
PRDM12.rescaled	8.607388e-11
PC.rescaled	8.60435e-11
PPP1R26.rescaled	8.602584e-11
DHX37.rescaled	8.6018796e-11
VIM.rescaled	8.5978495e-11
ZNF557.rescaled	8.597491e-11
IRGQ.rescaled	8.596165e-11
CD19.rescaled	8.5929444e-11
C4orf19.rescaled	8.587722e-11
HEYL.rescaled	8.58057e-11
IL1B.rescaled	8.5798854e-11
ZNF827.rescaled	8.5787835e-11
PLA2G3.rescaled	8.570898e-11
FIS1.rescaled	8.5664024e-11
SCN4A.rescaled	8.565741e-11
CRCP.rescaled	8.565679e-11
YDJC.rescaled	8.565013e-11
ADD3.rescaled	8.563626e-11
BTN3A2.rescaled	8.558262e-11
HAVCR1.rescaled	8.557402e-11
PPM1E.rescaled	8.554561e-11
AGAP6.rescaled	8.5537466e-11
CA14.rescaled	8.549941e-11
NOP58.rescaled	8.5490746e-11
TLN2.rescaled	8.546915e-11
KPNA6.rescaled	8.545828e-11
ILK.rescaled	8.536735e-11
ARNTL2.rescaled	8.53602e-11
TIMM44.rescaled	8.533895e-11
PDXDC1.rescaled	8.5335086e-11
SCNN1B.rescaled	8.532533e-11
PTBP3.rescaled	8.525535e-11
C9orf72.rescaled	8.523775e-11
RFX8.rescaled	8.523701e-11
ZNF277.rescaled	8.520353e-11
FADS1.rescaled	8.514348e-11
MUC4.rescaled	8.512391e-11
PTCH2.rescaled	8.507982e-11
ARCN1.rescaled	8.4969774e-11
GOLGA2.rescaled	8.4964646e-11
SDF2L1.rescaled	8.487589e-11
SAMD11.rescaled	8.486561e-11
ACAA2.rescaled	8.486456e-11
HEATR3.rescaled	8.4843146e-11
CSNK1D.rescaled	8.4838775e-11
ATRNL1.rescaled	8.479968e-11
C16orf86.rescaled	8.479251e-11
RNF149.rescaled	8.478438e-11
NAT10.rescaled	8.478098e-11
SRSF1.rescaled	8.474284e-11
STX7.rescaled	8.470281e-11
CCL25.rescaled	8.464572e-11
LAP3.rescaled	8.461562e-11
PKD2.rescaled	8.460532e-11
THOC5.rescaled	8.457395e-11
GIMAP5.rescaled	8.45182e-11
NPC1L1.rescaled	8.4514076e-11
IAPP.rescaled	8.450886e-11
NOXA1.rescaled	8.4495466e-11
IL18.rescaled	8.449285e-11
ELAC2.rescaled	8.444315e-11
BMS1.rescaled	8.443618e-11
ALKBH8.rescaled	8.437608e-11
YRDC.rescaled	8.4318406e-11
CREBZF.rescaled	8.428048e-11
UQCRB.rescaled	8.425964e-11
RABIF.rescaled	8.42283e-11
PNN.rescaled	8.4209535e-11
UMPS.rescaled	8.4177526e-11
TRO.rescaled	8.4168617e-11
PCP4L1.rescaled	8.4060946e-11
TEX22.rescaled	8.405916e-11
CDH19.rescaled	8.4054666e-11
COPZ1.rescaled	8.3984326e-11
CLEC17A.rescaled	8.3953865e-11
BST2.rescaled	8.3945184e-11
ZFYVE9.rescaled	8.384192e-11
MUC13.rescaled	8.377821e-11
MUSTN1.rescaled	8.377195e-11
KLK2.rescaled	8.376608e-11
ZBTB8B.rescaled	8.3728614e-11
SLC6A12.rescaled	8.3643974e-11
SUDS3.rescaled	8.361772e-11
OLA1.rescaled	8.3605387e-11
CNDP2.rescaled	8.358661e-11
RNF10.rescaled	8.3566945e-11
SAV1.rescaled	8.352521e-11
SLC25A23.rescaled	8.3464735e-11
HIC1.rescaled	8.340457e-11
VAPB.rescaled	8.3383245e-11
SPAG17.rescaled	8.3377374e-11
PRSS27.rescaled	8.337378e-11
RBM7.rescaled	8.331487e-11
ADAMTSL1.rescaled	8.3256436e-11
RABGEF1.rescaled	8.321714e-11
ORC3.rescaled	8.317838e-11
POPDC3.rescaled	8.308266e-11
NR2E3.rescaled	8.307896e-11
BORA.rescaled	8.307327e-11
MAP2K7.rescaled	8.306179e-11
FASTK.rescaled	8.298489e-11
NLRP1.rescaled	8.297839e-11
TBC1D22A.rescaled	8.291656e-11
DAZAP2.rescaled	8.284796e-11
EMILIN2.rescaled	8.2813645e-11
HSD17B3.rescaled	8.278986e-11
EFTUD2.rescaled	8.272118e-11
ITGB5.rescaled	8.267352e-11
VWA3B.rescaled	8.265672e-11
TRIM13.rescaled	8.262652e-11
B3GNT3.rescaled	8.257719e-11
RPS19.rescaled	8.252177e-11
L3MBTL4.rescaled	8.250475e-11
R3HDM4.rescaled	8.247095e-11
VAV1.rescaled	8.246887e-11
ZNF292.rescaled	8.239966e-11
ANO6.rescaled	8.233534e-11
PPP1R7.rescaled	8.230846e-11
ANKRD7.rescaled	8.230536e-11
PROS1.rescaled	8.226994e-11
TSPAN15.rescaled	8.226454e-11
BLNK.rescaled	8.224548e-11
TMEM97.rescaled	8.221773e-11
COL27A1.rescaled	8.218054e-11
SLC25A24.rescaled	8.21776e-11
CNGA1.rescaled	8.2118104e-11
XRCC1.rescaled	8.211425e-11
CUL9.rescaled	8.209067e-11
IGBP1.rescaled	8.207363e-11
WTIP.rescaled	8.207211e-11
DNAJB9.rescaled	8.206608e-11
MRPL19.rescaled	8.198492e-11
SLC26A5.rescaled	8.193334e-11
CD300LG.rescaled	8.190636e-11
UVRAG.rescaled	8.186059e-11
CSF2.rescaled	8.182133e-11
RNASEH2B.rescaled	8.176004e-11
DUS1L.rescaled	8.17571e-11
USP11.rescaled	8.172617e-11
MYO5C.rescaled	8.171078e-11
SFRP4.rescaled	8.167923e-11
JUND.rescaled	8.16411e-11
KIR2DS4.rescaled	8.163857e-11
VANGL2.rescaled	8.16161e-11
POM121.rescaled	8.1547165e-11
ERF.rescaled	8.15224e-11
PRDM6.rescaled	8.150206e-11
CCL11.rescaled	8.118247e-11
COPS5.rescaled	8.114453e-11
PFKFB4.rescaled	8.108757e-11
TMEM229B.rescaled	8.1085846e-11
METTL11B.rescaled	8.108179e-11
C1R.rescaled	8.104989e-11
FUT3.rescaled	8.1041646e-11
CD2BP2.rescaled	8.098424e-11
CACNB3.rescaled	8.095242e-11
FAM32A.rescaled	8.092408e-11
RRP12.rescaled	8.084658e-11
SET.rescaled	8.083894e-11
TNFSF10.rescaled	8.079403e-11
ALKBH5.rescaled	8.077331e-11
C1orf210.rescaled	8.076806e-11
CNPY3.rescaled	8.0760856e-11
DONSON.rescaled	8.073255e-11
MRPS6.rescaled	8.072011e-11
TCN2.rescaled	8.06668e-11
BCKDHA.rescaled	8.065614e-11
ARHGAP44.rescaled	8.063961e-11
NINJ2.rescaled	8.06242e-11
TMEM217.rescaled	8.060965e-11
DYDC2.rescaled	8.0550025e-11
CPA3.rescaled	8.052722e-11
SERTAD4.rescaled	8.0522894e-11
