	ALE Value
MPO.rescaled	6.872495e-10
B9D1.rescaled	6.871985e-10
GREB1.rescaled	6.871069e-10
PSRC1.rescaled	6.8683886e-10
CC2D2B.rescaled	6.865348e-10
LILRB4.rescaled	6.864282e-10
TMEM156.rescaled	6.862304e-10
ISM1.rescaled	6.8587486e-10
LETMD1.rescaled	6.85597e-10
TET3.rescaled	6.855343e-10
CERKL.rescaled	6.8519485e-10
RAB3D.rescaled	6.8454065e-10
AMOTL2.rescaled	6.843927e-10
RCC1.rescaled	6.842914e-10
P2RY4.rescaled	6.8415285e-10
RILPL1.rescaled	6.8392236e-10
FMO1.rescaled	6.837527e-10
NKAIN4.rescaled	6.8370154e-10
COL6A5.rescaled	6.835975e-10
ANKRD24.rescaled	6.833594e-10
LRRN4CL.rescaled	6.8324624e-10
MRPS18B.rescaled	6.823923e-10
CEP250.rescaled	6.821612e-10
G6PD.rescaled	6.818748e-10
SH3RF2.rescaled	6.8183953e-10
RAB8B.rescaled	6.8163913e-10
PDCD7.rescaled	6.811742e-10
RNPEP.rescaled	6.8115436e-10
FAM169A.rescaled	6.810047e-10
KRT80.rescaled	6.8094264e-10
EPHA6.rescaled	6.80809e-10
MACF1.rescaled	6.804925e-10
EIF5.rescaled	6.804375e-10
MECP2.rescaled	6.801951e-10
SYNGR3.rescaled	6.795688e-10
SRSF11.rescaled	6.795682e-10
SFTA2.rescaled	6.7949624e-10
ETV3.rescaled	6.7946837e-10
OCA2.rescaled	6.7795136e-10
ABHD14A.rescaled	6.779409e-10
TUB.rescaled	6.7737443e-10
IFITM10.rescaled	6.7708494e-10
SIGLEC10.rescaled	6.769987e-10
ULK1.rescaled	6.767817e-10
SCRIB.rescaled	6.765809e-10
COQ2.rescaled	6.7610145e-10
PRMT3.rescaled	6.760605e-10
TBC1D13.rescaled	6.752924e-10
FRMD3.rescaled	6.750732e-10
RBM26.rescaled	6.748866e-10
CENPBD1.rescaled	6.74536e-10
SAA2.rescaled	6.741501e-10
SBSN.rescaled	6.74107e-10
PROM1.rescaled	6.734452e-10
DCAF8.rescaled	6.733477e-10
PEX11A.rescaled	6.733238e-10
TMEM222.rescaled	6.7256645e-10
ANKRD49.rescaled	6.7210265e-10
OR2W3.rescaled	6.7199046e-10
RNF157.rescaled	6.719186e-10
ZNHIT3.rescaled	6.718974e-10
KIAA1586.rescaled	6.716483e-10
ZNF140.rescaled	6.716411e-10
USH1G.rescaled	6.715864e-10
RNF43.rescaled	6.7127376e-10
INMT.rescaled	6.712372e-10
ALG10.rescaled	6.7118355e-10
JPH3.rescaled	6.7033956e-10
MAP7D1.rescaled	6.6992634e-10
RTBDN.rescaled	6.69209e-10
PTHLH.rescaled	6.690077e-10
KLRC4.rescaled	6.68743e-10
ABT1.rescaled	6.678013e-10
RNF224.rescaled	6.677981e-10
XRRA1.rescaled	6.671985e-10
GRM8.rescaled	6.6645856e-10
MS4A6A.rescaled	6.6640643e-10
TMEM50B.rescaled	6.655588e-10
DNAJC22.rescaled	6.655012e-10
HMSD.rescaled	6.652971e-10
PSMA1.rescaled	6.651287e-10
HSPA9.rescaled	6.6512185e-10
ENTPD3.rescaled	6.645361e-10
MPI.rescaled	6.643685e-10
CDHR3.rescaled	6.6416433e-10
GGT1.rescaled	6.639792e-10
FGFR4.rescaled	6.6355116e-10
RNF128.rescaled	6.6347106e-10
TNFAIP8L1.rescaled	6.6345446e-10
CKS1B.rescaled	6.633986e-10
DHRS1.rescaled	6.629257e-10
FOXP3.rescaled	6.626707e-10
YWHAQ.rescaled	6.626208e-10
COL9A1.rescaled	6.6213857e-10
KIF20B.rescaled	6.6146333e-10
MARCO.rescaled	6.603123e-10
ZNF467.rescaled	6.601924e-10
STAC2.rescaled	6.59895e-10
TTF2.rescaled	6.5946665e-10
XG.rescaled	6.592602e-10
GAL3ST1.rescaled	6.5875877e-10
LRRC47.rescaled	6.587388e-10
AQP7.rescaled	6.585978e-10
NAA10.rescaled	6.5819894e-10
MFSD10.rescaled	6.5776923e-10
CYP2R1.rescaled	6.570917e-10
DTNA.rescaled	6.5696376e-10
SIPA1L2.rescaled	6.569136e-10
TRAPPC3.rescaled	6.567395e-10
SLC10A5.rescaled	6.5628186e-10
CKLF.rescaled	6.560636e-10
TTLL12.rescaled	6.559108e-10
TTC1.rescaled	6.553468e-10
REM2.rescaled	6.550399e-10
CHEK2.rescaled	6.547097e-10
NPM1.rescaled	6.5433864e-10
EN1.rescaled	6.542456e-10
CAPN2.rescaled	6.5405964e-10
DMRT2.rescaled	6.538595e-10
APLN.rescaled	6.5367856e-10
RNF223.rescaled	6.535264e-10
ORC6.rescaled	6.5351274e-10
RAMP2.rescaled	6.5317896e-10
PNKP.rescaled	6.530078e-10
C14orf39.rescaled	6.528451e-10
TMSB15B.rescaled	6.527439e-10
RPA2.rescaled	6.5216865e-10
CFHR3.rescaled	6.520733e-10
FAM83H.rescaled	6.5201017e-10
SCYL3.rescaled	6.5112304e-10
CENPO.rescaled	6.5044237e-10
PCDHB16.rescaled	6.502791e-10
C7.rescaled	6.5025746e-10
DCHS2.rescaled	6.4968597e-10
PARP3.rescaled	6.494728e-10
IFIT1.rescaled	6.4839156e-10
CHAF1A.rescaled	6.4700334e-10
PPFIBP2.rescaled	6.4696026e-10
SIX2.rescaled	6.4627365e-10
ARL5A.rescaled	6.4618494e-10
ELFN2.rescaled	6.457252e-10
ABHD12B.rescaled	6.4566796e-10
COL9A2.rescaled	6.456387e-10
RBP5.rescaled	6.454254e-10
MNS1.rescaled	6.450119e-10
AGXT2.rescaled	6.449049e-10
TAS1R3.rescaled	6.4489214e-10
TRIM46.rescaled	6.4486977e-10
SLC30A7.rescaled	6.4482036e-10
RTN4RL2.rescaled	6.444754e-10
EGF.rescaled	6.441136e-10
SCN3B.rescaled	6.441063e-10
ROR2.rescaled	6.438024e-10
ZNF75D.rescaled	6.43685e-10
MXD1.rescaled	6.4323064e-10
HP1BP3.rescaled	6.43087e-10
LEKR1.rescaled	6.4298966e-10
IRS2.rescaled	6.4291533e-10
MAP3K5.rescaled	6.428431e-10
PODNL1.rescaled	6.425474e-10
SLC25A37.rescaled	6.4241334e-10
MYOZ3.rescaled	6.415303e-10
ARV1.rescaled	6.412433e-10
TGFB3.rescaled	6.408322e-10
RNF169.rescaled	6.4053546e-10
POLR2L.rescaled	6.404143e-10
TNIK.rescaled	6.403982e-10
FAM111B.rescaled	6.396988e-10
MAPK3.rescaled	6.394645e-10
SPTLC3.rescaled	6.394487e-10
PDIA6.rescaled	6.3941297e-10
TIAF1.rescaled	6.393245e-10
VSTM2L.rescaled	6.3926775e-10
CNST.rescaled	6.391574e-10
TAC1.rescaled	6.3894917e-10
COLEC12.rescaled	6.383591e-10
SH3PXD2A.rescaled	6.383207e-10
NIPAL1.rescaled	6.381689e-10
DNASE1.rescaled	6.3803723e-10
SLC30A1.rescaled	6.374859e-10
TRIM16.rescaled	6.372631e-10
C16orf46.rescaled	6.3722616e-10
STEAP3.rescaled	6.3697225e-10
FBXL18.rescaled	6.369361e-10
ITGA10.rescaled	6.366767e-10
DCAKD.rescaled	6.366425e-10
PTK2B.rescaled	6.357807e-10
USP25.rescaled	6.356795e-10
ZFYVE28.rescaled	6.355508e-10
CD101.rescaled	6.3547767e-10
TNFRSF13C.rescaled	6.3408473e-10
EEF1E1.rescaled	6.3403816e-10
LAYN.rescaled	6.3349576e-10
CNPPD1.rescaled	6.329272e-10
TLR5.rescaled	6.3271555e-10
DGAT1.rescaled	6.3250094e-10
BET1.rescaled	6.324086e-10
ZNF98.rescaled	6.322609e-10
NR2F2.rescaled	6.322194e-10
SMPD1.rescaled	6.3150685e-10
QRICH2.rescaled	6.309514e-10
PDCD6.rescaled	6.3060096e-10
AMFR.rescaled	6.302282e-10
HADHA.rescaled	6.302156e-10
LIMD2.rescaled	6.300746e-10
PCNA.rescaled	6.300312e-10
PRDM2.rescaled	6.2996514e-10
KANK1.rescaled	6.2996053e-10
MST1R.rescaled	6.2995265e-10
AK7.rescaled	6.299264e-10
UCHL5.rescaled	6.2886024e-10
RPL27.rescaled	6.277233e-10
PPEF1.rescaled	6.277119e-10
WSCD2.rescaled	6.2649574e-10
ELAVL1.rescaled	6.2642863e-10
AK5.rescaled	6.2623e-10
SARM1.rescaled	6.260482e-10
UBN1.rescaled	6.2577e-10
POT1.rescaled	6.2544897e-10
ZNF671.rescaled	6.2538286e-10
GRIA1.rescaled	6.252713e-10
SLC39A13.rescaled	6.251159e-10
MDK.rescaled	6.2435324e-10
COBL.rescaled	6.2417904e-10
BRIP1.rescaled	6.2415356e-10
USP44.rescaled	6.240862e-10
SP110.rescaled	6.2382927e-10
CEP72.rescaled	6.227514e-10
RTN4RL1.rescaled	6.227461e-10
ZBTB33.rescaled	6.225721e-10
ZNF385A.rescaled	6.223032e-10
TTLL10.rescaled	6.220074e-10
IL1RL1.rescaled	6.2197236e-10
AKR1E2.rescaled	6.214002e-10
NDRG1.rescaled	6.2102046e-10
OCRL.rescaled	6.202837e-10
FAS.rescaled	6.2008787e-10
CBWD5.rescaled	6.195654e-10
RBM22.rescaled	6.194056e-10
C11orf58.rescaled	6.1924044e-10
PPP1R14C.rescaled	6.19101e-10
TRIP6.rescaled	6.1855643e-10
CD163.rescaled	6.185228e-10
FCN1.rescaled	6.1774774e-10
RAB11B.rescaled	6.1773325e-10
PCDHA5.rescaled	6.174659e-10
AKAP5.rescaled	6.172457e-10
WBP4.rescaled	6.1715133e-10
RFC1.rescaled	6.169423e-10
MTA2.rescaled	6.1640837e-10
SRPX.rescaled	6.16162e-10
KIF26B.rescaled	6.159311e-10
CDC7.rescaled	6.152058e-10
PRG4.rescaled	6.145179e-10
CD163L1.rescaled	6.1379035e-10
NMB.rescaled	6.136945e-10
ABCA12.rescaled	6.133633e-10
PKD1.rescaled	6.130784e-10
FAM72D.rescaled	6.128668e-10
TNFSF13.rescaled	6.125913e-10
MS4A15.rescaled	6.1226346e-10
AGR2.rescaled	6.1212363e-10
MID2.rescaled	6.108598e-10
RAB14.rescaled	6.1055466e-10
TFDP3.rescaled	6.1017214e-10
SKAP1.rescaled	6.0944644e-10
RHOG.rescaled	6.0924055e-10
TREX2.rescaled	6.090162e-10
PLCB1.rescaled	6.088774e-10
NFE2.rescaled	6.082027e-10
CCL28.rescaled	6.0780975e-10
DBNDD2.rescaled	6.0768923e-10
RNF215.rescaled	6.0768585e-10
APH1B.rescaled	6.076239e-10
RAB3C.rescaled	6.073918e-10
NLRP2.rescaled	6.07192e-10
DCTN1.rescaled	6.070346e-10
SEMA6A.rescaled	6.0702826e-10
CRB1.rescaled	6.0702054e-10
XAF1.rescaled	6.0681893e-10
GLDC.rescaled	6.067172e-10
TMEM50A.rescaled	6.065501e-10
ABCF1.rescaled	6.051917e-10
ZNF101.rescaled	6.050173e-10
OVOL1.rescaled	6.04606e-10
USP31.rescaled	6.0404304e-10
FOLH1.rescaled	6.0322286e-10
IGSF9B.rescaled	6.02913e-10
MPP7.rescaled	6.027823e-10
TMEM132C.rescaled	6.027347e-10
GABARAPL2.rescaled	6.02669e-10
KIF5A.rescaled	6.024882e-10
GJB3.rescaled	6.0157734e-10
MERTK.rescaled	6.011369e-10
RPRM.rescaled	6.0092636e-10
TLR2.rescaled	6.008987e-10
IFRD2.rescaled	6.007961e-10
GNG5.rescaled	6.0010974e-10
DUSP10.rescaled	5.999516e-10
NDUFA3.rescaled	5.999012e-10
STAT2.rescaled	5.9972943e-10
PRKG1.rescaled	5.9951205e-10
IER5L.rescaled	5.9951016e-10
ACO2.rescaled	5.994167e-10
ROCK1.rescaled	5.992922e-10
ADAMTS6.rescaled	5.992079e-10
MXI1.rescaled	5.989944e-10
HS3ST2.rescaled	5.9881355e-10
TRIM5.rescaled	5.9861577e-10
ARSA.rescaled	5.9829824e-10
MTSS1.rescaled	5.9824046e-10
GFOD2.rescaled	5.9705024e-10
MYH13.rescaled	5.9663363e-10
CNPY2.rescaled	5.9630234e-10
ZNF773.rescaled	5.962352e-10
KREMEN1.rescaled	5.9608435e-10
SBF2.rescaled	5.959453e-10
TXLNA.rescaled	5.957271e-10
CASP10.rescaled	5.9546645e-10
UNC13B.rescaled	5.953739e-10
PIBF1.rescaled	5.952608e-10
EVPL.rescaled	5.952261e-10
URB2.rescaled	5.951606e-10
CST4.rescaled	5.9490823e-10
GIT1.rescaled	5.945519e-10
RUVBL1.rescaled	5.9453303e-10
HAS1.rescaled	5.94427e-10
SDHA.rescaled	5.943582e-10
FCN3.rescaled	5.9423855e-10
XXYLT1.rescaled	5.940093e-10
ANTXR1.rescaled	5.939147e-10
SSU72.rescaled	5.9379995e-10
GSK3B.rescaled	5.93767e-10
STON1.rescaled	5.936105e-10
CD4.rescaled	5.932491e-10
CLPX.rescaled	5.9292987e-10
ENTPD2.rescaled	5.925588e-10
PXMP2.rescaled	5.924317e-10
ETV5.rescaled	5.9229005e-10
RAB23.rescaled	5.922131e-10
TNFSF4.rescaled	5.921604e-10
PLCH1.rescaled	5.9191707e-10
ADORA2A.rescaled	5.917556e-10
C10orf67.rescaled	5.91503e-10
ANKRD29.rescaled	5.9128397e-10
PGAP2.rescaled	5.9118727e-10
C1QL3.rescaled	5.9082667e-10
TMEM241.rescaled	5.9004e-10
B3GNT4.rescaled	5.900278e-10
CMPK2.rescaled	5.8960636e-10
ERG.rescaled	5.895735e-10
SIGLEC5.rescaled	5.894674e-10
GDF9.rescaled	5.8862226e-10
ERH.rescaled	5.883297e-10
MRPL22.rescaled	5.880126e-10
PLEKHM1.rescaled	5.8800415e-10
LAMTOR3.rescaled	5.87987e-10
KLHDC2.rescaled	5.878687e-10
NT5E.rescaled	5.869479e-10
OSBPL7.rescaled	5.86924e-10
TSC22D3.rescaled	5.8679817e-10
STX1B.rescaled	5.861686e-10
PIGV.rescaled	5.860506e-10
DAPP1.rescaled	5.8594646e-10
LRRN3.rescaled	5.850156e-10
AMY2B.rescaled	5.8501537e-10
ARHGAP6.rescaled	5.849761e-10
DCTPP1.rescaled	5.8493743e-10
SERPINA4.rescaled	5.8481686e-10
AKNAD1.rescaled	5.8457067e-10
NOX4.rescaled	5.845549e-10
DCST2.rescaled	5.8378835e-10
ANKRD1.rescaled	5.830576e-10
NFATC4.rescaled	5.8305094e-10
MMRN1.rescaled	5.8276467e-10
PRR7.rescaled	5.8268856e-10
RABGAP1L.rescaled	5.826725e-10
PTPN21.rescaled	5.8238175e-10
TK1.rescaled	5.8202254e-10
SASS6.rescaled	5.8163935e-10
ZNF341.rescaled	5.815178e-10
RPS7.rescaled	5.8149724e-10
PDZRN4.rescaled	5.804138e-10
F2RL3.rescaled	5.8015737e-10
ALOX15.rescaled	5.800825e-10
NUTF2.rescaled	5.7967897e-10
PSMD13.rescaled	5.790227e-10
OR1J2.rescaled	5.7889127e-10
PTOV1.rescaled	5.785871e-10
SEC11C.rescaled	5.7838656e-10
NLE1.rescaled	5.7828853e-10
BEND6.rescaled	5.7810623e-10
AXIN1.rescaled	5.7775484e-10
SCGB1D1.rescaled	5.7744115e-10
NAALADL2.rescaled	5.772115e-10
CEP152.rescaled	5.769034e-10
VWA2.rescaled	5.7648286e-10
NBAS.rescaled	5.76143e-10
ATP2B1.rescaled	5.7614197e-10
GRB14.rescaled	5.7574306e-10
PYY.rescaled	5.755745e-10
GGCX.rescaled	5.7547217e-10
IMP4.rescaled	5.74764e-10
ADH5.rescaled	5.746053e-10
KRT18.rescaled	5.745751e-10
NANP.rescaled	5.744371e-10
TM9SF3.rescaled	5.744151e-10
STRADA.rescaled	5.738671e-10
IL20RA.rescaled	5.733497e-10
CRIP2.rescaled	5.730105e-10
PAH.rescaled	5.72724e-10
KCNF1.rescaled	5.720948e-10
GNG4.rescaled	5.7194055e-10
SLC9A5.rescaled	5.718637e-10
NRF1.rescaled	5.7155963e-10
PDZD2.rescaled	5.713942e-10
ZNF213.rescaled	5.713917e-10
BIRC3.rescaled	5.7108773e-10
ACSS3.rescaled	5.708296e-10
LGALS9B.rescaled	5.706921e-10
IGSF5.rescaled	5.6970023e-10
FCGR1A.rescaled	5.690413e-10
DOK7.rescaled	5.6894195e-10
DIAPH2.rescaled	5.685727e-10
NAGLU.rescaled	5.685602e-10
AMBRA1.rescaled	5.684798e-10
FRAS1.rescaled	5.684515e-10
GADD45A.rescaled	5.6822463e-10
TOR1AIP2.rescaled	5.681621e-10
IL2RA.rescaled	5.6804983e-10
KATNAL1.rescaled	5.6784744e-10
NDUFC2.rescaled	5.674715e-10
SMPD2.rescaled	5.673861e-10
PHACTR1.rescaled	5.6725924e-10
SORCS2.rescaled	5.669247e-10
CLEC5A.rescaled	5.668553e-10
ESRP1.rescaled	5.667542e-10
NME4.rescaled	5.6657806e-10
IFI27.rescaled	5.659139e-10
RBCK1.rescaled	5.65786e-10
UGT2B7.rescaled	5.6550553e-10
MVD.rescaled	5.65166e-10
L1TD1.rescaled	5.6497046e-10
ERP27.rescaled	5.6468863e-10
PNPLA2.rescaled	5.646159e-10
SDHAF2.rescaled	5.6452437e-10
SIGLEC14.rescaled	5.6431504e-10
SMO.rescaled	5.6431493e-10
BNIP2.rescaled	5.641195e-10
SMC5.rescaled	5.639414e-10
TMEM167B.rescaled	5.6379623e-10
PAFAH1B2.rescaled	5.635924e-10
KAT2B.rescaled	5.634958e-10
DCAF12L2.rescaled	5.6346666e-10
PLSCR3.rescaled	5.632235e-10
CTR9.rescaled	5.631896e-10
PCDHAC1.rescaled	5.631507e-10
WIPF3.rescaled	5.630685e-10
RIC3.rescaled	5.624146e-10
DPF3.rescaled	5.620423e-10
SELE.rescaled	5.620329e-10
OTOR.rescaled	5.6173916e-10
GALNT6.rescaled	5.617155e-10
ETV6.rescaled	5.61451e-10
SPAG8.rescaled	5.610457e-10
CXorf65.rescaled	5.60853e-10
CLK4.rescaled	5.6078375e-10
HEMK1.rescaled	5.607502e-10
VAMP7.rescaled	5.6052984e-10
KIAA1671.rescaled	5.598519e-10
PLEC.rescaled	5.594824e-10
CCL3.rescaled	5.5946253e-10
LRRC8C.rescaled	5.5866656e-10
NTN4.rescaled	5.5758753e-10
RIT1.rescaled	5.5745153e-10
KANSL3.rescaled	5.5725186e-10
CCL4L2.rescaled	5.572037e-10
MAGED2.rescaled	5.5716864e-10
MRPL18.rescaled	5.5708954e-10
SNRPA1.rescaled	5.5700167e-10
CACNA2D3.rescaled	5.560745e-10
C2orf50.rescaled	5.559024e-10
ANKS3.rescaled	5.557988e-10
BBOX1.rescaled	5.550939e-10
C8orf34.rescaled	5.547292e-10
BBS4.rescaled	5.543544e-10
SLAMF9.rescaled	5.5431243e-10
PTPRO.rescaled	5.5416066e-10
DKK1.rescaled	5.5390037e-10
EXT2.rescaled	5.5315585e-10
UBE2J2.rescaled	5.5294663e-10
HSD11B1.rescaled	5.527422e-10
HSF2BP.rescaled	5.5273425e-10
CEP70.rescaled	5.526397e-10
NAA35.rescaled	5.5256405e-10
TFDP1.rescaled	5.5233507e-10
MORN1.rescaled	5.5203364e-10
SKA2.rescaled	5.5200594e-10
LIMK2.rescaled	5.51804e-10
TRIM16L.rescaled	5.5102894e-10
C5orf63.rescaled	5.5047494e-10
FKRP.rescaled	5.501741e-10
SAG.rescaled	5.50118e-10
PPP1R16A.rescaled	5.500709e-10
VSIG10L.rescaled	5.500131e-10
RSAD2.rescaled	5.499571e-10
OGFOD1.rescaled	5.498844e-10
BACE1.rescaled	5.498366e-10
DYM.rescaled	5.4963034e-10
HHAT.rescaled	5.495755e-10
C14orf178.rescaled	5.495374e-10
HOXC9.rescaled	5.48598e-10
BPNT1.rescaled	5.481131e-10
SEC11A.rescaled	5.4796245e-10
IGFL2.rescaled	5.479288e-10
OLFML1.rescaled	5.4790517e-10
KDM1A.rescaled	5.47768e-10
MCTS1.rescaled	5.477248e-10
SPSB4.rescaled	5.476306e-10
ACE2.rescaled	5.475759e-10
SLC46A3.rescaled	5.472245e-10
EPPK1.rescaled	5.472168e-10
RGS22.rescaled	5.4715665e-10
SAMHD1.rescaled	5.465176e-10
TMEM63A.rescaled	5.4609567e-10
SULT1E1.rescaled	5.457763e-10
SLC36A4.rescaled	5.4533583e-10
THPO.rescaled	5.4531496e-10
MYO7A.rescaled	5.4529226e-10
UBXN10.rescaled	5.448889e-10
THADA.rescaled	5.443939e-10
NCS1.rescaled	5.437865e-10
BROX.rescaled	5.432528e-10
GALE.rescaled	5.4316085e-10
GPD1.rescaled	5.430008e-10
NT5C1B.rescaled	5.4274796e-10
GNAS.rescaled	5.4266175e-10
VPS4A.rescaled	5.425043e-10
RNF167.rescaled	5.416505e-10
TP53INP1.rescaled	5.4162413e-10
FAM161B.rescaled	5.4135757e-10
MYBL1.rescaled	5.413331e-10
GTF2A2.rescaled	5.4132654e-10
NDUFAF2.rescaled	5.411813e-10
JOSD2.rescaled	5.4115434e-10
GRIN3B.rescaled	5.41088e-10
SELP.rescaled	5.4108207e-10
PCID2.rescaled	5.410792e-10
RNF113A.rescaled	5.400075e-10
EHD1.rescaled	5.398207e-10
C2orf68.rescaled	5.397223e-10
FBXO16.rescaled	5.3963134e-10
WDHD1.rescaled	5.3955734e-10
PGLYRP1.rescaled	5.3920207e-10
NDUFAB1.rescaled	5.3892535e-10
GPR31.rescaled	5.387391e-10
PCGF5.rescaled	5.386272e-10
DLX3.rescaled	5.3807575e-10
RPL31.rescaled	5.379349e-10
DMAP1.rescaled	5.378754e-10
AIF1.rescaled	5.375196e-10
DLX1.rescaled	5.374919e-10
DEXI.rescaled	5.373811e-10
RNF32.rescaled	5.372863e-10
KLRC1.rescaled	5.37215e-10
PPP1R15B.rescaled	5.368718e-10
ITGA2B.rescaled	5.3668053e-10
REV1.rescaled	5.366119e-10
SEL1L3.rescaled	5.365535e-10
STARD13.rescaled	5.3616794e-10
FGF2.rescaled	5.3567656e-10
TMEM88B.rescaled	5.355943e-10
DOC2B.rescaled	5.354945e-10
TMC5.rescaled	5.3525606e-10
PABPC4.rescaled	5.3462923e-10
EBP.rescaled	5.346097e-10
IFT43.rescaled	5.3420285e-10
TMEM213.rescaled	5.3408444e-10
TRPM6.rescaled	5.335904e-10
SELENBP1.rescaled	5.333588e-10
IMMP1L.rescaled	5.330716e-10
CDC16.rescaled	5.326558e-10
DCAF4.rescaled	5.3261867e-10
PCSK1N.rescaled	5.321544e-10
COG2.rescaled	5.3204297e-10
TAF3.rescaled	5.3190397e-10
PAK3.rescaled	5.3169835e-10
CACNA1I.rescaled	5.312461e-10
NMNAT1.rescaled	5.3114735e-10
FAM174A.rescaled	5.308067e-10
RNASE6.rescaled	5.307757e-10
TRHDE.rescaled	5.300512e-10
SLC25A34.rescaled	5.2991916e-10
SOCS3.rescaled	5.2978955e-10
CUX2.rescaled	5.295094e-10
GFI1B.rescaled	5.292398e-10
NES.rescaled	5.288227e-10
TMEM98.rescaled	5.281511e-10
DHX30.rescaled	5.2780286e-10
GSTA3.rescaled	5.277688e-10
NXNL2.rescaled	5.2770854e-10
KIF16B.rescaled	5.273235e-10
CELF3.rescaled	5.271148e-10
RIMKLA.rescaled	5.2689786e-10
ZIK1.rescaled	5.265583e-10
DEPDC4.rescaled	5.2649146e-10
FMO2.rescaled	5.263812e-10
CHRDL2.rescaled	5.260616e-10
HACL1.rescaled	5.2572596e-10
RNASEK.rescaled	5.2555255e-10
SNX22.rescaled	5.2543164e-10
AAK1.rescaled	5.2537663e-10
TNRC18.rescaled	5.2496507e-10
PTPRS.rescaled	5.2495575e-10
HAUS5.rescaled	5.2416943e-10
CCT7.rescaled	5.2416405e-10
ROR1.rescaled	5.239658e-10
PDS5B.rescaled	5.2354704e-10
PEX12.rescaled	5.234092e-10
RASL11A.rescaled	5.2331667e-10
XIAP.rescaled	5.23107e-10
NOVA2.rescaled	5.2277277e-10
ATP6V0A2.rescaled	5.227654e-10
MMP17.rescaled	5.223982e-10
CDCP1.rescaled	5.2234644e-10
ELOVL5.rescaled	5.223004e-10
KAZALD1.rescaled	5.218762e-10
PYCR2.rescaled	5.2162247e-10
ODAM.rescaled	5.2154553e-10
AQP5.rescaled	5.2152166e-10
PHLDA1.rescaled	5.214447e-10
KLHL36.rescaled	5.206518e-10
CHDH.rescaled	5.2059035e-10
TNK1.rescaled	5.204592e-10
ZNF519.rescaled	5.204319e-10
PARL.rescaled	5.2016474e-10
NDUFB3.rescaled	5.2001226e-10
NDUFS3.rescaled	5.1997634e-10
E2F7.rescaled	5.199733e-10
TAF1A.rescaled	5.197807e-10
LIAS.rescaled	5.1974464e-10
MADCAM1.rescaled	5.191759e-10
HES5.rescaled	5.1873383e-10
JMJD4.rescaled	5.1827437e-10
NEFM.rescaled	5.182611e-10
NUFIP1.rescaled	5.1809723e-10
FNTA.rescaled	5.1756616e-10
CDH23.rescaled	5.17466e-10
DNMT3A.rescaled	5.174285e-10
MOB3C.rescaled	5.1722193e-10
KIF9.rescaled	5.17007e-10
SEC16B.rescaled	5.1631316e-10
ZDHHC13.rescaled	5.1576177e-10
CATSPER1.rescaled	5.1564214e-10
HEBP2.rescaled	5.1543136e-10
SRD5A1.rescaled	5.1517596e-10
ANGPT4.rescaled	5.1496796e-10
PPP2R3B.rescaled	5.1486715e-10
SUMO3.rescaled	5.148355e-10
COL4A1.rescaled	5.1475574e-10
HTT.rescaled	5.1461035e-10
DYNC1LI2.rescaled	5.1460985e-10
FOXH1.rescaled	5.145743e-10
CEACAM21.rescaled	5.1396537e-10
NEK8.rescaled	5.1388716e-10
GPR107.rescaled	5.1354543e-10
ACD.rescaled	5.133753e-10
DIRC1.rescaled	5.1331994e-10
ABLIM2.rescaled	5.1331034e-10
ZNF124.rescaled	5.1311816e-10
PXN.rescaled	5.1307086e-10
KLHL22.rescaled	5.1284627e-10
ZNF746.rescaled	5.128108e-10
GRID2IP.rescaled	5.1263943e-10
DLX4.rescaled	5.125828e-10
ETFA.rescaled	5.1230975e-10
ELAVL2.rescaled	5.1209165e-10
RPL15.rescaled	5.118427e-10
IRF2.rescaled	5.118236e-10
ACAD10.rescaled	5.115747e-10
SEH1L.rescaled	5.108838e-10
C1orf141.rescaled	5.1065047e-10
PPME1.rescaled	5.104773e-10
ERLIN1.rescaled	5.0992677e-10
CDRT1.rescaled	5.092162e-10
ZNF462.rescaled	5.0853655e-10
SNW1.rescaled	5.0847354e-10
APOM.rescaled	5.082475e-10
ALDH16A1.rescaled	5.077847e-10
NIPA2.rescaled	5.076388e-10
CASQ1.rescaled	5.076098e-10
GPR155.rescaled	5.074637e-10
RBP4.rescaled	5.066291e-10
SNX12.rescaled	5.0661697e-10
ZNF99.rescaled	5.0638427e-10
NPFFR1.rescaled	5.0598714e-10
APBA2.rescaled	5.059231e-10
KIAA0825.rescaled	5.0568344e-10
GRP.rescaled	5.0552695e-10
OR56B1.rescaled	5.0540494e-10
EXOC8.rescaled	5.052619e-10
AUP1.rescaled	5.0525145e-10
WNT3.rescaled	5.052323e-10
PCDHA8.rescaled	5.0519455e-10
FAM83E.rescaled	5.0503146e-10
CTNNA2.rescaled	5.0459786e-10
GABRA2.rescaled	5.0413584e-10
DNAJB12.rescaled	5.039741e-10
STK16.rescaled	5.03516e-10
TUT1.rescaled	5.0350646e-10
TGDS.rescaled	5.0307913e-10
PLCL1.rescaled	5.024184e-10
SAMD4A.rescaled	5.0166915e-10
ZNF408.rescaled	5.014988e-10
S100A8.rescaled	5.0148785e-10
COG3.rescaled	5.013952e-10
HOXB1.rescaled	5.012599e-10
PDZD9.rescaled	5.008277e-10
SCN2A.rescaled	5.0012705e-10
APOBEC3D.rescaled	4.9987997e-10
EPHA1.rescaled	4.997983e-10
TLL2.rescaled	4.996194e-10
MTNR1A.rescaled	4.9939647e-10
SULT1A1.rescaled	4.9913024e-10
DENND1B.rescaled	4.9882887e-10
